"","dataset","tp","cell_grouping","scale","verbatim_name","Total_area","Total_area_samp","Total_Ncells_atlas","Total_Ncells_samp","occupancy_area","occupancy_Ncells","AOO","relative_occupancy_area","relative_occupancy_Ncells","mean_area","total_SR_atlas_AOOcalc","grain"
"83","Birds_Atlas_Czechia",2,"1",0.015625,"Dryocopus martius",90569.1442272689,83907.5085275841,678,628,80043.4505891446,599,80043.4505891446,0.953948603572597,0.953821656050955,133.628465090392,200,"10"
"84","Birds_Atlas_Czechia",1,"1",0.015625,"Emberiza citrinella",90569.1442272689,83907.5085275841,678,628,83907.5085275841,628,83907.5085275841,1,1,133.610682368764,200,"10"
"85","Birds_Atlas_Czechia",2,"1",0.015625,"Emberiza citrinella",90569.1442272689,83907.5085275841,678,628,83907.5085275841,628,83907.5085275841,1,1,133.610682368764,200,"10"
"86","Birds_Atlas_Czechia",1,"1",0.015625,"Emberiza schoeniclus",90569.1442272689,83907.5085275841,678,628,61775.624819179,462,61775.624819179,0.736234764959928,0.735668789808917,133.713473634587,200,"10"
"87","Birds_Atlas_Czechia",2,"1",0.015625,"Emberiza schoeniclus",90569.1442272689,83907.5085275841,678,628,66869.6554030159,500,66869.6554030159,0.79694483338202,0.796178343949045,133.739310806032,200,"10"
"88","Birds_Atlas_Czechia",1,"1",0.015625,"Erithacus rubecula",90569.1442272689,83907.5085275841,678,628,83244.9953734393,623,83244.9953734393,0.992104244712176,0.99203821656051,133.619575238265,200,"10"
"89","Birds_Atlas_Czechia",2,"1",0.015625,"Erithacus rubecula",90569.1442272689,83907.5085275841,678,628,83774.4578903555,627,83774.4578903555,0.998414317865429,0.998407643312102,133.611575582704,200,"10"
"90","Birds_Atlas_Czechia",1,"1",0.015625,"Falco tinnunculus",90569.1442272689,83907.5085275841,678,628,82166.5604847404,615,82166.5604847404,0.979251582207672,0.979299363057325,133.604163389822,200,"10"
"91","Birds_Atlas_Czechia",2,"1",0.015625,"Falco tinnunculus",90569.1442272689,83907.5085275841,678,628,83371.5329036463,624,83371.5329036463,0.993612304389164,0.993630573248408,133.608225807125,200,"10"
"92","Birds_Atlas_Czechia",1,"1",0.015625,"Ficedula albicollis",90569.1442272689,83907.5085275841,678,628,40301.8713330917,301,40301.8713330917,0.480313049932149,0.479299363057325,133.89326024283,200,"10"
"93","Birds_Atlas_Czechia",1,"1",0.015625,"Ficedula hypoleuca",90569.1442272689,83907.5085275841,678,628,43433.5410628616,326,43433.5410628616,0.517635928238568,0.519108280254777,133.231721051723,200,"10"
"94","Birds_Atlas_Czechia",2,"1",0.015625,"Ficedula hypoleuca",90569.1442272689,83907.5085275841,678,628,45427.3435434315,341,45427.3435434315,0.54139783602915,0.542993630573248,133.218016256397,200,"10"
"95","Birds_Atlas_Czechia",1,"1",0.015625,"Ficedula parva",90569.1442272689,83907.5085275841,678,628,19765.5877835327,148,19765.5877835327,0.235563993382486,0.235668789808917,133.551268807653,200,"10"
"96","Birds_Atlas_Czechia",1,"1",0.015625,"Fringilla coelebs",90569.1442272689,83907.5085275841,678,628,83776.3803184876,627,83776.3803184876,0.998437229141974,0.998407643312102,133.61464165628,200,"10"
"97","Birds_Atlas_Czechia",2,"1",0.015625,"Fringilla coelebs",90569.1442272689,83907.5085275841,678,628,83907.5085275841,628,83907.5085275841,1,1,133.610682368764,200,"10"
"98","Birds_Atlas_Czechia",1,"1",0.015625,"Fulica atra",90569.1442272689,83907.5085275841,678,628,66959.9834523161,501,66959.9834523161,0.798021352645734,0.797770700636943,133.652661581469,200,"10"
"99","Birds_Atlas_Czechia",2,"1",0.015625,"Fulica atra",90569.1442272689,83907.5085275841,678,628,66850.5932416818,500,66850.5932416818,0.796717652743855,0.796178343949045,133.701186483364,200,"10"
"100","Birds_Atlas_Czechia",1,"1",0.015625,"Gallinago gallinago",90569.1442272689,83907.5085275841,678,628,41031.6328415867,307,41031.6328415867,0.489010263343689,0.488853503184713,133.653527171292,200,"10"
"101","Birds_Atlas_Czechia",2,"1",0.015625,"Gallinago gallinago",90569.1442272689,83907.5085275841,678,628,32074.2540445938,240,32074.2540445938,0.382257256918188,0.382165605095541,133.642725185807,200,"10"
"102","Birds_Atlas_Czechia",1,"1",0.015625,"Gallinula chloropus",90569.1442272689,83907.5085275841,678,628,55613.3207420132,416,55613.3207420132,0.662793136370277,0.662420382165605,133.685867168301,200,"10"
"103","Birds_Atlas_Czechia",2,"1",0.015625,"Gallinula chloropus",90569.1442272689,83907.5085275841,678,628,56436.266542205,422,56436.266542205,0.672600909412676,0.671974522292994,133.735228772998,200,"10"
"104","Birds_Atlas_Czechia",1,"1",0.015625,"Garrulus glandarius",90569.1442272689,83907.5085275841,678,628,82168.9999642558,615,82168.9999642558,0.979280655642913,0.979299363057325,133.60813002318,200,"10"
"105","Birds_Atlas_Czechia",2,"1",0.015625,"Garrulus glandarius",90569.1442272689,83907.5085275841,678,628,83503.4697960802,625,83503.4697960802,0.995184713041848,0.995222929936306,133.605551673728,200,"10"
"106","Birds_Atlas_Czechia",2,"1",0.015625,"Glaucidium passerinum",90569.1442272689,83907.5085275841,678,628,32866.2203600656,246,32866.2203600656,0.391695820038096,0.39171974522293,133.602521788885,200,"10"
"107","Birds_Atlas_Czechia",2,"1",0.015625,"Haliaeetus albicilla",90569.1442272689,83907.5085275841,678,628,11118.5712666786,83,11118.5712666786,0.132509848782167,0.132165605095541,133.958689959983,200,"10"
"108","Birds_Atlas_Czechia",1,"1",0.015625,"Hippolais icterina",90569.1442272689,83907.5085275841,678,628,78294.1896839613,586,78294.1896839613,0.933101114046577,0.93312101910828,133.60783222519,200,"10"
"109","Birds_Atlas_Czechia",2,"1",0.015625,"Hippolais icterina",90569.1442272689,83907.5085275841,678,628,78859.590569874,590,78859.590569874,0.939839496532654,0.939490445859873,133.660322999786,200,"10"
"110","Birds_Atlas_Czechia",1,"1",0.015625,"Hirundo rustica",90569.1442272689,83907.5085275841,678,628,83907.5085275841,628,83907.5085275841,1,1,133.610682368764,200,"10"
"111","Birds_Atlas_Czechia",2,"1",0.015625,"Hirundo rustica",90569.1442272689,83907.5085275841,678,628,83776.6567026199,627,83776.6567026199,0.998440523056156,0.998407643312102,133.615082460319,200,"10"
"112","Birds_Atlas_Czechia",2,"1",0.015625,"Jynx torquilla",90569.1442272689,83907.5085275841,678,628,57819.3898250743,432,57819.3898250743,0.689084813024409,0.687898089171974,133.841180150635,200,"10"
"113","Birds_Atlas_Czechia",1,"1",0.015625,"Lanius collurio",90569.1442272689,83907.5085275841,678,628,82974.3486482382,621,82974.3486482382,0.988878708285813,0.988853503184713,133.614088000384,200,"10"
"114","Birds_Atlas_Czechia",2,"1",0.015625,"Lanius collurio",90569.1442272689,83907.5085275841,678,628,83512.485500698,625,83512.485500698,0.995292161168673,0.995222929936306,133.619976801117,200,"10"
"115","Birds_Atlas_Czechia",1,"1",0.015625,"Larus ridibundus",90569.1442272689,83907.5085275841,678,628,44367.8492582272,332,44367.8492582272,0.528770905450512,0.528662420382166,133.638100175383,200,"10"
"116","Birds_Atlas_Czechia",2,"1",0.015625,"Locustella fluviatilis",90569.1442272689,83907.5085275841,678,628,70466.1851769886,527,70466.1851769886,0.839807860029871,0.839171974522293,133.711926332047,200,"10"
"117","Birds_Atlas_Czechia",2,"1",0.015625,"Locustella naevia",90569.1442272689,83907.5085275841,678,628,73772.9347127779,552,73772.9347127779,0.87921731925249,0.878980891719745,133.646620856482,200,"10"
"118","Birds_Atlas_Czechia",2,"1",0.015625,"Loxia curvirostra",90569.1442272689,83907.5085275841,678,628,60670.7967902681,454,60670.7967902681,0.723067552057311,0.722929936305732,133.636116278124,200,"10"
"119","Birds_Atlas_Czechia",2,"1",0.015625,"Lullula arborea",90569.1442272689,83907.5085275841,678,628,26074.3754412924,195,26074.3754412924,0.310751396374981,0.310509554140127,133.714745852781,200,"10"
"120","Birds_Atlas_Czechia",1,"1",0.015625,"Miliaria calandra",90569.1442272689,83907.5085275841,678,628,18252.7593329604,137,18252.7593329604,0.217534278555773,0.218152866242038,133.231819948616,200,"10"
"121","Birds_Atlas_Czechia",2,"1",0.015625,"Milvus milvus",90569.1442272689,83907.5085275841,678,628,23752.2451453853,178,23752.2451453853,0.28307651558474,0.28343949044586,133.439579468457,200,"10"
"122","Birds_Atlas_Czechia",1,"1",0.015625,"Motacilla alba",90569.1442272689,83907.5085275841,678,628,83644.4251618039,626,83644.4251618039,0.996864602818069,0.996815286624204,133.617292590741,200,"10"
"123","Birds_Atlas_Czechia",2,"1",0.015625,"Motacilla alba",90569.1442272689,83907.5085275841,678,628,83907.5085275841,628,83907.5085275841,1,1,133.610682368764,200,"10"
"124","Birds_Atlas_Czechia",1,"1",0.015625,"Motacilla cinerea",90569.1442272689,83907.5085275841,678,628,74782.1504644692,560,74782.1504644692,0.891245036073082,0.89171974522293,133.539554400838,200,"10"
"125","Birds_Atlas_Czechia",2,"1",0.015625,"Motacilla cinerea",90569.1442272689,83907.5085275841,678,628,78934.3499193226,591,78934.3499193226,0.940730469828852,0.941082802547771,133.560659761967,200,"10"
"126","Birds_Atlas_Czechia",1,"1",0.015625,"Muscicapa striata",90569.1442272689,83907.5085275841,678,628,74175.4017964876,555,74175.4017964876,0.884013875493668,0.883757961783439,133.649372606284,200,"10"
"127","Birds_Atlas_Czechia",2,"1",0.015625,"Muscicapa striata",90569.1442272689,83907.5085275841,678,628,77799.2295195599,582,77799.2295195599,0.9272022359475,0.926751592356688,133.675652095464,200,"10"
"128","Birds_Atlas_Czechia",2,"1",0.015625,"Nucifraga caryocatactes",90569.1442272689,83907.5085275841,678,628,45272.3874029134,339,45272.3874029134,0.539551086635237,0.539808917197452,133.54686549532,200,"10"
"129","Birds_Atlas_Czechia",1,"1",0.015625,"Parus ater",90569.1442272689,83907.5085275841,678,628,77877.3331873732,583,77877.3331873732,0.928133066443887,0.928343949044586,133.580331367707,200,"10"
"130","Birds_Atlas_Czechia",2,"1",0.015625,"Parus ater",90569.1442272689,83907.5085275841,678,628,79355.2250956358,594,79355.2250956358,0.945746411592572,0.945859872611465,133.594655043158,200,"10"
