"","verbatim_name","dataset","log_R2_1","tp1_AOO_1","tp2_AOO_1"
"140","Athene noctua","Birds_Atlas_Czechia",-0.935923199134716,57212.9468585862,22440.2678603893
"141","Athene noctua","Birds_atlas_EBBA",-0.0149932538137624,4411505.46460953,4345856.02266621
"142","Aythya affinis","Birds_Atlas_New_York",-0.406363843874837,75.0191555052264,49.9678422635828
"143","Aythya americana","Birds_Atlas_New_York",0.558933256190958,200.12284670414,349.976030445022
"144","Aythya collaris","Birds_Atlas_New_York",0.724511546951528,1175.80955430313,2426.54501158182
"145","Aythya ferina","Birds_Atlas_Czechia",-0.090567225121803,51874.6040612137,47382.9339606167
"146","Aythya ferina","Birds_atlas_EBBA",0.105774913055468,3196216.91312002,3552824.10173836
"147","Aythya ferina","Birds_atlas_Japan",-0.947020173486538,5265.20191140126,2042.34635535854
"148","Aythya fuligula","Birds_Atlas_Czechia",0.0180277355220128,58944.919931912,60017.199706213
"149","Aythya fuligula","Birds_atlas_EBBA",0.0191636534373338,3813153.38885879,3886932.01502517
"150","Aythya fuligula","Birds_atlas_Japan",-0.338477006191155,6414.42026836427,4572.55265378101
"151","Aythya marila","Birds_atlas_EBBA",-0.256465815151665,599967.31016187,464243.572635025
"152","Aythya nyroca","Birds_Atlas_Czechia",-0.80144322671186,2410.38357952513,1081.49319018748
"153","Aythya nyroca","Birds_atlas_EBBA",0.190352068432931,779705.068678702,943190.049585381
"154","Aythya valisineria","Birds_Atlas_New_York",1.841480781848e-05,25.0080431729828,25.008503695532
"155","Baeolophus bicolor","Birds_Atlas_New_York",0.694946239319883,38937.0888902882,78014.40410216
"156","Bambusicola thoracicus","Birds_atlas_Japan",-0.137361496477609,124151.281440074,108217.093781933
"157","Bartramia longicauda","Birds_Atlas_New_York",-1.05940138545752,11902.7950895983,4126.26181913691
"158","Bombycilla cedrorum","Birds_Atlas_New_York",0.0205447065668974,122884.231984863,125434.964782924
"159","Bombycilla garrulus","Birds_atlas_EBBA",0.666130681279096,397422.144650375,773657.859348699
"160","Bonasa bonasia","Birds_Atlas_Czechia",0.0270717580622805,9167.11723351251,9418.67693162609
"161","Bonasa bonasia","Birds_atlas_EBBA",-0.0629182122231046,2223293.70094281,2087717.853414
"162","Bonasa umbellus","Birds_Atlas_New_York",-0.203010923827402,78808.2317791902,64328.7421266651
"163","Botaurus lentiginosus","Birds_Atlas_New_York",-0.110700838595243,13356.0353879439,11956.4099621572
"164","Botaurus stellaris","Birds_Atlas_Czechia",0.362359884255505,6146.50429651586,8830.78045446214
"165","Botaurus stellaris","Birds_atlas_EBBA",0.277739665452783,2160669.5061699,2852391.5868882
"166","Branta bernicla","Birds_atlas_EBBA",0.342985234948946,39260.5506465729,55323.9246805788
"167","Branta canadensis","Birds_atlas_EBBA",0.558957295938981,1105657.79152906,1933627.43767028
"168","Branta canadensis","Birds_Atlas_New_York",1.32058707959118,26457.0952990747,99098.2175894782
"169","Branta leucopsis","Birds_atlas_EBBA",1.65005819163119,186860.371684869,973034.806697603
"170","Bubo bubo","Birds_Atlas_Czechia",0.00954363795819299,52523.9060223849,53027.5747587652
"171","Bubo bubo","Birds_atlas_EBBA",0.172261181305595,3000069.05267839,3564046.25267932
"172","Bubo scandiacus","Birds_atlas_EBBA",-0.993358380617388,147694.371943468,54695.7879404257
"173","Bubo virginianus","Birds_Atlas_New_York",-0.193479093482556,49187.5418064325,40534.8169522663
"174","Bubulcus ibis","Birds_atlas_EBBA",1.59496478254659,176930.079229734,871938.94519033
"175","Bubulcus ibis","Birds_atlas_Japan",-0.995091980592124,44505.3379390052,16453.1534030116
