"","verbatim_name","global_moran","x_intercept","tp","dataset","mean_area","mean_area_cropped","increment","mean_cellside","increment2"
"1","Accipiter gentilis",0.0482046423451794,111.821126758144,1,"Birds_Atlas_Czechia",133.610682368764,124.633850425396,15,11.5590087104719,17.3385130657078
"2","Agelaius phoeniceus",0.201195971823063,125.801154202849,1,"Birds_Atlas_New_York",25.0069316195643,23.8410454418147,7.5,5.00069311391574,7.50103967087361
"3","Accipiter gentilis",0.00435170282813001,154.577205955114,1,"Birds_atlas_Japan",410.000931915394,320.808358692415,30,20.2484797433139,30.3727196149709
"4","Ardea cinerea",0.654704805753822,1457.75336545814,1,"Birds_atlas_EBBA",2573.34816390503,2156.12371157235,75,50.7281791897268,76.0922687845902
