occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,"Anser fabalis","Anser fabalis (Latham, 1787)","2498027","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","Anser fabalis","Anser fabalis","(Latham, 1787) ","2498027",
,"Agelaius assimilis","Agelaius assimilis Lembeye, 1850","2484446","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius assimilis","Agelaius assimilis","Lembeye, 1850","2484446",
,"Ailuroedus buccoides","Ailuroedus buccoides (Temminck, 1836)","2494795","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","Ailuroedus","Ailuroedus buccoides","Ailuroedus buccoides","(Temminck, 1836) ","2494795",
,"Arremonops tocuyensis","Arremonops tocuyensis Todd, 1912","2491041","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Arremonops","Arremonops tocuyensis","Arremonops tocuyensis","Todd, 1912","2491041",
,"Terenura maculata","Terenura maculata (Wied-Neuwied, 1831)","2490012","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Thamnophilidae","Terenura","Terenura maculata","Terenura maculata","(Wied-Neuwied, 1831) ","2490012",
,"Aimophila notosticta","Aimophila notosticta (P.L.Sclater & Salvin, 1868)","2491917","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","Aimophila notosticta","Aimophila notosticta","(P.L.Sclater & Salvin, 1868) ","2491917",
,"Aimophila rufescens","Aimophila rufescens (Swainson, 1827)","2491937","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","Aimophila rufescens","Aimophila rufescens","(Swainson, 1827) ","2491937",
,"Amandava amandava","Amandava amandava (Linnaeus, 1758)","2493698","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Amandava","Amandava amandava","Amandava amandava","(Linnaeus, 1758) ","2493698",
,"Alaemon hamertoni","Alaemon hamertoni Witherby, 1905","2490660","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Alaemon","Alaemon hamertoni","Alaemon hamertoni","Witherby, 1905","2490660",
,"Alcippe grotei","Alcippe grotei Delacour, 1936","7341267","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Pellorneidae","Alcippe","Alcippe grotei","Alcippe grotei","Delacour, 1936","7341267",
,"Amblyornis flavifrons","Amblyornis flavifrons Rothschild, 1895","2494840","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","Amblyornis","Amblyornis flavifrons","Amblyornis flavifrons","Rothschild, 1895","2494840",
,"Alophoixus phaeocephalus","Alophoixus phaeocephalus (Hartlaub, 1844)","2486196","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Alophoixus","Alophoixus phaeocephalus","Alophoixus phaeocephalus","(Hartlaub, 1844) ","2486196",
,"Amadina erythrocephala","Amadina erythrocephala (Linnaeus, 1758)","2493708","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Amadina","Amadina erythrocephala","Amadina erythrocephala","(Linnaeus, 1758) ","2493708",
,"Clytorhynchus pachycephaloides","Clytorhynchus pachycephaloides Elliot, 1870","2486631","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Clytorhynchus","Clytorhynchus pachycephaloides","Clytorhynchus pachycephaloides","Elliot, 1870","2486631",
,"Cyanocitta cristata","Cyanocitta cristata (Linnaeus, 1758)","2482593","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanocitta","Cyanocitta cristata","Cyanocitta cristata","(Linnaeus, 1758) ","2482593",
,"Delichon dasypus","Delichon dasypus (Bonaparte, 1850)","2489220","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Delichon","Delichon dasypus","Delichon dasypus","(Bonaparte, 1850) ","2489220",
,"Amytornis goyderi","Amytornis goyderi (Gould, 1875)","2487554","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Maluridae","Amytornis","Amytornis goyderi","Amytornis goyderi","(Gould, 1875) ","2487554",
,"Amytornis striatus","Amytornis striatus (Gould, 1840)","2487541","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Maluridae","Amytornis","Amytornis striatus","Amytornis striatus","(Gould, 1840) ","2487541",
,"Amblyornis macgregoriae","Amblyornis macgregoriae De Vis, 1890","2494832","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","Amblyornis","Amblyornis macgregoriae","Amblyornis macgregoriae","De Vis, 1890","2494832",
,"Amblyornis subalaris","Amblyornis subalaris Sharpe, 1884","2494843","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","Amblyornis","Amblyornis subalaris","Amblyornis subalaris","Sharpe, 1884","2494843",
,"Ammodramus aurifrons","Ammodramus aurifrons (Spix, 1825)","2491298","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Ammodramus","Ammodramus aurifrons","Ammodramus aurifrons","(Spix, 1825) ","2491298",
,"Ampelion rubrocristatus","Ampelion rubrocristatus (Orbigny & Lafresnaye, 1837)","2486420","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Cotingidae","Ampelion","Ampelion rubrocristatus","Ampelion rubrocristatus","(Orbigny & Lafresnaye, 1837) ","2486420",
,"Ampelion rufaxilla","Ampelion rufaxilla (Tschudi, 1844)","2486417","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Cotingidae","Ampelion","Ampelion rufaxilla","Ampelion rufaxilla","(Tschudi, 1844) ","2486417",
,"Bradypterus seebohmi","Locustellidae","6100825","HIGHERRANK","97","ACCEPTED","FAMILY","Animalia","Chordata","Aves","Passeriformes","Locustellidae",,,"Locustellidae",,"6100825",
,"Atlapetes melanocephalus","Atlapetes melanocephalus (Salvin & Godman, 1880)","2491466","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Atlapetes","Atlapetes melanocephalus","Atlapetes melanocephalus","(Salvin & Godman, 1880) ","2491466",
,"Anabacerthia striaticollis","Anabacerthia striaticollis Lafresnaye, 1841","2485682","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Anabacerthia","Anabacerthia striaticollis","Anabacerthia striaticollis","Lafresnaye, 1841","2485682",
,"Anabazenops fuscus","Anabazenops fuscus (Vieillot, 1816)","2485495","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Anabazenops","Anabazenops fuscus","Anabazenops fuscus","(Vieillot, 1816) ","2485495",
,"Anairetes nigrocristatus","Anairetes nigrocristatus Taczanowski, 1884","2482694","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Anairetes","Anairetes nigrocristatus","Anairetes nigrocristatus","Taczanowski, 1884","2482694",
,"Anairetes parulus","Anairetes parulus (Kittlitz, 1830)","2482688","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Anairetes","Anairetes parulus","Anairetes parulus","(Kittlitz, 1830) ","2482688",
,"Anairetes reguloides","Anairetes reguloides (Orbigny & Lafresnaye, 1837)","2482677","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Anairetes","Anairetes reguloides","Anairetes reguloides","(Orbigny & Lafresnaye, 1837) ","2482677",
,"Ancistrops strigilatus","Ancistrops strigilatus (Spix, 1825)","2485039","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Ancistrops","Ancistrops strigilatus","Ancistrops strigilatus","(Spix, 1825) ","2485039",
,"Anisognathus notabilis","Anisognathus notabilis (P.L.Sclater, 1855)","5230540","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Anisognathus","Anisognathus notabilis","Anisognathus notabilis","(P.L.Sclater, 1855) ","5230540",
,"Anthochaera lunulata","Anthochaera lunulata Gould, 1838","2487148","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","Anthochaera lunulata","Anthochaera lunulata","Gould, 1838","2487148",
,"Anthoscopus minutus","Anthoscopus minutus (Shaw, 1812)","2487393","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Remizidae","Anthoscopus","Anthoscopus minutus","Anthoscopus minutus","(Shaw, 1812) ","2487393",
,"Anthoscopus punctifrons","Anthoscopus punctifrons (Sundevall, 1850)","2487387","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Remizidae","Anthoscopus","Anthoscopus punctifrons","Anthoscopus punctifrons","(Sundevall, 1850) ","2487387",
,"Anthreptes anchietae","Anthreptes anchietae (Bocage, 1878)","2484636","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes anchietae","Anthreptes anchietae","(Bocage, 1878) ","2484636",
,"Anthreptes longuemarei","Anthreptes longuemarei (Lesson, 1831)","2484638","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes longuemarei","Anthreptes longuemarei","(Lesson, 1831) ","2484638",
,"Anthreptes neglectus","Anthreptes neglectus Neumann, 1922","2484645","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes neglectus","Anthreptes neglectus","Neumann, 1922","2484645",
,"Anthreptes orientalis","Anthreptes orientalis Hartlaub, 1880","2484633","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes orientalis","Anthreptes orientalis","Hartlaub, 1880","2484633",
,"Anthreptes simplex","Anthreptes simplex (S.Muller, 1843)","2484635","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes simplex","Anthreptes simplex","(S.Muller, 1843) ","2484635",
,"Anthus melindae","Anthus melindae Shelley, 1900","2490286","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus melindae","Anthus melindae","Shelley, 1900","2490286",
,"Cyanocorax cayanus","Cyanocorax cayanus (Linnaeus, 1766)","2482571","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanocorax","Cyanocorax cayanus","Cyanocorax cayanus","(Linnaeus, 1766) ","2482571",
,"Dendrocincla merula","Dendrocincla merula (Lichtenstein, 1820)","2485965","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Dendrocincla","Dendrocincla merula","Dendrocincla merula","(Lichtenstein, 1820) ","2485965",
,"Anthus chacoensis","Anthus chacoensis Zimmer, 1952","2490253","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus chacoensis","Anthus chacoensis","Zimmer, 1952","2490253",
,"Anthus correndera","Anthus correndera Vieillot, 1818","9286490","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus correndera","Anthus correndera","Vieillot, 1818","9286490",
,"Anthus furcatus","Anthus furcatus Orbigny & Lafresnaye, 1837","2490278","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus furcatus","Anthus furcatus","Orbigny & Lafresnaye, 1837","2490278",
,"Anthus gutturalis","Anthus gutturalis De Vis, 1894","2490242","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus gutturalis","Anthus gutturalis","De Vis, 1894","2490242",
,"Anthus nilghiriensis","Anthus nilghiriensis Sharpe, 1885","2490250","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus nilghiriensis","Anthus nilghiriensis","Sharpe, 1885","2490250",
,"Apalis bamendae","Apalis bamendae Bannerman, 1922","2492706","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Cisticolidae","Apalis","Apalis bamendae","Apalis bamendae","Bannerman, 1922","2492706",
,"Apalis chapini","Apalis chapini Friedmann, 1928","2492708","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Cisticolidae","Apalis","Apalis chapini","Apalis chapini","Friedmann, 1928","2492708",
,"Apalis goslingi","Apalis goslingi Alexander, 1908","2492717","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Cisticolidae","Apalis","Apalis goslingi","Apalis goslingi","Alexander, 1908","2492717",
,"Arachnothera chrysogenys","Arachnothera chrysogenys (Temminck, 1826)","2484658","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Nectariniidae","Arachnothera","Arachnothera chrysogenys","Arachnothera chrysogenys","(Temminck, 1826) ","2484658",
,"Arachnothera crassirostris","Arachnothera crassirostris (Reichenbach, 1853)","2484651","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Nectariniidae","Arachnothera","Arachnothera crassirostris","Arachnothera crassirostris","(Reichenbach, 1853) ","2484651",
,"Dicrurus macrocercus","Dicrurus macrocercus Vieillot, 1817","2493970","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Dicruridae","Dicrurus","Dicrurus macrocercus","Dicrurus macrocercus","Vieillot, 1817","2493970",
,"Apalopteron familiare","Apalopteron familiare (Kittlitz, 1830)","2489415","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Apalopteron","Apalopteron familiare","Apalopteron familiare","(Kittlitz, 1830) ","2489415",
,"Aphanotriccus capitalis","Aphanotriccus capitalis (Salvin, 1865)","2483930","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Aphanotriccus","Aphanotriccus capitalis","Aphanotriccus capitalis","(Salvin, 1865) ","2483930",
,"Calcarius ornatus","Calcarius ornatus (J.K.Townsend, 1837)","2491677","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Calcariidae","Calcarius","Calcarius ornatus","Calcarius ornatus","(J.K.Townsend, 1837) ","2491677",
,"Aphelocephala nigricincta","Aphelocephala nigricincta (North, 1895)","2486543","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Aphelocephala","Aphelocephala nigricincta","Aphelocephala nigricincta","(North, 1895) ","2486543",
,"Aphelocoma wollweberi","Aphelocoma wollweberi Kaup, 1855","9441907","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma","Aphelocoma wollweberi","Aphelocoma wollweberi","Kaup, 1855","9441907",
,"Arachnothera magna","Arachnothera magna (Hodgson, 1836)","2484659","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Nectariniidae","Arachnothera","Arachnothera magna","Arachnothera magna","(Hodgson, 1836) ","2484659",
,"Arachnothera robusta","Arachnothera robusta S.Muller & Schlegel, 1845","2484656","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Nectariniidae","Arachnothera","Arachnothera robusta","Arachnothera robusta","S.Muller & Schlegel, 1845","2484656",
,"Aplonis atrifusca","Aplonis atrifusca (Peale, 1848)","2489030","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis atrifusca","Aplonis atrifusca","(Peale, 1848) ","2489030",
,"Aplonis cinerascens","Aplonis cinerascens Hartlaub & Finsch, 1871","2489022","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis cinerascens","Aplonis cinerascens","Hartlaub & Finsch, 1871","2489022",
,"Aplonis minor","Aplonis minor (Bonaparte, 1850)","2489035","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis minor","Aplonis minor","(Bonaparte, 1850) ","2489035",
,"Aplonis opaca","Aplonis opaca (Kittlitz, 1833)","2489038","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis opaca","Aplonis opaca","(Kittlitz, 1833) ","2489038",
,"Poikilocarbo gaimardi","Poikilocarbo gaimardi (Garnot, 1828)","11042235","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax gaimardi","Poikilocarbo gaimardi","(Garnot, 1828) ","11042235","2481869"
,"Arses insularis","Arses insularis (A.B.Meyer, 1874)","2486666","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Arses","Arses insularis","Arses insularis","(A.B.Meyer, 1874) ","2486666",
,"Arundinicola leucocephala","Arundinicola leucocephala (Linnaeus, 1764)","2482671","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Arundinicola","Arundinicola leucocephala","Arundinicola leucocephala","(Linnaeus, 1764) ","2482671",
,"Asthenes baeri","Asthenes baeri (Berlepsch, 1906)","5230102","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Asthenes","Asthenes baeri","Asthenes baeri","(Berlepsch, 1906) ","5230102",
,"Arses kaupi","Arses kaupi Gould, 1851","2486665","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Arses","Arses kaupi","Arses kaupi","Gould, 1851","2486665",
,"Artamus cyanopterus","Artamus cyanopterus (Latham, 1802)","5230392","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Artamidae","Artamus","Artamus cyanopterus","Artamus cyanopterus","(Latham, 1802) ","5230392",
,"Myzomela jugularis","Myzomela jugularis Peale, 1849","2487238","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Myzomela","Myzomela jugularis","Myzomela jugularis","Peale, 1849","2487238",
,"Artamus maximus","Artamus maximus A.B.Meyer, 1874","5230397","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Artamidae","Artamus","Artamus maximus","Artamus maximus","A.B.Meyer, 1874","5230397",
,"Phylloscopus inornatus","Phylloscopus inornatus (Blyth, 1842)","2493095","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","Phylloscopus inornatus","Phylloscopus inornatus","(Blyth, 1842) ","2493095",
,"Asthenes flammulata","Asthenes flammulata (Jardine, 1850)","5230077","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Asthenes","Asthenes flammulata","Asthenes flammulata","(Jardine, 1850) ","5230077",
,"Asthenes griseomurina","Asthenes griseomurina (P.L.Sclater, 1882)","6088308","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Schizoeaca","Schizoeaca griseomurina","Asthenes griseomurina","(P.L.Sclater, 1882) ","6088308","2485097"
,"Progne tapera","Progne tapera (Linnaeus, 1766)","2489136","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Progne","Progne tapera","Progne tapera","(Linnaeus, 1766) ","2489136",
,"Asthenes humilis","Asthenes humilis (Cabanis, 1873)","5230054","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Asthenes","Asthenes humilis","Asthenes humilis","(Cabanis, 1873) ","5230054",
,"Asthenes moreirae","Asthenes moreirae (Miranda-Ribeiro, 1905)","6088519","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Oreophylax","Oreophylax moreirae","Asthenes moreirae","(Miranda-Ribeiro, 1905) ","6088519","2485998"
,"Asthenes palpebralis","Asthenes palpebralis (Cabanis, 1873)","6088375","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Schizoeaca","Schizoeaca palpebralis","Asthenes palpebralis","(Cabanis, 1873) ","6088375","2485101"
,"Astrapia nigra","Astrapia nigra (Gmelin, 1788)","2494868","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Paradisaeidae","Astrapia","Astrapia nigra","Astrapia nigra","(Gmelin, 1788) ","2494868",
,"Astrapia rothschildi","Astrapia rothschildi Foerster, 1906","2494866","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Paradisaeidae","Astrapia","Astrapia rothschildi","Astrapia rothschildi","Foerster, 1906","2494866",
,"Astrapia splendidissima","Astrapia splendidissima Rothschild, 1895","2494869","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Paradisaeidae","Astrapia","Astrapia splendidissima","Astrapia splendidissima","Rothschild, 1895","2494869",
,"Astrapia stephaniae","Astrapia stephaniae (Finsch & A.B.Meyer, 1885)","2494867","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Paradisaeidae","Astrapia","Astrapia stephaniae","Astrapia stephaniae","(Finsch & A.B.Meyer, 1885) ","2494867",
,"Atlapetes blancae","Atlapetes blancae Donegan, 2007","5788834","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Atlapetes","Atlapetes blancae","Atlapetes blancae","Donegan, 2007","5788834",
,"Atlapetes fulviceps","Atlapetes fulviceps (d'Orbigny & Lafresnaye, 1837)","2491403","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Atlapetes","Atlapetes fulviceps","Atlapetes fulviceps","(d'Orbigny & Lafresnaye, 1837) ","2491403",
,"Promerops cafer","Promerops cafer (Linnaeus, 1758)","5229963","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Promeropidae","Promerops","Promerops cafer","Promerops cafer","(Linnaeus, 1758) ","5229963",
,"Atlapetes pallidinucha","Atlapetes pallidinucha (Boissonneau, 1840)","2491445","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Atlapetes","Atlapetes pallidinucha","Atlapetes pallidinucha","(Boissonneau, 1840) ","2491445",
,"Atlapetes pileatus","Atlapetes pileatus Wagler, 1831","2491389","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Atlapetes","Atlapetes pileatus","Atlapetes pileatus","Wagler, 1831","2491389",
,"Serinus flavivertex","Serinus flavivertex (Blanford, 1869)","7341660","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Serinus","Serinus flavivertex","Serinus flavivertex","(Blanford, 1869) ","7341660",
,"Serinus nigriceps","Serinus nigriceps Rüppell, 1840","5231529","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Serinus","Serinus nigriceps","Serinus nigriceps","Rüppell, 1840","5231529",
,"Atlapetes semirufus","Atlapetes semirufus (Boissonneau, 1840)","2491430","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Atlapetes","Atlapetes semirufus","Atlapetes semirufus","(Boissonneau, 1840) ","2491430",
,"Atticora fasciata","Atticora fasciata (Gmelin, 1789)","5230746","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Atticora","Atticora fasciata","Atticora fasciata","(Gmelin, 1789) ","5230746",
