original_verbatim_name,name_in_data,wordCount,cellID,submitted_name,Birds of the World,eBird/Clements,American Ornithological Society,GBIF,BirdLife
Corvus corone,Corvus corone,2,NA,Corvus corone,Corvus corone,NA,Corvus corone,Corvus corone,Corvus corone
Corvus frugilegus,Corvus frugilegus,2,NA,Corvus frugilegus,Corvus frugilegus,Corvus frugilegus,Corvus frugilegus,Corvus frugilegus,Corvus frugilegus
Corvus monedula,Corvus monedula,2,NA,Corvus monedula,Corvus monedula,Corvus monedula,Corvus monedula,NA,Corvus monedula
Corvus splendens,Corvus splendens,2,NA,Corvus splendens,Corvus splendens,NA,Corvus splendens,Corvus splendens,Corvus splendens
Coturnix coturnix,Coturnix coturnix,2,NA,Coturnix coturnix,Coturnix coturnix,NA,Coturnix coturnix,Coturnix coturnix,Coturnix coturnix
Crex crex,Crex crex,2,NA,Crex crex,Crex crex,Crex crex,Crex crex,Crex crex,Crex crex
Cuculus canorus,Cuculus canorus,2,NA,Cuculus canorus,Cuculus canorus,Cuculus canorus,Cuculus canorus,Cuculus canorus,Cuculus canorus
Cuculus saturatus,Cuculus saturatus,2,NA,Cuculus saturatus,Cuculus saturatus,NA,Cuculus saturatus,Cuculus saturatus,Cuculus saturatus
Cursorius cursor,Cursorius cursor,2,NA,Cursorius cursor,Cursorius cursor,NA,Cursorius cursor,Cursorius cursor,Cursorius cursor
Cyanecula svecica,Cyanecula svecica,2,NA,Cyanecula svecica,NA,Cyanecula svecica,Cyanecula svecica,NA,NA
Cyanistes caeruleus,Cyanistes caeruleus,2,NA,Cyanistes caeruleus,Cyanistes caeruleus,NA,Cyanistes caeruleus,Cyanistes caeruleus,NA
Cyanistes cyanus,Cyanistes cyanus,2,NA,Cyanistes cyanus,Cyanistes cyanus,NA,Cyanistes cyanus,Cyanistes cyanus,NA
Cyanistes teneriffae,Cyanistes teneriffae,2,NA,Cyanistes teneriffae,Cyanistes teneriffae,NA,Cyanistes teneriffae,Cyanistes teneriffae,NA
Cyanopica cooki,Cyanopica cooki,2,NA,Cyanopica cooki,Cyanopica cooki,NA,Cyanopica cooki,Cyanopica cooki,Cyanopica cooki
Cygnus atratus,Cygnus atratus,2,NA,Cygnus atratus,Cygnus atratus,NA,Cygnus atratus,Cygnus atratus,Cygnus atratus
Cygnus columbianus,Cygnus columbianus,2,NA,Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,Cygnus columbianus,Cygnus columbianus
Cygnus cygnus,Cygnus cygnus,2,NA,Cygnus cygnus,Cygnus cygnus,Cygnus cygnus,Cygnus cygnus,Cygnus cygnus,Cygnus cygnus
Cygnus olor,Cygnus olor,2,NA,Cygnus olor,Cygnus olor,Cygnus olor,Cygnus olor,Cygnus olor,Cygnus olor
Delichon urbicum,Delichon urbicum,2,NA,Delichon urbicum,Delichon urbicum,Delichon urbicum,Delichon urbicum,Delichon urbicum,Delichon urbicum
Dendrocopos leucotos,Dendrocopos leucotos,2,NA,Dendrocopos leucotos,Dendrocopos leucotos,NA,Dendrocopos leucotos,Dendrocopos leucotos,Dendrocopos leucotos
Dendrocopos major,Dendrocopos major,2,NA,Dendrocopos major,Dendrocopos major,Dendrocopos major,Dendrocopos major,Dendrocopos major,Dendrocopos major
Dendrocopos syriacus,Dendrocopos syriacus,2,NA,Dendrocopos syriacus,Dendrocopos syriacus,NA,Dendrocopos syriacus,Dendrocopos syriacus,Dendrocopos syriacus
Dryobates minor,Dryobates minor,2,NA,Dryobates minor,Dryobates minor,NA,Dryobates minor,NA,Dryobates minor
Dryocopus martius,Dryocopus martius,2,NA,Dryocopus martius,Dryocopus martius,NA,Dryocopus martius,Dryocopus martius,Dryocopus martius
Egretta garzetta,Egretta garzetta,2,NA,Egretta garzetta,Egretta garzetta,Egretta garzetta,Egretta garzetta,Egretta garzetta,Egretta garzetta
Egretta gularis,Egretta gularis,2,NA,Egretta gularis,Egretta gularis,Egretta gularis,Egretta gularis,Egretta gularis,Egretta gularis
Elanus caeruleus,Elanus caeruleus,2,NA,Elanus caeruleus,Elanus caeruleus,NA,Elanus caeruleus,Elanus caeruleus,Elanus caeruleus
Emberiza aureola,Emberiza aureola,2,NA,Emberiza aureola,Emberiza aureola,Emberiza aureola,Emberiza aureola,Emberiza aureola,Emberiza aureola
Emberiza bruniceps,Emberiza bruniceps,2,NA,Emberiza bruniceps,Emberiza bruniceps,NA,Emberiza bruniceps,Emberiza bruniceps,Emberiza bruniceps
Emberiza buchanani,Emberiza buchanani,2,NA,Emberiza buchanani,Emberiza buchanani,NA,Emberiza buchanani,Emberiza buchanani,Emberiza buchanani
Emberiza caesia,Emberiza caesia,2,NA,Emberiza caesia,Emberiza caesia,NA,Emberiza caesia,Emberiza caesia,Emberiza caesia
Emberiza calandra,Emberiza calandra,2,NA,Emberiza calandra,Emberiza calandra,NA,Emberiza calandra,Emberiza calandra,Emberiza calandra
Emberiza cia,Emberiza cia,2,NA,Emberiza cia,Emberiza cia,NA,Emberiza cia,Emberiza cia,Emberiza cia
Emberiza cineracea,Emberiza cineracea,2,NA,Emberiza cineracea,Emberiza cineracea,NA,Emberiza cineracea,Emberiza cineracea,Emberiza cineracea
Emberiza cirlus,Emberiza cirlus,2,NA,Emberiza cirlus,Emberiza cirlus,NA,Emberiza cirlus,Emberiza cirlus,Emberiza cirlus
Emberiza citrinella,Emberiza citrinella,2,NA,Emberiza citrinella,Emberiza citrinella,NA,Emberiza citrinella,Emberiza citrinella,Emberiza citrinella
Emberiza hortulana,Emberiza hortulana,2,NA,Emberiza hortulana,Emberiza hortulana,NA,Emberiza hortulana,Emberiza hortulana,Emberiza hortulana
Emberiza leucocephalos,Emberiza leucocephalos,2,NA,Emberiza leucocephalos,Emberiza leucocephalos,Emberiza leucocephalos,Emberiza leucocephalos,Emberiza leucocephalos,Emberiza leucocephalos
Emberiza melanocephala,Emberiza melanocephala,2,NA,Emberiza melanocephala,Emberiza melanocephala,NA,Emberiza melanocephala,Emberiza melanocephala,Emberiza melanocephala
Emberiza pallasi,Emberiza pallasi,2,NA,Emberiza pallasi,Emberiza pallasi,Emberiza pallasi,Emberiza pallasi,Emberiza pallasi,Emberiza pallasi
Emberiza pusilla,Emberiza pusilla,2,NA,Emberiza pusilla,Emberiza pusilla,Emberiza pusilla,Emberiza pusilla,Emberiza pusilla,Emberiza pusilla
Emberiza rustica,Emberiza rustica,2,NA,Emberiza rustica,Emberiza rustica,Emberiza rustica,Emberiza rustica,Emberiza rustica,Emberiza rustica
Emberiza schoeniclus,Emberiza schoeniclus,2,NA,Emberiza schoeniclus,Emberiza schoeniclus,Emberiza schoeniclus,Emberiza schoeniclus,Emberiza schoeniclus,Emberiza schoeniclus
Eremophila alpestris,Eremophila alpestris,2,NA,Eremophila alpestris,Eremophila alpestris,Eremophila alpestris,Eremophila alpestris,Eremophila alpestris,Eremophila alpestris
Erithacus rubecula,Erithacus rubecula,2,NA,Erithacus rubecula,Erithacus rubecula,Erithacus rubecula,Erithacus rubecula,Erithacus rubecula,Erithacus rubecula
Estrilda astrild,Estrilda astrild,2,NA,Estrilda astrild,Estrilda astrild,Estrilda astrild,Estrilda astrild,Estrilda astrild,Estrilda astrild
Estrilda melpoda,Estrilda melpoda,2,NA,Estrilda melpoda,Estrilda melpoda,Estrilda melpoda,Estrilda melpoda,Estrilda melpoda,Estrilda melpoda
Estrilda troglodytes,Estrilda troglodytes,2,NA,Estrilda troglodytes,Estrilda troglodytes,Estrilda troglodytes,Estrilda troglodytes,Estrilda troglodytes,Estrilda troglodytes
Eudromias morinellus,Eudromias morinellus,2,NA,Eudromias morinellus,NA,NA,Eudromias morinellus,NA,Eudromias morinellus
Euodice malabarica,Euodice malabarica,2,NA,Euodice malabarica,Euodice malabarica,Euodice malabarica,Euodice malabarica,Euodice malabarica,Euodice malabarica
Euplectes afer,Euplectes afer,2,NA,Euplectes afer,Euplectes afer,Euplectes afer,Euplectes afer,Euplectes afer,Euplectes afer
Falco biarmicus,Falco biarmicus,2,NA,Falco biarmicus,Falco biarmicus,NA,Falco biarmicus,Falco biarmicus,Falco biarmicus
Falco cherrug,Falco cherrug,2,NA,Falco cherrug,Falco cherrug,NA,Falco cherrug,Falco cherrug,Falco cherrug
Falco columbarius,Falco columbarius,2,NA,Falco columbarius,Falco columbarius,Falco columbarius,Falco columbarius,Falco columbarius,Falco columbarius
Falco eleonorae,Falco eleonorae,2,NA,Falco eleonorae,Falco eleonorae,NA,Falco eleonorae,Falco eleonorae,Falco eleonorae
Falco naumanni,Falco naumanni,2,NA,Falco naumanni,Falco naumanni,NA,Falco naumanni,Falco naumanni,Falco naumanni
Falco peregrinus,Falco peregrinus,2,NA,Falco peregrinus,Falco peregrinus,Falco peregrinus,Falco peregrinus,Falco peregrinus,Falco peregrinus
Falco rusticolus,Falco rusticolus,2,NA,Falco rusticolus,Falco rusticolus,Falco rusticolus,Falco rusticolus,Falco rusticolus,Falco rusticolus
Falco subbuteo,Falco subbuteo,2,NA,Falco subbuteo,Falco subbuteo,Falco subbuteo,Falco subbuteo,Falco subbuteo,Falco subbuteo
Falco tinnunculus,Falco tinnunculus,2,NA,Falco tinnunculus,Falco tinnunculus,Falco tinnunculus,Falco tinnunculus,Falco tinnunculus,Falco tinnunculus
Falco vespertinus,Falco vespertinus,2,NA,Falco vespertinus,Falco vespertinus,Falco vespertinus,Falco vespertinus,Falco vespertinus,Falco vespertinus
Ficedula albicollis,Ficedula albicollis,2,NA,Ficedula albicollis,Ficedula albicollis,NA,Ficedula albicollis,Ficedula albicollis,Ficedula albicollis
Ficedula hypoleuca,Ficedula hypoleuca,2,NA,Ficedula hypoleuca,Ficedula hypoleuca,NA,Ficedula hypoleuca,Ficedula hypoleuca,Ficedula hypoleuca
Ficedula parva,Ficedula parva,2,NA,Ficedula parva,Ficedula parva,NA,Ficedula parva,Ficedula parva,Ficedula parva
Ficedula semitorquata,Ficedula semitorquata,2,NA,Ficedula semitorquata,Ficedula semitorquata,NA,Ficedula semitorquata,Ficedula semitorquata,Ficedula semitorquata
Francolinus francolinus,Francolinus francolinus,2,NA,Francolinus francolinus,Francolinus francolinus,Francolinus francolinus,Francolinus francolinus,Francolinus francolinus,Francolinus francolinus
Fratercula arctica,Fratercula arctica,2,NA,Fratercula arctica,Fratercula arctica,Fratercula arctica,Fratercula arctica,Fratercula arctica,Fratercula arctica
Fringilla coelebs,Fringilla coelebs,2,NA,Fringilla coelebs,Fringilla coelebs,Fringilla coelebs,Fringilla coelebs,Fringilla coelebs,Fringilla coelebs
Fringilla montifringilla,Fringilla montifringilla,2,NA,Fringilla montifringilla,Fringilla montifringilla,Fringilla montifringilla,Fringilla montifringilla,Fringilla montifringilla,Fringilla montifringilla
Fringilla polatzeki,Fringilla polatzeki,2,NA,Fringilla polatzeki,Fringilla polatzeki,NA,Fringilla polatzeki,NA,NA
Fringilla teydea,Fringilla teydea,2,NA,Fringilla teydea,Fringilla teydea,NA,Fringilla teydea,Fringilla teydea,Fringilla teydea
Fulica atra,Fulica atra,2,NA,Fulica atra,Fulica atra,Fulica atra,Fulica atra,Fulica atra,Fulica atra
Fulica cristata,Fulica cristata,2,NA,Fulica cristata,Fulica cristata,NA,Fulica cristata,Fulica cristata,Fulica cristata
Fulmarus glacialis,Fulmarus glacialis,2,NA,Fulmarus glacialis,Fulmarus glacialis,Fulmarus glacialis,Fulmarus glacialis,Fulmarus glacialis,Fulmarus glacialis
Galerida cristata,Galerida cristata,2,NA,Galerida cristata,Galerida cristata,NA,Galerida cristata,Galerida cristata,Galerida cristata
Galerida theklae,Galerida theklae,2,NA,Galerida theklae,Galerida theklae,NA,Galerida theklae,Galerida theklae,Galerida theklae
Gallinago gallinago,Gallinago gallinago,2,NA,Gallinago gallinago,Gallinago gallinago,Gallinago gallinago,Gallinago gallinago,Gallinago gallinago,Gallinago gallinago
Gallinago media,Gallinago media,2,NA,Gallinago media,Gallinago media,NA,Gallinago media,Gallinago media,Gallinago media
Gallinago megala,Gallinago megala,2,NA,Gallinago megala,Gallinago megala,NA,Gallinago megala,Gallinago megala,Gallinago megala
Gallinago stenura,Gallinago stenura,2,NA,Gallinago stenura,Gallinago stenura,Gallinago stenura,Gallinago stenura,Gallinago stenura,Gallinago stenura
Gallinula chloropus,Gallinula chloropus,2,NA,Gallinula chloropus,Gallinula chloropus,Gallinula chloropus,Gallinula chloropus,Gallinula chloropus,Gallinula chloropus
Gallus gallus,Gallus gallus,2,NA,Gallus gallus,Gallus gallus,Gallus gallus,Gallus gallus,Gallus gallus,Gallus gallus
Garrulus glandarius,Garrulus glandarius,2,NA,Garrulus glandarius,Garrulus glandarius,NA,Garrulus glandarius,Garrulus glandarius,Garrulus glandarius
Gavia adamsii,Gavia adamsii,2,NA,Gavia adamsii,Gavia adamsii,Gavia adamsii,Gavia adamsii,Gavia adamsii,Gavia adamsii
Gavia arctica,Gavia arctica,2,NA,Gavia arctica,Gavia arctica,Gavia arctica,Gavia arctica,Gavia arctica,Gavia arctica
Gavia immer,Gavia immer,2,NA,Gavia immer,Gavia immer,Gavia immer,Gavia immer,Gavia immer,Gavia immer
Gavia stellata,Gavia stellata,2,NA,Gavia stellata,Gavia stellata,Gavia stellata,Gavia stellata,Gavia stellata,Gavia stellata
Gelochelidon nilotica,Gelochelidon nilotica,2,NA,Gelochelidon nilotica,Gelochelidon nilotica,Gelochelidon nilotica,Gelochelidon nilotica,Gelochelidon nilotica,Gelochelidon nilotica
Geronticus eremita,Geronticus eremita,2,NA,Geronticus eremita,Geronticus eremita,NA,Geronticus eremita,Geronticus eremita,Geronticus eremita
Glareola nordmanni,Glareola nordmanni,2,NA,Glareola nordmanni,Glareola nordmanni,NA,Glareola nordmanni,Glareola nordmanni,Glareola nordmanni
Glareola pratincola,Glareola pratincola,2,NA,Glareola pratincola,Glareola pratincola,Glareola pratincola,Glareola pratincola,Glareola pratincola,Glareola pratincola
Glaucidium passerinum,Glaucidium passerinum,2,NA,Glaucidium passerinum,Glaucidium passerinum,NA,Glaucidium passerinum,Glaucidium passerinum,Glaucidium passerinum
Grus grus,Grus grus,2,NA,Grus grus,Grus grus,Grus grus,Grus grus,Grus grus,Grus grus
Gulosus aristotelis,Gulosus aristotelis,2,NA,Gulosus aristotelis,Gulosus aristotelis,NA,Gulosus aristotelis,NA,NA
Gymnoris xanthocollis,Gymnoris xanthocollis,2,NA,Gymnoris xanthocollis,Gymnoris xanthocollis,NA,Gymnoris xanthocollis,Gymnoris xanthocollis,NA
Gypaetus barbatus,Gypaetus barbatus,2,NA,Gypaetus barbatus,Gypaetus barbatus,NA,Gypaetus barbatus,Gypaetus barbatus,Gypaetus barbatus
Gyps fulvus,Gyps fulvus,2,NA,Gyps fulvus,Gyps fulvus,NA,Gyps fulvus,Gyps fulvus,Gyps fulvus
Haematopus ostralegus,Haematopus ostralegus,2,NA,Haematopus ostralegus,Haematopus ostralegus,Haematopus ostralegus,Haematopus ostralegus,Haematopus ostralegus,Haematopus ostralegus
Halcyon smyrnensis,Halcyon smyrnensis,2,NA,Halcyon smyrnensis,Halcyon smyrnensis,NA,Halcyon smyrnensis,Halcyon smyrnensis,Halcyon smyrnensis
Haliaeetus albicilla,Haliaeetus albicilla,2,NA,Haliaeetus albicilla,Haliaeetus albicilla,Haliaeetus albicilla,Haliaeetus albicilla,Haliaeetus albicilla,Haliaeetus albicilla
Hieraaetus pennatus,Hieraaetus pennatus,2,NA,Hieraaetus pennatus,Hieraaetus pennatus,NA,Hieraaetus pennatus,Hieraaetus pennatus,Hieraaetus pennatus
Himantopus himantopus,Himantopus himantopus,2,NA,Himantopus himantopus,Himantopus himantopus,Himantopus himantopus,Himantopus himantopus,Himantopus himantopus,Himantopus himantopus
Hippolais icterina,Hippolais icterina,2,NA,Hippolais icterina,Hippolais icterina,NA,Hippolais icterina,Hippolais icterina,Hippolais icterina
Hippolais languida,Hippolais languida,2,NA,Hippolais languida,Hippolais languida,NA,Hippolais languida,Hippolais languida,Hippolais languida
Hippolais olivetorum,Hippolais olivetorum,2,NA,Hippolais olivetorum,Hippolais olivetorum,NA,Hippolais olivetorum,Hippolais olivetorum,Hippolais olivetorum
Hippolais polyglotta,Hippolais polyglotta,2,NA,Hippolais polyglotta,Hippolais polyglotta,NA,Hippolais polyglotta,Hippolais polyglotta,Hippolais polyglotta
Hirundo rustica,Hirundo rustica,2,NA,Hirundo rustica,Hirundo rustica,Hirundo rustica,Hirundo rustica,Hirundo rustica,Hirundo rustica
Histrionicus histrionicus,Histrionicus histrionicus,2,NA,Histrionicus histrionicus,Histrionicus histrionicus,Histrionicus histrionicus,Histrionicus histrionicus,Histrionicus histrionicus,Histrionicus histrionicus
Hydrobates castro,Hydrobates castro,2,NA,Hydrobates castro,Hydrobates castro,Hydrobates castro,Hydrobates castro,NA,Hydrobates castro
Hydrobates leucorhous,Hydrobates leucorhous,2,NA,Hydrobates leucorhous,Hydrobates leucorhous,Hydrobates leucorhous,Hydrobates leucorhous,NA,Hydrobates leucorhous
Hydrobates monorhis,Hydrobates monorhis,2,NA,Hydrobates monorhis,Hydrobates monorhis,Hydrobates monorhis,Hydrobates monorhis,NA,Hydrobates monorhis
Hydrobates monteiroi,Hydrobates monteiroi,2,NA,Hydrobates monteiroi,Hydrobates monteiroi,NA,Hydrobates monteiroi,NA,Hydrobates monteiroi
Hydrobates pelagicus,Hydrobates pelagicus,2,NA,Hydrobates pelagicus,Hydrobates pelagicus,Hydrobates pelagicus,Hydrobates pelagicus,Hydrobates pelagicus,Hydrobates pelagicus
Hydrocoloeus minutus,Hydrocoloeus minutus,2,NA,Hydrocoloeus minutus,Hydrocoloeus minutus,Hydrocoloeus minutus,Hydrocoloeus minutus,Hydrocoloeus minutus,Hydrocoloeus minutus
Hydroprogne caspia,Hydroprogne caspia,2,NA,Hydroprogne caspia,Hydroprogne caspia,Hydroprogne caspia,Hydroprogne caspia,Hydroprogne caspia,Hydroprogne caspia
Iduna caligata,Iduna caligata,2,NA,Iduna caligata,Iduna caligata,NA,Iduna caligata,Iduna caligata,NA
Iduna opaca,Iduna opaca,2,NA,Iduna opaca,Iduna opaca,NA,Iduna opaca,Iduna opaca,NA
Iduna pallida,Iduna pallida,2,NA,Iduna pallida,Iduna pallida,NA,Iduna pallida,Iduna pallida,NA
Iduna rama,Iduna rama,2,NA,Iduna rama,Iduna rama,NA,Iduna rama,Iduna rama,NA
Irania gutturalis,Irania gutturalis,2,NA,Irania gutturalis,Irania gutturalis,NA,Irania gutturalis,Irania gutturalis,Irania gutturalis
Ixobrychus minutus,Ixobrychus minutus,2,NA,Ixobrychus minutus,Ixobrychus minutus,Ixobrychus minutus,Ixobrychus minutus,Ixobrychus minutus,Ixobrychus minutus
Jynx torquilla,Jynx torquilla,2,NA,Jynx torquilla,Jynx torquilla,Jynx torquilla,Jynx torquilla,Jynx torquilla,Jynx torquilla
Ketupa zeylonensis,Ketupa zeylonensis,2,NA,Ketupa zeylonensis,Ketupa zeylonensis,NA,Ketupa zeylonensis,Ketupa zeylonensis,Ketupa zeylonensis
Lagopus lagopus,Lagopus lagopus,2,NA,Lagopus lagopus,Lagopus lagopus,Lagopus lagopus,Lagopus lagopus,Lagopus lagopus,Lagopus lagopus
Lagopus muta,Lagopus muta,2,NA,Lagopus muta,Lagopus muta,Lagopus muta,Lagopus muta,Lagopus muta,Lagopus muta
Lanius collurio,Lanius collurio,2,NA,Lanius collurio,Lanius collurio,NA,Lanius collurio,Lanius collurio,Lanius collurio
Lanius excubitor,Lanius excubitor,2,NA,Lanius excubitor,Lanius excubitor,NA,Lanius excubitor,Lanius excubitor,Lanius excubitor
Lanius meridionalis,Lanius meridionalis,2,NA,Lanius meridionalis,Lanius meridionalis,NA,Lanius meridionalis,Lanius meridionalis,Lanius meridionalis
Lanius minor,Lanius minor,2,NA,Lanius minor,Lanius minor,NA,Lanius minor,Lanius minor,Lanius minor
Lanius nubicus,Lanius nubicus,2,NA,Lanius nubicus,Lanius nubicus,NA,Lanius nubicus,Lanius nubicus,Lanius nubicus
Lanius phoenicuroides,Lanius phoenicuroides,2,NA,Lanius phoenicuroides,Lanius phoenicuroides,NA,Lanius phoenicuroides,Lanius phoenicuroides,NA
Lanius schach,Lanius schach,2,NA,Lanius schach,Lanius schach,NA,Lanius schach,Lanius schach,Lanius schach
Lanius senator,Lanius senator,2,NA,Lanius senator,Lanius senator,NA,Lanius senator,Lanius senator,Lanius senator
Larus argentatus,Larus argentatus,2,NA,Larus argentatus,Larus argentatus,Larus argentatus,Larus argentatus,Larus argentatus,Larus argentatus
Larus armenicus,Larus armenicus,2,NA,Larus armenicus,Larus armenicus,NA,Larus armenicus,Larus armenicus,Larus armenicus
Larus audouinii,Larus audouinii,2,NA,Larus audouinii,NA,NA,Larus audouinii,NA,Larus audouinii
Larus cachinnans,Larus cachinnans,2,NA,Larus cachinnans,Larus cachinnans,NA,Larus cachinnans,Larus cachinnans,Larus cachinnans
Larus canus,Larus canus,2,NA,Larus canus,Larus canus,Larus canus,Larus canus,Larus canus,Larus canus
Larus delawarensis,Larus delawarensis,2,NA,Larus delawarensis,Larus delawarensis,Larus delawarensis,Larus delawarensis,Larus delawarensis,Larus delawarensis
Larus fuscus,Larus fuscus,2,NA,Larus fuscus,Larus fuscus,Larus fuscus,Larus fuscus,Larus fuscus,Larus fuscus
Larus genei,Larus genei,2,NA,Larus genei,NA,NA,Larus genei,NA,Larus genei
Larus glaucoides,Larus glaucoides,2,NA,Larus glaucoides,Larus glaucoides,Larus glaucoides,Larus glaucoides,Larus glaucoides,Larus glaucoides
Larus hyperboreus,Larus hyperboreus,2,NA,Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,Larus hyperboreus
Larus ichthyaetus,Larus ichthyaetus,2,NA,Larus ichthyaetus,NA,NA,Larus ichthyaetus,NA,Larus ichthyaetus
Larus marinus,Larus marinus,2,NA,Larus marinus,Larus marinus,Larus marinus,Larus marinus,Larus marinus,Larus marinus
Larus melanocephalus,Larus melanocephalus,2,NA,Larus melanocephalus,NA,NA,Larus melanocephalus,NA,Larus melanocephalus
Larus michahellis,Larus michahellis,2,NA,Larus michahellis,Larus michahellis,Larus michahellis,Larus michahellis,Larus michahellis,Larus michahellis
Larus philadelphia,Larus philadelphia,2,NA,Larus philadelphia,NA,NA,Larus philadelphia,NA,Larus philadelphia
Larus ridibundus,Larus ridibundus,2,NA,Larus ridibundus,NA,NA,Larus ridibundus,NA,Larus ridibundus
Leiopicus medius,Leiopicus medius,2,NA,Leiopicus medius,NA,NA,Leiopicus medius,NA,Leiopicus medius
Leiothrix lutea,Leiothrix lutea,2,NA,Leiothrix lutea,Leiothrix lutea,Leiothrix lutea,Leiothrix lutea,Leiothrix lutea,Leiothrix lutea
Limosa lapponica,Limosa lapponica,2,NA,Limosa lapponica,Limosa lapponica,Limosa lapponica,Limosa lapponica,Limosa lapponica,Limosa lapponica
Limosa limosa,Limosa limosa,2,NA,Limosa limosa,Limosa limosa,Limosa limosa,Limosa limosa,Limosa limosa,Limosa limosa
Linaria cannabina,Linaria cannabina,2,NA,Linaria cannabina,Linaria cannabina,NA,Linaria cannabina,NA,NA
Linaria flavirostris,Linaria flavirostris,2,NA,Linaria flavirostris,Linaria flavirostris,NA,Linaria flavirostris,NA,NA
Locustella fluviatilis,Locustella fluviatilis,2,NA,Locustella fluviatilis,Locustella fluviatilis,Locustella fluviatilis,Locustella fluviatilis,Locustella fluviatilis,Locustella fluviatilis
Locustella lanceolata,Locustella lanceolata,2,NA,Locustella lanceolata,Locustella lanceolata,Locustella lanceolata,Locustella lanceolata,Locustella lanceolata,Locustella lanceolata
Locustella luscinioides,Locustella luscinioides,2,NA,Locustella luscinioides,Locustella luscinioides,NA,Locustella luscinioides,Locustella luscinioides,Locustella luscinioides
Locustella naevia,Locustella naevia,2,NA,Locustella naevia,Locustella naevia,NA,Locustella naevia,Locustella naevia,Locustella naevia
Lonchura punctulata,Lonchura punctulata,2,NA,Lonchura punctulata,Lonchura punctulata,Lonchura punctulata,Lonchura punctulata,Lonchura punctulata,Lonchura punctulata
Lophophanes cristatus,Lophophanes cristatus,2,NA,Lophophanes cristatus,Lophophanes cristatus,NA,Lophophanes cristatus,Lophophanes cristatus,NA
Loxia curvirostra,Loxia curvirostra,2,NA,Loxia curvirostra,Loxia curvirostra,Loxia curvirostra,Loxia curvirostra,Loxia curvirostra,Loxia curvirostra
Loxia leucoptera,Loxia leucoptera,2,NA,Loxia leucoptera,Loxia leucoptera,Loxia leucoptera,Loxia leucoptera,Loxia leucoptera,Loxia leucoptera
Loxia pytyopsittacus,Loxia pytyopsittacus,2,NA,Loxia pytyopsittacus,Loxia pytyopsittacus,NA,Loxia pytyopsittacus,Loxia pytyopsittacus,Loxia pytyopsittacus
Loxia scotica,Loxia scotica,2,NA,Loxia scotica,Loxia scotica,NA,Loxia scotica,Loxia scotica,Loxia scotica
Lullula arborea,Lullula arborea,2,NA,Lullula arborea,Lullula arborea,NA,Lullula arborea,Lullula arborea,Lullula arborea
Luscinia luscinia,Luscinia luscinia,2,NA,Luscinia luscinia,Luscinia luscinia,NA,Luscinia luscinia,Luscinia luscinia,Luscinia luscinia
Luscinia megarhynchos,Luscinia megarhynchos,2,NA,Luscinia megarhynchos,Luscinia megarhynchos,NA,Luscinia megarhynchos,Luscinia megarhynchos,Luscinia megarhynchos
Lymnocryptes minimus,Lymnocryptes minimus,2,NA,Lymnocryptes minimus,Lymnocryptes minimus,Lymnocryptes minimus,Lymnocryptes minimus,Lymnocryptes minimus,Lymnocryptes minimus
Lyrurus mlokosiewiczi,Lyrurus mlokosiewiczi,2,NA,Lyrurus mlokosiewiczi,Lyrurus mlokosiewiczi,NA,Lyrurus mlokosiewiczi,Lyrurus mlokosiewiczi,Lyrurus mlokosiewiczi
Lyrurus tetrix,Lyrurus tetrix,2,NA,Lyrurus tetrix,Lyrurus tetrix,NA,Lyrurus tetrix,Lyrurus tetrix,Lyrurus tetrix
Mareca penelope,Mareca penelope,2,NA,Mareca penelope,Mareca penelope,Mareca penelope,Mareca penelope,NA,Mareca penelope
Mareca strepera,Mareca strepera,2,NA,Mareca strepera,Mareca strepera,Mareca strepera,Mareca strepera,NA,Mareca strepera
Marmaronetta angustirostris,Marmaronetta angustirostris,2,NA,Marmaronetta angustirostris,Marmaronetta angustirostris,NA,Marmaronetta angustirostris,Marmaronetta angustirostris,Marmaronetta angustirostris
Melanitta fusca,Melanitta fusca,2,NA,Melanitta fusca,Melanitta fusca,Melanitta fusca,Melanitta fusca,Melanitta fusca,Melanitta fusca
Melanitta nigra,Melanitta nigra,2,NA,Melanitta nigra,Melanitta nigra,Melanitta nigra,Melanitta nigra,Melanitta nigra,Melanitta nigra
Melanocorypha bimaculata,Melanocorypha bimaculata,2,NA,Melanocorypha bimaculata,Melanocorypha bimaculata,NA,Melanocorypha bimaculata,Melanocorypha bimaculata,Melanocorypha bimaculata
Melanocorypha calandra,Melanocorypha calandra,2,NA,Melanocorypha calandra,Melanocorypha calandra,NA,Melanocorypha calandra,Melanocorypha calandra,Melanocorypha calandra
Melanocorypha yeltoniensis,Melanocorypha yeltoniensis,2,NA,Melanocorypha yeltoniensis,Melanocorypha yeltoniensis,NA,Melanocorypha yeltoniensis,Melanocorypha yeltoniensis,Melanocorypha yeltoniensis
Meleagris gallopavo,Meleagris gallopavo,2,NA,Meleagris gallopavo,Meleagris gallopavo,Meleagris gallopavo,Meleagris gallopavo,Meleagris gallopavo,Meleagris gallopavo
Mergellus albellus,Mergellus albellus,2,NA,Mergellus albellus,Mergellus albellus,Mergellus albellus,Mergellus albellus,Mergellus albellus,Mergellus albellus
