sp_atlas;sp_atlas adapted1;Family_BL;Order_BL;Hand-Wing.Index_BL;Mass_BL;Habitat_BL;Habitat.Density_BL;Migration_BL;Trophic.Level_BL;Trophic.Niche_BL;Primary.Lifestyle_BL;Range.Size_BL;sp_atlas adapted2;Family_BT;Order_BT;Hand-Wing.Index_BT;Mass_BT;Habitat_BT;Habitat.Density_BT;Migration_BT;Trophic.Level_BT;Trophic.Niche_BT;Primary.Lifestyle_BT;Range.Size_BT
Egretta thula;Egretta thula;Ardeidae;Pelecaniformes;31.9;371;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;19270773.23;Egretta thula;Ardeidae;Pelecaniformes;31.9;371;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;19270773.23
Egretta thula;Egretta thula;Ardeidae;Pelecaniformes;31.9;371;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;19270773.23;Egretta thula;Ardeidae;Pelecaniformes;31.9;371;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;19270773.23
Egretta thula;Egretta thula;Ardeidae;Pelecaniformes;31.9;371;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;19270773.23;Egretta thula;Ardeidae;Pelecaniformes;31.9;371;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;19270773.23
Caprimulgus vociferus;Caprimulgus vociferus;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Caprimulgus vociferus;Caprimulgidae;Caprimulgiformes;47.5;53.3;Forest;1;3;Carnivore;Invertivore;Generalist;4417326.01
Dendroica dominica;Dendroica dominica;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Dendroica dominica;Parulidae;Passeriformes;26.8;9.69;Forest;2;3;Carnivore;Invertivore;Insessorial;1927929.35
Helmitheros vermivorum;Helmitheros vermivorum;Parulidae;Passeriformes;26.2;14.16;Forest;1;3;Carnivore;Invertivore;Insessorial;1754178.4;Helmitheros vermivorum;Parulidae;Passeriformes;26.2;14.16;Forest;1;3;Carnivore;Invertivore;Insessorial;1754178.4
Helmitheros vermivorum;Helmitheros vermivorum;Parulidae;Passeriformes;26.2;14.16;Forest;1;3;Carnivore;Invertivore;Insessorial;1754178.4;Helmitheros vermivorum;Parulidae;Passeriformes;26.2;14.16;Forest;1;3;Carnivore;Invertivore;Insessorial;1754178.4
Helmitheros vermivorum;Helmitheros vermivorum;Parulidae;Passeriformes;26.2;14.16;Forest;1;3;Carnivore;Invertivore;Insessorial;1754178.4;Helmitheros vermivorum;Parulidae;Passeriformes;26.2;14.16;Forest;1;3;Carnivore;Invertivore;Insessorial;1754178.4
Aythya americana;Aythya americana;Anatidae;Anseriformes;46;1075.69;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;5111761.27;Aythya americana;Anatidae;Anseriformes;46;1075.69;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;5111761.27
Aythya americana;Aythya americana;Anatidae;Anseriformes;46;1075.69;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;5111761.27;Aythya americana;Anatidae;Anseriformes;46;1075.69;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;5111761.27
Aythya americana;Aythya americana;Anatidae;Anseriformes;46;1075.69;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;5111761.27;Aythya americana;Anatidae;Anseriformes;46;1075.69;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;5111761.27
Aythya affinis;Aythya affinis;Anatidae;Anseriformes;51;819.45;Wetland;3;3;Omnivore;Aquatic predator;Aquatic;5052907.86;Aythya affinis;Anatidae;Anseriformes;51;819.45;Wetland;3;3;Omnivore;Aquatic predator;Aquatic;5052907.86
Aythya affinis;Aythya affinis;Anatidae;Anseriformes;51;819.45;Wetland;3;3;Omnivore;Aquatic predator;Aquatic;5052907.86;Aythya affinis;Anatidae;Anseriformes;51;819.45;Wetland;3;3;Omnivore;Aquatic predator;Aquatic;5052907.86
Aythya affinis;Aythya affinis;Anatidae;Anseriformes;51;819.45;Wetland;3;3;Omnivore;Aquatic predator;Aquatic;5052907.86;Aythya affinis;Anatidae;Anseriformes;51;819.45;Wetland;3;3;Omnivore;Aquatic predator;Aquatic;5052907.86
Lanius ludovicianus;Lanius ludovicianus;Laniidae;Passeriformes;22.6;51.59;Shrubland;3;3;Carnivore;Invertivore;Insessorial;8852504.29;Lanius ludovicianus;Laniidae;Passeriformes;22.6;51.59;Shrubland;3;3;Carnivore;Invertivore;Insessorial;8852504.29
Lanius ludovicianus;Lanius ludovicianus;Laniidae;Passeriformes;22.6;51.59;Shrubland;3;3;Carnivore;Invertivore;Insessorial;8852504.29;Lanius ludovicianus;Laniidae;Passeriformes;22.6;51.59;Shrubland;3;3;Carnivore;Invertivore;Insessorial;8852504.29
Lanius ludovicianus;Lanius ludovicianus;Laniidae;Passeriformes;22.6;51.59;Shrubland;3;3;Carnivore;Invertivore;Insessorial;8852504.29;Lanius ludovicianus;Laniidae;Passeriformes;22.6;51.59;Shrubland;3;3;Carnivore;Invertivore;Insessorial;8852504.29
Sturnella neglecta;Sturnella neglecta;Icteridae;Passeriformes;27.8;100.06;Grassland;3;2;Omnivore;Invertivore;Terrestrial;6719237.68;Sturnella neglecta;Icteridae;Passeriformes;27.8;100.06;Grassland;3;2;Omnivore;Invertivore;Terrestrial;6719237.68
Sturnella neglecta;Sturnella neglecta;Icteridae;Passeriformes;27.8;100.06;Grassland;3;2;Omnivore;Invertivore;Terrestrial;6719237.68;Sturnella neglecta;Icteridae;Passeriformes;27.8;100.06;Grassland;3;2;Omnivore;Invertivore;Terrestrial;6719237.68
Sturnella neglecta;Sturnella neglecta;Icteridae;Passeriformes;27.8;100.06;Grassland;3;2;Omnivore;Invertivore;Terrestrial;6719237.68;Sturnella neglecta;Icteridae;Passeriformes;27.8;100.06;Grassland;3;2;Omnivore;Invertivore;Terrestrial;6719237.68
Loxia leucoptera;Loxia leucoptera;Fringillidae;Passeriformes;35.7;28.69;Forest;1;3;Herbivore;Omnivore;Insessorial;16098090.24;Loxia leucoptera;Fringillidae;Passeriformes;35.7;28.69;Forest;1;3;Herbivore;Omnivore;Insessorial;16098090.24
Loxia leucoptera;Loxia leucoptera;Fringillidae;Passeriformes;35.7;28.69;Forest;1;3;Herbivore;Omnivore;Insessorial;16098090.24;Loxia leucoptera;Fringillidae;Passeriformes;35.7;28.69;Forest;1;3;Herbivore;Omnivore;Insessorial;16098090.24
Loxia leucoptera;Loxia leucoptera;Fringillidae;Passeriformes;35.7;28.69;Forest;1;3;Herbivore;Omnivore;Insessorial;16098090.24;Loxia leucoptera;Fringillidae;Passeriformes;35.7;28.69;Forest;1;3;Herbivore;Omnivore;Insessorial;16098090.24
Corvus ossifragus;Corvus ossifragus;Corvidae;Passeriformes;36.3;284.6;Coastal;3;1;Omnivore;Omnivore;Terrestrial;970986.53;Corvus ossifragus;Corvidae;Passeriformes;36.3;284.6;Coastal;3;1;Omnivore;Omnivore;Terrestrial;970986.53
Corvus ossifragus;Corvus ossifragus;Corvidae;Passeriformes;36.3;284.6;Coastal;3;1;Omnivore;Omnivore;Terrestrial;970986.53;Corvus ossifragus;Corvidae;Passeriformes;36.3;284.6;Coastal;3;1;Omnivore;Omnivore;Terrestrial;970986.53
Corvus ossifragus;Corvus ossifragus;Corvidae;Passeriformes;36.3;284.6;Coastal;3;1;Omnivore;Omnivore;Terrestrial;970986.53;Corvus ossifragus;Corvidae;Passeriformes;36.3;284.6;Coastal;3;1;Omnivore;Omnivore;Terrestrial;970986.53
Mergus serrator;Mergus serrator;Anatidae;Anseriformes;49.3;1015.17;Wetland;3;3;Carnivore;Aquatic predator;Aquatic;23632905.44;Mergus serrator;Anatidae;Anseriformes;49.3;1015.17;Wetland;3;3;Carnivore;Aquatic predator;Aquatic;23632905.44
Mergus serrator;Mergus serrator;Anatidae;Anseriformes;49.3;1015.17;Wetland;3;3;Carnivore;Aquatic predator;Aquatic;23632905.44;Mergus serrator;Anatidae;Anseriformes;49.3;1015.17;Wetland;3;3;Carnivore;Aquatic predator;Aquatic;23632905.44
Mergus serrator;Mergus serrator;Anatidae;Anseriformes;49.3;1015.17;Wetland;3;3;Carnivore;Aquatic predator;Aquatic;23632905.44;Mergus serrator;Anatidae;Anseriformes;49.3;1015.17;Wetland;3;3;Carnivore;Aquatic predator;Aquatic;23632905.44
Aythya valisineria;Aythya valisineria;Anatidae;Anseriformes;42;1202;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;3654390.23;Aythya valisineria;Anatidae;Anseriformes;42;1202;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;3654390.23
Aythya valisineria;Aythya valisineria;Anatidae;Anseriformes;42;1202;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;3654390.23;Aythya valisineria;Anatidae;Anseriformes;42;1202;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;3654390.23
Aythya valisineria;Aythya valisineria;Anatidae;Anseriformes;42;1202;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;3654390.23;Aythya valisineria;Anatidae;Anseriformes;42;1202;Wetland;3;3;Herbivore;Herbivore aquatic;Aquatic;3654390.23
Bubulcus ibis;Bubulcus ibis;Ardeidae;Pelecaniformes;29.9;365.95;Human Modified;3;2;Carnivore;Omnivore;Terrestrial;62451101.72;Bubulcus ibis;Ardeidae;Pelecaniformes;29.9;365.95;Human Modified;3;2;Carnivore;Omnivore;Terrestrial;62451101.72
Bubulcus ibis;Bubulcus ibis;Ardeidae;Pelecaniformes;29.9;365.95;Human Modified;3;2;Carnivore;Omnivore;Terrestrial;62451101.72;Bubulcus ibis;Ardeidae;Pelecaniformes;29.9;365.95;Human Modified;3;2;Carnivore;Omnivore;Terrestrial;62451101.72
Bubulcus ibis;Bubulcus ibis;Ardeidae;Pelecaniformes;29.9;365.95;Human Modified;3;2;Carnivore;Omnivore;Terrestrial;62451101.72;Bubulcus ibis;Ardeidae;Pelecaniformes;29.9;365.95;Human Modified;3;2;Carnivore;Omnivore;Terrestrial;62451101.72
Charadrius melodus;Charadrius melodus;Charadriidae;Charadriiformes;54.5;54.39;Coastal;3;3;Carnivore;Aquatic predator;Terrestrial;501145.23;Charadrius melodus;Charadriidae;Charadriiformes;54.5;54.39;Coastal;3;3;Carnivore;Aquatic predator;Terrestrial;501145.23
Charadrius melodus;Charadrius melodus;Charadriidae;Charadriiformes;54.5;54.39;Coastal;3;3;Carnivore;Aquatic predator;Terrestrial;501145.23;Charadrius melodus;Charadriidae;Charadriiformes;54.5;54.39;Coastal;3;3;Carnivore;Aquatic predator;Terrestrial;501145.23
Charadrius melodus;Charadrius melodus;Charadriidae;Charadriiformes;54.5;54.39;Coastal;3;3;Carnivore;Aquatic predator;Terrestrial;501145.23;Charadrius melodus;Charadriidae;Charadriiformes;54.5;54.39;Coastal;3;3;Carnivore;Aquatic predator;Terrestrial;501145.23
Contopus cooperi;Contopus cooperi;Tyrannidae;Passeriformes;37.9;32.1;Forest;1;3;Carnivore;Invertivore;Insessorial;9652028.65;Contopus cooperi;Tyrannidae;Passeriformes;37.9;32.1;Forest;1;3;Carnivore;Invertivore;Insessorial;9652028.65
Contopus cooperi;Contopus cooperi;Tyrannidae;Passeriformes;37.9;32.1;Forest;1;3;Carnivore;Invertivore;Insessorial;9652028.65;Contopus cooperi;Tyrannidae;Passeriformes;37.9;32.1;Forest;1;3;Carnivore;Invertivore;Insessorial;9652028.65
Contopus cooperi;Contopus cooperi;Tyrannidae;Passeriformes;37.9;32.1;Forest;1;3;Carnivore;Invertivore;Insessorial;9652028.65;Contopus cooperi;Tyrannidae;Passeriformes;37.9;32.1;Forest;1;3;Carnivore;Invertivore;Insessorial;9652028.65
Empidonax flaviventris;Empidonax flaviventris;Tyrannidae;Passeriformes;24.1;11.8;Forest;1;3;Carnivore;Invertivore;Insessorial;5332665.34;Empidonax flaviventris;Tyrannidae;Passeriformes;24.1;11.8;Forest;1;3;Carnivore;Invertivore;Insessorial;5332665.34
Empidonax flaviventris;Empidonax flaviventris;Tyrannidae;Passeriformes;24.1;11.8;Forest;1;3;Carnivore;Invertivore;Insessorial;5332665.34;Empidonax flaviventris;Tyrannidae;Passeriformes;24.1;11.8;Forest;1;3;Carnivore;Invertivore;Insessorial;5332665.34
Empidonax flaviventris;Empidonax flaviventris;Tyrannidae;Passeriformes;24.1;11.8;Forest;1;3;Carnivore;Invertivore;Insessorial;5332665.34;Empidonax flaviventris;Tyrannidae;Passeriformes;24.1;11.8;Forest;1;3;Carnivore;Invertivore;Insessorial;5332665.34
Melospiza lincolnii;Melospiza lincolnii;Passerellidae;Passeriformes;22.3;16.6;Wetland;2;3;Omnivore;Omnivore;Generalist;7567216.93;Melospiza lincolnii;Emberizidae;Passeriformes;22.3;16.6;Wetland;2;3;Omnivore;Omnivore;Generalist;7567216.93
Melospiza lincolnii;Melospiza lincolnii;Passerellidae;Passeriformes;22.3;16.6;Wetland;2;3;Omnivore;Omnivore;Generalist;7567216.93;Melospiza lincolnii;Emberizidae;Passeriformes;22.3;16.6;Wetland;2;3;Omnivore;Omnivore;Generalist;7567216.93
Melospiza lincolnii;Melospiza lincolnii;Passerellidae;Passeriformes;22.3;16.6;Wetland;2;3;Omnivore;Omnivore;Generalist;7567216.93;Melospiza lincolnii;Emberizidae;Passeriformes;22.3;16.6;Wetland;2;3;Omnivore;Omnivore;Generalist;7567216.93
Vireo philadelphicus;Vireo philadelphicus;Vireonidae;Passeriformes;25.6;11.5;Woodland;1;3;Carnivore;Invertivore;Insessorial;2750346.28;Vireo philadelphicus;Vireonidae;Passeriformes;25.6;11.5;Woodland;1;3;Carnivore;Invertivore;Insessorial;2750346.28
Vireo philadelphicus;Vireo philadelphicus;Vireonidae;Passeriformes;25.6;11.5;Woodland;1;3;Carnivore;Invertivore;Insessorial;2750346.28;Vireo philadelphicus;Vireonidae;Passeriformes;25.6;11.5;Woodland;1;3;Carnivore;Invertivore;Insessorial;2750346.28
Vireo philadelphicus;Vireo philadelphicus;Vireonidae;Passeriformes;25.6;11.5;Woodland;1;3;Carnivore;Invertivore;Insessorial;2750346.28;Vireo philadelphicus;Vireonidae;Passeriformes;25.6;11.5;Woodland;1;3;Carnivore;Invertivore;Insessorial;2750346.28
Euphagus carolinus;Euphagus carolinus;Icteridae;Passeriformes;28;59.57;Forest;2;3;Omnivore;Omnivore;Terrestrial;7275943.03;Euphagus carolinus;Icteridae;Passeriformes;28;59.57;Forest;2;3;Omnivore;Omnivore;Terrestrial;7275943.03
Euphagus carolinus;Euphagus carolinus;Icteridae;Passeriformes;28;59.57;Forest;2;3;Omnivore;Omnivore;Terrestrial;7275943.03;Euphagus carolinus;Icteridae;Passeriformes;28;59.57;Forest;2;3;Omnivore;Omnivore;Terrestrial;7275943.03
Euphagus carolinus;Euphagus carolinus;Icteridae;Passeriformes;28;59.57;Forest;2;3;Omnivore;Omnivore;Terrestrial;7275943.03;Euphagus carolinus;Icteridae;Passeriformes;28;59.57;Forest;2;3;Omnivore;Omnivore;Terrestrial;7275943.03
Poecile hudsonicus;Poecile hudsonicus;Paridae;Passeriformes;18.4;9.8;Forest;1;1;Omnivore;Invertivore;Insessorial;7102487.58;Poecile hudsonicus;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Poecile hudsonicus;Poecile hudsonicus;Paridae;Passeriformes;18.4;9.8;Forest;1;1;Omnivore;Invertivore;Insessorial;7102487.58;Poecile hudsonicus;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Picoides arcticus;Picoides arcticus;Picidae;Piciformes;25.2;69.24;Forest;1;1;Carnivore;Invertivore;Insessorial;6771211.08;Picoides arcticus;Picidae;Piciformes;25.2;69.24;Forest;1;1;Carnivore;Invertivore;Insessorial;6771211.08
Picoides arcticus;Picoides arcticus;Picidae;Piciformes;25.2;69.24;Forest;1;1;Carnivore;Invertivore;Insessorial;6771211.08;Picoides arcticus;Picidae;Piciformes;25.2;69.24;Forest;1;1;Carnivore;Invertivore;Insessorial;6771211.08
Picoides arcticus;Picoides arcticus;Picidae;Piciformes;25.2;69.24;Forest;1;1;Carnivore;Invertivore;Insessorial;6771211.08;Picoides arcticus;Picidae;Piciformes;25.2;69.24;Forest;1;1;Carnivore;Invertivore;Insessorial;6771211.08
Picoides dorsalis;Picoides dorsalis;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Picoides dorsalis;Picidae;Piciformes;28;55.05;Forest;1;1;Carnivore;Invertivore;Insessorial;7897211.06
Dendroica castanea;Dendroica castanea;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Dendroica castanea;Parulidae;Passeriformes;30.6;11.8;Forest;1;3;Omnivore;Invertivore;Insessorial;2650066.12
Dendroica striata;Dendroica striata;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Dendroica striata;Parulidae;Passeriformes;31.3;11.84;Forest;1;3;Carnivore;Invertivore;Insessorial;6353206.91
Perisoreus canadensis;Perisoreus canadensis;Corvidae;Passeriformes;18.1;71.58;Forest;1;1;Omnivore;Omnivore;Insessorial;7301159.58;Perisoreus canadensis;Corvidae;Passeriformes;18.1;71.58;Forest;1;1;Omnivore;Omnivore;Insessorial;7301159.58
Perisoreus canadensis;Perisoreus canadensis;Corvidae;Passeriformes;18.1;71.58;Forest;1;1;Omnivore;Omnivore;Insessorial;7301159.58;Perisoreus canadensis;Corvidae;Passeriformes;18.1;71.58;Forest;1;1;Omnivore;Omnivore;Insessorial;7301159.58
Perisoreus canadensis;Perisoreus canadensis;Corvidae;Passeriformes;18.1;71.58;Forest;1;1;Omnivore;Omnivore;Insessorial;7301159.58;Perisoreus canadensis;Corvidae;Passeriformes;18.1;71.58;Forest;1;1;Omnivore;Omnivore;Insessorial;7301159.58
Vermivora peregrina;Vermivora peregrina;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Vermivora peregrina;Parulidae;Passeriformes;25.9;8.9;Forest;1;3;Carnivore;Invertivore;Insessorial;4777801.14
Falcipennis canadensis;Falcipennis canadensis;Phasianidae;Galliformes;34.9;473.65;Forest;1;1;Herbivore;Herbivore terrestrial;Terrestrial;6032495.4;Falcipennis canadensis;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Dendroica palmarum;Dendroica palmarum;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Dendroica palmarum;Parulidae;Passeriformes;20.1;10.3;Forest;1;3;Carnivore;Invertivore;Insessorial;3394685.27
Catharus bicknelli;Catharus bicknelli;Turdidae;Passeriformes;28.6;27.79;Forest;1;3;Carnivore;Invertivore;Generalist;38746.86;Catharus bicknelli;Turdidae;Passeriformes;28.6;27.79;Forest;1;3;Carnivore;Invertivore;Generalist;38746.86
Catharus bicknelli;Catharus bicknelli;Turdidae;Passeriformes;28.6;27.79;Forest;1;3;Carnivore;Invertivore;Generalist;38746.86;Catharus bicknelli;Turdidae;Passeriformes;28.6;27.79;Forest;1;3;Carnivore;Invertivore;Generalist;38746.86
Catharus bicknelli;Catharus bicknelli;Turdidae;Passeriformes;28.6;27.79;Forest;1;3;Carnivore;Invertivore;Generalist;38746.86;Catharus bicknelli;Turdidae;Passeriformes;28.6;27.79;Forest;1;3;Carnivore;Invertivore;Generalist;38746.86
Dendroica tigrina;Dendroica tigrina;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Dendroica tigrina;Parulidae;Passeriformes;26.7;10.04;Forest;1;3;Omnivore;Invertivore;Insessorial;2530023.76
Passerina caerulea;Passerina caerulea;Cardinalidae;Passeriformes;22.9;27.39;Forest;2;3;Carnivore;Invertivore;Generalist;5300267.2;Passerina caerulea;Emberizidae;Passeriformes;22.9;27.39;Forest;2;3;Carnivore;Invertivore;Generalist;5300267.2
Passerina caerulea;Passerina caerulea;Cardinalidae;Passeriformes;22.9;27.39;Forest;2;3;Carnivore;Invertivore;Generalist;5300267.2;Passerina caerulea;Emberizidae;Passeriformes;22.9;27.39;Forest;2;3;Carnivore;Invertivore;Generalist;5300267.2
Passerina caerulea;Passerina caerulea;Cardinalidae;Passeriformes;22.9;27.39;Forest;2;3;Carnivore;Invertivore;Generalist;5300267.2;Passerina caerulea;Emberizidae;Passeriformes;22.9;27.39;Forest;2;3;Carnivore;Invertivore;Generalist;5300267.2
Wilsonia pusilla;Wilsonia pusilla;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Wilsonia pusilla;Parulidae;Passeriformes;20.7;6.96;Forest;1;3;Carnivore;Invertivore;Insessorial;7961357.24
Myiopsitta monachus;Myiopsitta monachus;Psittacidae;Psittaciformes;44.7;120;Human Modified;2;1;Herbivore;Omnivore;Insessorial;2722615.89;Myiopsitta monachus;Psittacidae;Psittaciformes;43.8;120;Human Modified;2;1;Herbivore;Omnivore;Insessorial;2854802.75
Myiopsitta monachus;Myiopsitta monachus;Psittacidae;Psittaciformes;44.7;120;Human Modified;2;1;Herbivore;Omnivore;Insessorial;2722615.89;Myiopsitta monachus;Psittacidae;Psittaciformes;43.8;120;Human Modified;2;1;Herbivore;Omnivore;Insessorial;2854802.75
Myiopsitta monachus;Myiopsitta monachus;Psittacidae;Psittaciformes;44.7;120;Human Modified;2;1;Herbivore;Omnivore;Insessorial;2722615.89;Myiopsitta monachus;Psittacidae;Psittaciformes;43.8;120;Human Modified;2;1;Herbivore;Omnivore;Insessorial;2854802.75
Ammodramus caudacutus;Ammodramus caudacutus;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Ammodramus caudacutus;Emberizidae;Passeriformes;18.9;19.19;Wetland;3;3;Carnivore;Invertivore;Generalist;69526.84
Caprimulgus carolinensis;Caprimulgus carolinensis;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Caprimulgus carolinensis;Caprimulgidae;Caprimulgiformes;51.5;109;Woodland;2;3;Carnivore;Invertivore;Aerial;1808676.44
Quiscalus major;Quiscalus major;Icteridae;Passeriformes;29.7;151.21;Wetland;3;1;Carnivore;Omnivore;Terrestrial;202767.11;Quiscalus major;Icteridae;Passeriformes;29.7;151.21;Wetland;3;1;Carnivore;Omnivore;Terrestrial;202767.11
Quiscalus major;Quiscalus major;Icteridae;Passeriformes;29.7;151.21;Wetland;3;1;Carnivore;Omnivore;Terrestrial;202767.11;Quiscalus major;Icteridae;Passeriformes;29.7;151.21;Wetland;3;1;Carnivore;Omnivore;Terrestrial;202767.11
Quiscalus major;Quiscalus major;Icteridae;Passeriformes;29.7;151.21;Wetland;3;1;Carnivore;Omnivore;Terrestrial;202767.11;Quiscalus major;Icteridae;Passeriformes;29.7;151.21;Wetland;3;1;Carnivore;Omnivore;Terrestrial;202767.11
Rallus longirostris;Rallus longirostris;Rallidae;Gruiformes;18.1;259.35;Coastal;1;2;Carnivore;Aquatic predator;Terrestrial;359148.15;Rallus longirostris;Rallidae;Gruiformes;21.3;259.35;Coastal;1;2;Carnivore;Aquatic predator;Terrestrial;643613.12
Rallus longirostris;Rallus longirostris;Rallidae;Gruiformes;18.1;259.35;Coastal;1;2;Carnivore;Aquatic predator;Terrestrial;359148.15;Rallus longirostris;Rallidae;Gruiformes;21.3;259.35;Coastal;1;2;Carnivore;Aquatic predator;Terrestrial;643613.12
Rallus longirostris;Rallus longirostris;Rallidae;Gruiformes;18.1;259.35;Coastal;1;2;Carnivore;Aquatic predator;Terrestrial;359148.15;Rallus longirostris;Rallidae;Gruiformes;21.3;259.35;Coastal;1;2;Carnivore;Aquatic predator;Terrestrial;643613.12
Leucophaeus atricilla;Leucophaeus atricilla;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Leucophaeus atricilla;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Haematopus palliatus;Haematopus palliatus;Haematopodidae;Charadriiformes;48;601.45;Coastal;3;1;Carnivore;Aquatic predator;Terrestrial;1471742.97;Haematopus palliatus;Haematopodidae;Charadriiformes;48;601.45;Coastal;3;1;Carnivore;Aquatic predator;Terrestrial;1471742.97
Haematopus palliatus;Haematopus palliatus;Haematopodidae;Charadriiformes;48;601.45;Coastal;3;1;Carnivore;Aquatic predator;Terrestrial;1471742.97;Haematopus palliatus;Haematopodidae;Charadriiformes;48;601.45;Coastal;3;1;Carnivore;Aquatic predator;Terrestrial;1471742.97
Haematopus palliatus;Haematopus palliatus;Haematopodidae;Charadriiformes;48;601.45;Coastal;3;1;Carnivore;Aquatic predator;Terrestrial;1471742.97;Haematopus palliatus;Haematopodidae;Charadriiformes;48;601.45;Coastal;3;1;Carnivore;Aquatic predator;Terrestrial;1471742.97
Plegadis falcinellus;Plegadis falcinellus;Threskiornithidae;Pelecaniformes;38.9;626.61;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;23712479.58;Plegadis falcinellus;Threskiornithidae;Pelecaniformes;38.9;626.61;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;23712479.58
Plegadis falcinellus;Plegadis falcinellus;Threskiornithidae;Pelecaniformes;38.9;626.61;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;23712479.58;Plegadis falcinellus;Threskiornithidae;Pelecaniformes;38.9;626.61;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;23712479.58
Plegadis falcinellus;Plegadis falcinellus;Threskiornithidae;Pelecaniformes;38.9;626.61;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;23712479.58;Plegadis falcinellus;Threskiornithidae;Pelecaniformes;38.9;626.61;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;23712479.58
Tringa semipalmata;Tringa semipalmata;Scolopacidae;Charadriiformes;47.6;245.7;Coastal;3;3;Carnivore;Aquatic predator;Terrestrial;2508839.89;Tringa semipalmata;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Tringa semipalmata;Tringa semipalmata;Scolopacidae;Charadriiformes;47.6;245.7;Coastal;3;3;Carnivore;Aquatic predator;Terrestrial;2508839.89;Tringa semipalmata;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Nyctanassa violacea;Nyctanassa violacea;Ardeidae;Pelecaniformes;34.6;681.67;Coastal;3;2;Carnivore;Aquatic predator;Terrestrial;4196603.05;Nyctanassa violacea;Ardeidae;Pelecaniformes;34.6;681.67;Coastal;3;2;Carnivore;Aquatic predator;Terrestrial;4196603.05
Nyctanassa violacea;Nyctanassa violacea;Ardeidae;Pelecaniformes;34.6;681.67;Coastal;3;2;Carnivore;Aquatic predator;Terrestrial;4196603.05;Nyctanassa violacea;Ardeidae;Pelecaniformes;34.6;681.67;Coastal;3;2;Carnivore;Aquatic predator;Terrestrial;4196603.05
Nyctanassa violacea;Nyctanassa violacea;Ardeidae;Pelecaniformes;34.6;681.67;Coastal;3;2;Carnivore;Aquatic predator;Terrestrial;4196603.05;Nyctanassa violacea;Ardeidae;Pelecaniformes;34.6;681.67;Coastal;3;2;Carnivore;Aquatic predator;Terrestrial;4196603.05
