"","name_in_data","original_verbatim_name","wordCount","submitted_name","Birds.of.the.World","sp_eBird","American.Ornithological.Society","GBIF","sp_BirdLife","sp_BirdTree","eBird.species.group","X","Order.x","FamilyName","RL_Category","Synonyms","TipLabel","English","Taxonomy","Clade","BLFamilyLatin","BLFamilyEnglish","FamSequID","Order.y","OscSubOsc"
"522","Platalea leucorodia","Platalea leucorodia",2,"Platalea leucorodia","Platalea leucorodia","Platalea leucorodia","Platalea leucorodia","Platalea leucorodia","Platalea leucorodia","Platalea leucorodia","Platalea leucorodia",3323,"Pelecaniformes","Threskiornithidae","LC",NA,"Platalea_leucorodia","Eurasian Spoonbill","BL3","Threskiornithidae","Threskiornithidae","Ibises and spoonbills",24,"PELECANIFORMES","NONPASSERIFORMES"
"523","Plectrophenax nivalis","Plectrophenax nivalis",2,"Plectrophenax nivalis","Plectrophenax nivalis","Plectrophenax nivalis","Plectrophenax nivalis","Plectrophenax nivalis","Plectrophenax nivalis","Plectrophenax nivalis","Plectrophenax nivalis",7713,"Passeriformes","Calcariidae","LC",NA,"Plectrophenax_nivalis","Snow Bunting","BL3","P11","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"524","Plegadis falcinellus","Plegadis falcinellus",2,"Plegadis falcinellus","Plegadis falcinellus","Plegadis falcinellus","Plegadis falcinellus","Plegadis falcinellus","Plegadis falcinellus","Plegadis falcinellus","Plegadis falcinellus",3299,"Pelecaniformes","Threskiornithidae","LC",NA,"Plegadis_falcinellus","Glossy Ibis","BL3","Threskiornithidae","Threskiornithidae","Ibises and spoonbills",24,"PELECANIFORMES","NONPASSERIFORMES"
"525","Pluvialis apricaria","Pluvialis apricaria",2,"Pluvialis apricaria","Pluvialis apricaria","Pluvialis apricaria","Pluvialis apricaria","Pluvialis apricaria","Pluvialis apricaria","Pluvialis apricaria","Pluvialis apricaria",2704,"Charadriiformes","Charadriidae","LC",NA,"Pluvialis_apricaria","Eurasian Golden Plover","BL3","Charadrii","Charadriidae","Plovers",54,"CHARADRIIFORMES","NONPASSERIFORMES"
"526","Podiceps auritus","Podiceps auritus",2,"Podiceps auritus","Podiceps auritus","Podiceps auritus","Podiceps auritus","Podiceps auritus","Podiceps auritus","Podiceps auritus","Podiceps auritus",3179,"Podicipediformes","Podicipedidae","VU",NA,"Podiceps_auritus","Horned Grebe","BL3","Podicipedidae","Podicipedidae","Grebes",21,"PODICIPEDIFORMES","NONPASSERIFORMES"
"527","Podiceps cristatus","Podiceps cristatus",2,"Podiceps cristatus","Podiceps cristatus","Podiceps cristatus",NA,"Podiceps cristatus","Podiceps cristatus","Podiceps cristatus","Podiceps cristatus",3178,"Podicipediformes","Podicipedidae","LC",NA,"Podiceps_cristatus","Great Crested Grebe","BL3","Podicipedidae","Podicipedidae","Grebes",21,"PODICIPEDIFORMES","NONPASSERIFORMES"
"528","Podiceps grisegena","Podiceps grisegena",2,"Podiceps grisegena","Podiceps grisegena","Podiceps grisegena","Podiceps grisegena","Podiceps grisegena","Podiceps grisegena","Podiceps grisegena","Podiceps grisegena",3177,"Podicipediformes","Podicipedidae","LC",NA,"Podiceps_grisegena","Red-necked Grebe","BL3","Podicipedidae","Podicipedidae","Grebes",21,"PODICIPEDIFORMES","NONPASSERIFORMES"
"529","Podiceps nigricollis","Podiceps nigricollis",2,"Podiceps nigricollis","Podiceps nigricollis","Podiceps nigricollis","Podiceps nigricollis","Podiceps nigricollis","Podiceps nigricollis","Podiceps nigricollis","Podiceps nigricollis",3180,"Podicipediformes","Podicipedidae","LC",NA,"Podiceps_nigricollis","Black-necked Grebe","BL3","Podicipedidae","Podicipedidae","Grebes",21,"PODICIPEDIFORMES","NONPASSERIFORMES"
"530","Podilymbus podiceps","Podilymbus podiceps",2,"Podilymbus podiceps","Podilymbus podiceps","Podilymbus podiceps","Podilymbus podiceps","Podilymbus podiceps","Podilymbus podiceps","Podilymbus podiceps","Podilymbus podiceps",3172,"Podicipediformes","Podicipedidae","LC",NA,"Podilymbus_podiceps","Pied-billed Grebe","BL3","Podicipedidae","Podicipedidae","Grebes",21,"PODICIPEDIFORMES","NONPASSERIFORMES"
"531","Polioptila caerulea","Polioptila caerulea",2,"Polioptila caerulea","Polioptila caerulea","Polioptila caerulea","Polioptila caerulea","Polioptila caerulea","Polioptila caerulea","Polioptila caerulea","Polioptila caerulea",6098,"Passeriformes","Polioptilidae","LC",NA,"Polioptila_caerulea","Blue-grey Gnatcatcher","BL3","M1","Polioptilidae","Gnatcatchers",172,"PASSERIFORMES","Passeri"
"532","Pooecetes gramineus","Pooecetes gramineus",2,"Pooecetes gramineus","Pooecetes gramineus","Pooecetes gramineus","Pooecetes gramineus","Pooecetes gramineus","Pooecetes gramineus","Pooecetes gramineus","Pooecetes gramineus",7743,"Passeriformes","Passerellidae","LC",NA,"Pooecetes_gramineus","Vesper Sparrow","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"533","Porphyrio porphyrio","Porphyrio porphyrio",2,"Porphyrio porphyrio","Porphyrio porphyrio","Porphyrio porphyrio","Porphyrio porphyrio","Porphyrio porphyrio","Porphyrio porphyrio",NA,NA,2536,"Gruiformes","Rallidae","LC",NA,"Porphyrio_porphyrio","Purple Swamphen","BL3","Rallidae","Rallidae","Rails, crakes and allies",42,"GRUIFORMES","NONPASSERIFORMES"
"534","Porzana carolina","Porzana carolina",2,"Porzana carolina","Porzana carolina","Porzana carolina","Porzana carolina","Porzana carolina","Porzana carolina","Porzana carolina","Porzana carolina",2514,"Gruiformes","Rallidae","LC",NA,"Porzana_carolina","Sora","BL3","Rallidae","Rallidae","Rails, crakes and allies",42,"GRUIFORMES","NONPASSERIFORMES"
"535","Porzana fusca","Porzana fusca",2,"Porzana fusca","Porzana fusca",NA,NA,"Porzana fusca","Porzana fusca",NA,NA,NA,NA,NA,NA,NA,"Porzana_fusca","Ruddy-breasted Crake","BL3","Rallidae","Rallidae","Rails, crakes and allies",42,"GRUIFORMES","NONPASSERIFORMES"
"536","Porzana parva","Porzana parva",2,"Porzana parva","Porzana parva",NA,NA,"Porzana parva","Porzana parva",NA,NA,NA,NA,NA,NA,NA,"Porzana_parva","Little Crake","BL3","Rallidae","Rallidae","Rails, crakes and allies",42,"GRUIFORMES","NONPASSERIFORMES"
"537","Porzana porzana","Porzana porzana",2,"Porzana porzana","Porzana porzana","Porzana porzana","Porzana porzana","Porzana porzana","Porzana porzana","Porzana porzana","Porzana porzana",2512,"Gruiformes","Rallidae","LC",NA,"Porzana_porzana","Spotted Crake","BL3","Rallidae","Rallidae","Rails, crakes and allies",42,"GRUIFORMES","NONPASSERIFORMES"
"538","Progne subis","Progne subis",2,"Progne subis","Progne subis","Progne subis","Progne subis","Progne subis","Progne subis","Progne subis","Progne subis",6171,"Passeriformes","Hirundinidae","LC",NA,"Progne_subis","Purple Martin","BL3","S6","Hirundinidae","Swallows and martins",156,"PASSERIFORMES","Passeri"
"539","Protonotaria citrea","Protonotaria citrea",2,"Protonotaria citrea","Protonotaria citrea","Protonotaria citrea","Protonotaria citrea","Protonotaria citrea","Protonotaria citrea","Protonotaria citrea","Protonotaria citrea",7842,"Passeriformes","Parulidae","LC",NA,"Protonotaria_citrea","Prothonotary Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"540","Prunella collaris","Prunella collaris",2,"Prunella collaris","Prunella collaris","Prunella collaris",NA,"Prunella collaris","Prunella collaris","Prunella collaris","Prunella collaris",7273,"Passeriformes","Prunellidae","LC",NA,"Prunella_collaris","Alpine Accentor","BL3","P5","Prunellidae","Accentors",186,"PASSERIFORMES","Passeri"
"541","Prunella modularis","Prunella modularis",2,"Prunella modularis","Prunella modularis","Prunella modularis",NA,"Prunella modularis","Prunella modularis","Prunella modularis","Prunella modularis",7281,"Passeriformes","Prunellidae","LC",NA,"Prunella_modularis","Hedge Accentor","BL3","P5","Prunellidae","Accentors",186,"PASSERIFORMES","Passeri"
"542","Prunella rubida","Prunella rubida",2,"Prunella rubida","Prunella rubida","Prunella rubida",NA,"Prunella rubida","Prunella rubida","Prunella rubida","Prunella rubida",7282,"Passeriformes","Prunellidae","LC",NA,"Prunella_rubida","Japanese Accentor","BL3","P5","Prunellidae","Accentors",186,"PASSERIFORMES","Passeri"
"543","Psittacula krameri","Psittacula krameri",2,"Psittacula krameri","Psittacula krameri","Psittacula krameri","Psittacula krameri","Psittacula krameri","Psittacula krameri",NA,NA,NA,NA,NA,NA,NA,"Psittacula_krameri","Rose-ringed Parakeet","BL3","Psittacidae1","Psittacidae","Parrots",68,"PSITTACIFORMES","NONPASSERIFORMES"
"544","Pterocles alchata","Pterocles alchata",2,"Pterocles alchata","Pterocles alchata",NA,"Pterocles alchata","Pterocles alchata","Pterocles alchata",NA,NA,2564,"Pterocliformes","Pteroclidae","LC",NA,"Pterocles_alchata","Pin-tailed Sandgrouse","BL3","Pteroclidae","Pteroclididae","Sandgrouse",64,"PTEROCLIDIFORMES","NONPASSERIFORMES"
"545","Pterocles orientalis","Pterocles orientalis",2,"Pterocles orientalis","Pterocles orientalis",NA,"Pterocles orientalis","Pterocles orientalis","Pterocles orientalis",NA,NA,2569,"Pterocliformes","Pteroclidae","LC",NA,"Pterocles_orientalis","Black-bellied Sandgrouse","BL3","Pteroclidae","Pteroclididae","Sandgrouse",64,"PTEROCLIDIFORMES","NONPASSERIFORMES"
"546","Puffinus lherminieri","Puffinus lherminieri",2,"Puffinus lherminieri","Puffinus lherminieri","Puffinus lherminieri","Puffinus lherminieri","Puffinus lherminieri","Puffinus lherminieri","Puffinus lherminieri","Puffinus lherminieri",9717,"Procellariiformes","Procellariidae","LC",NA,"Puffinus_lherminieri","Audubon's Shearwater","BL3","Procellariidae","Procellariidae","Petrels and shearwaters",18,"PROCELLARIIFORMES","NONPASSERIFORMES"
"547","Puffinus mauretanicus","Puffinus mauretanicus",2,"Puffinus mauretanicus","Puffinus mauretanicus",NA,"Puffinus mauretanicus","Puffinus mauretanicus","Puffinus mauretanicus",NA,NA,8888,"Procellariiformes","Procellariidae","CR",NA,"Puffinus_mauretanicus","Balearic Shearwater","BL3","Procellariidae","Procellariidae","Petrels and shearwaters",18,"PROCELLARIIFORMES","NONPASSERIFORMES"
"548","Puffinus puffinus","Puffinus puffinus",2,"Puffinus puffinus","Puffinus puffinus","Puffinus puffinus","Puffinus puffinus","Puffinus puffinus","Puffinus puffinus","Puffinus puffinus","Puffinus puffinus",3450,"Procellariiformes","Procellariidae","LC",NA,"Puffinus_puffinus","Manx Shearwater","BL3","Procellariidae","Procellariidae","Petrels and shearwaters",18,"PROCELLARIIFORMES","NONPASSERIFORMES"
"549","Puffinus yelkouan","Puffinus yelkouan",2,"Puffinus yelkouan","Puffinus yelkouan",NA,"Puffinus yelkouan","Puffinus yelkouan","Puffinus yelkouan",NA,NA,3451,"Procellariiformes","Procellariidae","VU",NA,"Puffinus_yelkouan","Yelkouan Shearwater","BL3","Procellariidae","Procellariidae","Petrels and shearwaters",18,"PROCELLARIIFORMES","NONPASSERIFORMES"
"550","Pycnonotus sinensis","Pycnonotus sinensis",2,"Pycnonotus sinensis","Pycnonotus sinensis","Pycnonotus sinensis",NA,"Pycnonotus sinensis","Pycnonotus sinensis","Pycnonotus sinensis","Pycnonotus sinensis",6247,"Passeriformes","Pycnonotidae","LC",NA,"Pycnonotus_sinensis","Light-vented Bulbul","BL3","S9","Pycnonotidae","Bulbuls",160,"PASSERIFORMES","Passeri"
"551","Pyrrhocorax graculus","Pyrrhocorax graculus",2,"Pyrrhocorax graculus","Pyrrhocorax graculus",NA,"Pyrrhocorax graculus","Pyrrhocorax graculus","Pyrrhocorax graculus",NA,NA,5043,"Passeriformes","Corvidae","LC",NA,"Pyrrhocorax_graculus","Yellow-billed Chough","BL3","CC8","Corvidae","Crows and jays",147,"PASSERIFORMES","Passeri"
"552","Pyrrhocorax pyrrhocorax","Pyrrhocorax pyrrhocorax",2,"Pyrrhocorax pyrrhocorax","Pyrrhocorax pyrrhocorax",NA,"Pyrrhocorax pyrrhocorax","Pyrrhocorax pyrrhocorax","Pyrrhocorax pyrrhocorax",NA,NA,5042,"Passeriformes","Corvidae","LC",NA,"Pyrrhocorax_pyrrhocorax","Red-billed Chough","BL3","CC8","Corvidae","Crows and jays",147,"PASSERIFORMES","Passeri"
"553","Pyrrhula pyrrhula","Pyrrhula pyrrhula",2,"Pyrrhula pyrrhula","Pyrrhula pyrrhula","Pyrrhula pyrrhula","Pyrrhula pyrrhula","Pyrrhula pyrrhula","Pyrrhula pyrrhula","Pyrrhula pyrrhula","Pyrrhula pyrrhula",7633,"Passeriformes","Fringillidae","LC",NA,"Pyrrhula_pyrrhula","Eurasian Bullfinch","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"554","Quiscalus major","Quiscalus major",2,"Quiscalus major","Quiscalus major","Quiscalus major","Quiscalus major","Quiscalus major","Quiscalus major","Quiscalus major","Quiscalus major",8381,"Passeriformes","Icteridae","LC",NA,"Quiscalus_major","Boat-tailed Grackle","BL3","P21","Icteridae","New World blackbirds",190,"PASSERIFORMES","Passeri"
"555","Quiscalus quiscula","Quiscalus quiscula",2,"Quiscalus quiscula","Quiscalus quiscula","Quiscalus quiscula","Quiscalus quiscula","Quiscalus quiscula","Quiscalus quiscula","Quiscalus quiscula","Quiscalus quiscula",8384,"Passeriformes","Icteridae","NT",NA,"Quiscalus_quiscula","Common Grackle","BL3","P21","Icteridae","New World blackbirds",190,"PASSERIFORMES","Passeri"
"556","Rallina eurizonoides","Rallina eurizonoides",2,"Rallina eurizonoides","Rallina eurizonoides","Rallina eurizonoides",NA,"Rallina eurizonoides","Rallina eurizonoides","Rallina eurizonoides","Rallina eurizonoides",2450,"Gruiformes","Rallidae","LC",NA,"Rallina_eurizonoides","Slaty-legged Crake","BL3","Rallidae","Rallidae","Rails, crakes and allies",42,"GRUIFORMES","NONPASSERIFORMES"
"557","Rallus aquaticus","Rallus aquaticus",2,"Rallus aquaticus","Rallus aquaticus","Rallus aquaticus","Rallus aquaticus","Rallus aquaticus","Rallus aquaticus","Rallus aquaticus","Rallus aquaticus",8491,"Gruiformes","Rallidae","LC",NA,"Rallus_aquaticus","Water Rail","BL3","Rallidae","Rallidae","Rails, crakes and allies",42,"GRUIFORMES","NONPASSERIFORMES"
"558","Rallus elegans","Rallus elegans",2,"Rallus elegans","Rallus elegans","Rallus elegans","Rallus elegans","Rallus elegans","Rallus elegans","Rallus elegans","Rallus elegans",9837,"Gruiformes","Rallidae","NT",NA,"Rallus_elegans","King Rail","BL3","Rallidae","Rallidae","Rails, crakes and allies",42,"GRUIFORMES","NONPASSERIFORMES"
"559","Rallus limicola","Rallus limicola",2,"Rallus limicola","Rallus limicola","Rallus limicola","Rallus limicola","Rallus limicola","Rallus limicola","Rallus limicola","Rallus limicola",2478,"Gruiformes","Rallidae","LC",NA,"Rallus_limicola","Virginia Rail","BL3","Rallidae","Rallidae","Rails, crakes and allies",42,"GRUIFORMES","NONPASSERIFORMES"
"560","Rallus longirostris","Rallus longirostris",2,"Rallus longirostris","Rallus longirostris","Rallus longirostris","Rallus longirostris","Rallus longirostris","Rallus longirostris","Rallus longirostris","Rallus longirostris",9836,"Gruiformes","Rallidae","LC",NA,"Rallus_longirostris","Clapper Rail","BL3","Rallidae","Rallidae","Rails, crakes and allies",42,"GRUIFORMES","NONPASSERIFORMES"
"561","Recurvirostra avosetta","Recurvirostra avosetta",2,"Recurvirostra avosetta","Recurvirostra avosetta","Recurvirostra avosetta",NA,"Recurvirostra avosetta","Recurvirostra avosetta","Recurvirostra avosetta","Recurvirostra avosetta",2700,"Charadriiformes","Recurvirostridae","LC",NA,"Recurvirostra_avosetta","Pied Avocet","BL3","Charadrii","Recurvirostridae","Stilts and avocets",53,"CHARADRIIFORMES","NONPASSERIFORMES"
"562","Regulus calendula","Regulus calendula",2,"Regulus calendula","Regulus calendula",NA,"Regulus calendula","Regulus calendula","Regulus calendula",NA,NA,NA,NA,NA,NA,NA,"Regulus_calendula","Ruby-crowned Kinglet","BL3","Regulus","Reguliidae","Goldcrests and kinglets",166,"PASSERIFORMES","Passeri"
"563","Regulus ignicapilla","Regulus ignicapilla",2,"Regulus ignicapilla","Regulus ignicapilla",NA,"Regulus ignicapilla","Regulus ignicapilla","Regulus ignicapilla",NA,NA,9427,"Passeriformes","Regulidae","LC",NA,"Regulus_ignicapilla","Firecrest","BL3","Regulus","Reguliidae","Goldcrests and kinglets",166,"PASSERIFORMES","Passeri"
"564","Regulus regulus","Regulus regulus",2,"Regulus regulus","Regulus regulus","Regulus regulus",NA,"Regulus regulus","Regulus regulus","Regulus regulus","Regulus regulus",9426,"Passeriformes","Regulidae","LC",NA,"Regulus_regulus","Goldcrest","BL3","Regulus","Reguliidae","Goldcrests and kinglets",166,"PASSERIFORMES","Passeri"
"565","Regulus satrapa","Regulus satrapa",2,"Regulus satrapa","Regulus satrapa","Regulus satrapa","Regulus satrapa","Regulus satrapa","Regulus satrapa","Regulus satrapa","Regulus satrapa",6234,"Passeriformes","Regulidae","LC",NA,"Regulus_satrapa","Golden-crowned Kinglet","BL3","Regulus","Reguliidae","Goldcrests and kinglets",166,"PASSERIFORMES","Passeri"
"566","Remiz pendulinus","Remiz pendulinus",2,"Remiz pendulinus","Remiz pendulinus","Remiz pendulinus",NA,"Remiz pendulinus","Remiz pendulinus","Remiz macronyx","Remiz pendulinus",11087,"Passeriformes","Remizidae","LC",NA,"Remiz_pendulinus","Eurasian Penduline-tit","BL3","S2","Remizidae","Penduline-tits",155,"PASSERIFORMES","Passeri"
"567","Riparia riparia","Riparia riparia",2,"Riparia riparia","Riparia riparia","Riparia riparia","Riparia riparia","Riparia riparia","Riparia riparia","Riparia riparia","Riparia riparia",10642,"Passeriformes","Hirundinidae","LC",NA,"Riparia_riparia","Sand Martin","BL3","S6","Hirundinidae","Swallows and martins",156,"PASSERIFORMES","Passeri"
"568","Rissa tridactyla","Rissa tridactyla",2,"Rissa tridactyla","Rissa tridactyla","Rissa tridactyla","Rissa tridactyla","Rissa tridactyla","Rissa tridactyla","Rissa tridactyla","Rissa tridactyla",2835,"Charadriiformes","Laridae","VU",NA,"Rissa_tridactyla","Black-legged Kittiwake","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"569","Rostratula benghalensis","Rostratula benghalensis",2,"Rostratula benghalensis","Rostratula benghalensis","Rostratula benghalensis",NA,"Rostratula benghalensis","Rostratula benghalensis","Rostratula benghalensis","Rostratula benghalensis",9535,"Charadriiformes","Rostratulidae","LC",NA,"Rostratula_benghalensis","Greater Painted-snipe","BL3","Scolopaci","Rostratulidae","Painted-snipes",55,"CHARADRIIFORMES","NONPASSERIFORMES"
"570","Rynchops niger","Rynchops niger",2,"Rynchops niger","Rynchops niger","Rynchops niger","Rynchops niger","Rynchops niger","Rynchops niger","Rynchops niger","Rynchops niger",2789,"Charadriiformes","Laridae","LC","Rhynchops niger","Rynchops_niger","Black Skimmer","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"571","Saxicola rubetra","Saxicola rubetra",2,"Saxicola rubetra","Saxicola rubetra","Saxicola rubetra",NA,"Saxicola rubetra","Saxicola rubetra","Saxicola rubetra","Saxicola rubetra",5818,"Passeriformes","Muscicapidae","LC",NA,"Saxicola_rubetra","Whinchat","BL3","M6","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","Passeri"
"572","Saxicola torquatus","Saxicola torquatus",2,"Saxicola torquatus","Saxicola torquatus","Saxicola torquatus","Saxicola torquatus","Saxicola torquatus","Saxicola torquatus","Saxicola torquatus","Saxicola torquatus",5822,"Passeriformes","Muscicapidae","LC","Saxicola torquata","Saxicola_torquatus","Common Stonechat","BL3","M6","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","Passeri"
"573","Sayornis phoebe","Sayornis phoebe",2,"Sayornis phoebe","Sayornis phoebe","Sayornis phoebe","Sayornis phoebe","Sayornis phoebe","Sayornis phoebe","Sayornis phoebe","Sayornis phoebe",3755,"Passeriformes","Tyrannidae","LC",NA,"Sayornis_phoebe","Eastern Phoebe","BL3","TitTyranRest","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","Tyranni"
"574","Scolopax minor","Scolopax minor",2,"Scolopax minor","Scolopax minor","Scolopax minor","Scolopax minor","Scolopax minor","Scolopax minor","Scolopax minor","Scolopax minor",2588,"Charadriiformes","Scolopacidae","LC",NA,"Scolopax_minor","American Woodcock","BL3","Scolopaci","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES"
"575","Scolopax rusticola","Scolopax rusticola",2,"Scolopax rusticola","Scolopax rusticola","Scolopax rusticola","Scolopax rusticola","Scolopax rusticola","Scolopax rusticola","Scolopax rusticola","Scolopax rusticola",2583,"Charadriiformes","Scolopacidae","LC",NA,"Scolopax_rusticola","Eurasian Woodcock","BL3","Scolopaci","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES"
"576","Seiurus aurocapilla","Seiurus aurocapilla",2,"Seiurus aurocapilla","Seiurus aurocapilla","Seiurus aurocapilla","Seiurus aurocapilla","Seiurus aurocapilla","Seiurus aurocapilla","Seiurus aurocapilla","Seiurus aurocapilla",7845,"Passeriformes","Parulidae","LC","Seiurus aurocapillus","Seiurus_aurocapilla","Ovenbird","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"577","Seiurus motacilla","Seiurus motacilla",2,"Seiurus motacilla",NA,NA,NA,"Seiurus motacilla","Seiurus motacilla",NA,NA,NA,NA,NA,NA,NA,"Seiurus_motacilla","Louisiana Waterthrush","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"578","Seiurus noveboracensis","Seiurus noveboracensis",2,"Seiurus noveboracensis",NA,NA,NA,"Seiurus noveboracensis",NA,"Zosterops poliogastrus",NA,NA,NA,NA,NA,NA,"Seiurus_noveboracensis","Northern Waterthrush","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"579","Serinus serinus","Serinus serinus",2,"Serinus serinus","Serinus serinus","Serinus serinus",NA,"Serinus serinus","Serinus serinus","Serinus serinus","Serinus serinus",7527,"Passeriformes","Fringillidae","LC",NA,"Serinus_serinus","European Serin","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"580","Setophaga ruticilla","Setophaga ruticilla",2,"Setophaga ruticilla","Setophaga ruticilla","Setophaga ruticilla","Setophaga ruticilla","Setophaga ruticilla","Setophaga ruticilla","Setophaga ruticilla","Setophaga ruticilla",7841,"Passeriformes","Parulidae","LC",NA,"Setophaga_ruticilla","American Redstart","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"581","Sialia sialis","Sialia sialis",2,"Sialia sialis","Sialia sialis","Sialia sialis","Sialia sialis","Sialia sialis","Sialia sialis","Sialia sialis","Sialia sialis",5534,"Passeriformes","Turdidae","LC",NA,"Sialia_sialis","Eastern Bluebird","BL3","M5","Turdidae","Thrushes",178,"PASSERIFORMES","Passeri"
"582","Sitta canadensis","Sitta canadensis",2,"Sitta canadensis","Sitta canadensis","Sitta canadensis","Sitta canadensis","Sitta canadensis","Sitta canadensis","Sitta canadensis","Sitta canadensis",6014,"Passeriformes","Sittidae","LC",NA,"Sitta_canadensis","Red-breasted Nuthatch","BL3","M1","Sittidae","Nuthatches and Wallcreeper",173,"PASSERIFORMES","Passeri"
"583","Sitta carolinensis","Sitta carolinensis",2,"Sitta carolinensis","Sitta carolinensis","Sitta carolinensis","Sitta carolinensis","Sitta carolinensis","Sitta carolinensis","Sitta carolinensis","Sitta carolinensis",6015,"Passeriformes","Sittidae","LC",NA,"Sitta_carolinensis","White-breasted Nuthatch","BL3","M1","Sittidae","Nuthatches and Wallcreeper",173,"PASSERIFORMES","Passeri"
"584","Sitta europaea","Sitta europaea",2,"Sitta europaea","Sitta europaea","Sitta europaea",NA,"Sitta europaea","Sitta europaea","Sitta europaea","Sitta europaea",10884,"Passeriformes","Sittidae","LC",NA,"Sitta_europaea","Wood Nuthatch","BL3","M1","Sittidae","Nuthatches and Wallcreeper",173,"PASSERIFORMES","Passeri"
"585","Sitta neumayer","Sitta neumayer",2,"Sitta neumayer","Sitta neumayer",NA,"Sitta neumayer","Sitta neumayer","Sitta neumayer",NA,NA,6016,"Passeriformes","Sittidae","LC",NA,"Sitta_neumayer","Western Rock-nuthatch","BL3","M1","Sittidae","Nuthatches and Wallcreeper",173,"PASSERIFORMES","Passeri"
"586","Somateria mollissima","Somateria mollissima",2,"Somateria mollissima","Somateria mollissima","Somateria mollissima","Somateria mollissima","Somateria mollissima","Somateria mollissima","Somateria mollissima","Somateria mollissima",440,"Anseriformes","Anatidae","NT",NA,"Somateria_mollissima","Common Eider","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"587","Somateria spectabilis","Somateria spectabilis",2,"Somateria spectabilis","Somateria spectabilis","Somateria spectabilis","Somateria spectabilis","Somateria spectabilis","Somateria spectabilis","Somateria spectabilis","Somateria spectabilis",441,"Anseriformes","Anatidae","LC",NA,"Somateria_spectabilis","King Eider","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"588","Sphyrapicus varius","Sphyrapicus varius",2,"Sphyrapicus varius","Sphyrapicus varius","Sphyrapicus varius","Sphyrapicus varius","Sphyrapicus varius","Sphyrapicus varius","Sphyrapicus varius","Sphyrapicus varius",540,"Piciformes","Picidae","LC",NA,"Sphyrapicus_varius","Yellow-bellied Sapsucker","BL3","Picidae","Picidae","Woodpeckers",95,"PICIFORMES","NONPASSERIFORMES"
"589","Spilornis cheela","Spilornis cheela",2,"Spilornis cheela","Spilornis cheela","Spilornis cheela",NA,"Spilornis cheela","Spilornis cheela","Spilornis cheela","Spilornis cheela",2959,"Accipitriformes","Accipitridae","LC",NA,"Spilornis_cheela","Crested Serpent-eagle","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"590","Spiza americana","Spiza americana",2,"Spiza americana","Spiza americana","Spiza americana","Spiza americana","Spiza americana","Spiza americana","Spiza americana","Spiza americana",8270,"Passeriformes","Cardinalidae","LC",NA,"Spiza_americana","Dickcissel","BL3","P12","Cardinalidae","Grosbeaks, saltators and allies",194,"PASSERIFORMES","Passeri"
"591","Spizella pallida","Spizella pallida",2,"Spizella pallida","Spizella pallida","Spizella pallida","Spizella pallida","Spizella pallida","Spizella pallida","Spizella pallida","Spizella pallida",7739,"Passeriformes","Passerellidae","LC",NA,"Spizella_pallida","Clay-coloured Sparrow","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"592","Spizella passerina","Spizella passerina",2,"Spizella passerina","Spizella passerina","Spizella passerina","Spizella passerina","Spizella passerina","Spizella passerina","Spizella passerina","Spizella passerina",7738,"Passeriformes","Passerellidae","LC",NA,"Spizella_passerina","Chipping Sparrow","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"593","Spizella pusilla","Spizella pusilla",2,"Spizella pusilla","Spizella pusilla","Spizella pusilla","Spizella pusilla","Spizella pusilla","Spizella pusilla","Spizella pusilla","Spizella pusilla",7740,"Passeriformes","Passerellidae","LC",NA,"Spizella_pusilla","Field Sparrow","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
