"","Order","FamilyName","ScientificName","RL_Category","Synonyms"
"1","Struthioniformes","Rheidae","Rhea americana","NT",NA
"2","Struthioniformes","Rheidae","Rhea pennata","LC",NA
"3","Struthioniformes","Casuariidae","Casuarius casuarius","LC",NA
"4","Struthioniformes","Casuariidae","Casuarius bennetti","LC",NA
"5","Struthioniformes","Casuariidae","Casuarius unappendiculatus","LC",NA
"6","Struthioniformes","Casuariidae","Dromaius novaehollandiae","LC",NA
"7","Struthioniformes","Apterygidae","Apteryx australis","VU",NA
"8","Struthioniformes","Apterygidae","Apteryx owenii","NT",NA
"9","Struthioniformes","Apterygidae","Apteryx haastii","VU",NA
"10","Struthioniformes","Tinamidae","Tinamus tao","VU",NA
"11","Struthioniformes","Tinamidae","Tinamus solitarius","NT",NA
"12","Struthioniformes","Tinamidae","Tinamus osgoodi","VU",NA
"13","Struthioniformes","Tinamidae","Tinamus major","LC",NA
"14","Struthioniformes","Tinamidae","Tinamus guttatus","NT",NA
"15","Struthioniformes","Tinamidae","Nothocercus bonapartei","LC",NA
"16","Struthioniformes","Tinamidae","Nothocercus julius","LC",NA
"17","Struthioniformes","Tinamidae","Nothocercus nigrocapillus","LC",NA
"18","Struthioniformes","Tinamidae","Crypturellus berlepschi","LC",NA
"19","Struthioniformes","Tinamidae","Crypturellus cinereus","LC",NA
"20","Struthioniformes","Tinamidae","Crypturellus soui","LC",NA
"21","Struthioniformes","Tinamidae","Crypturellus ptaritepui","LC",NA
"22","Struthioniformes","Tinamidae","Crypturellus obsoletus","LC",NA
"23","Struthioniformes","Tinamidae","Crypturellus cinnamomeus","LC",NA
"24","Struthioniformes","Tinamidae","Crypturellus undulatus","LC",NA
"25","Struthioniformes","Tinamidae","Crypturellus transfasciatus","NT",NA
"26","Struthioniformes","Tinamidae","Crypturellus strigulosus","LC",NA
"27","Struthioniformes","Tinamidae","Crypturellus boucardi","VU",NA
"28","Struthioniformes","Tinamidae","Crypturellus kerriae","VU",NA
"29","Struthioniformes","Tinamidae","Crypturellus duidae","LC",NA
"30","Struthioniformes","Tinamidae","Crypturellus noctivagus","NT",NA
"31","Struthioniformes","Tinamidae","Crypturellus atrocapillus","LC",NA
"32","Struthioniformes","Tinamidae","Crypturellus variegatus","LC",NA
"33","Struthioniformes","Tinamidae","Crypturellus brevirostris","LC",NA
"34","Struthioniformes","Tinamidae","Crypturellus bartletti","LC",NA
"35","Struthioniformes","Tinamidae","Crypturellus parvirostris","LC",NA
"36","Struthioniformes","Tinamidae","Crypturellus casiquiare","LC",NA
"37","Struthioniformes","Tinamidae","Crypturellus tataupa","LC",NA
"38","Struthioniformes","Tinamidae","Nothoprocta taczanowskii","VU",NA
"39","Struthioniformes","Tinamidae","Nothoprocta ornata","LC",NA
"40","Struthioniformes","Tinamidae","Nothoprocta pentlandii","LC",NA
"41","Struthioniformes","Tinamidae","Nothoprocta cinerascens","LC",NA
"42","Struthioniformes","Tinamidae","Nothoprocta perdicaria","LC",NA
"43","Struthioniformes","Tinamidae","Nothoprocta curvirostris","LC",NA
"44","Struthioniformes","Tinamidae","Nothura darwinii","LC",NA
"45","Struthioniformes","Tinamidae","Nothura minor","VU",NA
"46","Struthioniformes","Tinamidae","Nothura boraquira","LC",NA
"47","Struthioniformes","Tinamidae","Taoniscus nanus","EN",NA
"48","Struthioniformes","Tinamidae","Eudromia elegans","LC",NA
"49","Struthioniformes","Tinamidae","Eudromia formosa","LC",NA
"50","Struthioniformes","Tinamidae","Tinamotis pentlandii","LC",NA
"51","Struthioniformes","Tinamidae","Tinamotis ingoufi","LC",NA
"52","Galliformes","Cracidae","Ortalis vetula","LC",NA
"53","Galliformes","Cracidae","Ortalis cinereiceps","LC",NA
"54","Galliformes","Cracidae","Ortalis garrula","LC",NA
"55","Galliformes","Cracidae","Ortalis ruficauda","LC",NA
"56","Galliformes","Cracidae","Ortalis erythroptera","VU",NA
"57","Galliformes","Cracidae","Ortalis wagleri","LC",NA
"58","Galliformes","Cracidae","Ortalis poliocephala","LC",NA
"59","Galliformes","Cracidae","Ortalis canicollis","LC",NA
"60","Galliformes","Cracidae","Ortalis leucogastra","LC",NA
"61","Galliformes","Cracidae","Ortalis motmot","LC",NA
"62","Galliformes","Cracidae","Ortalis superciliaris","LC",NA
"63","Galliformes","Cracidae","Penelope argyrotis","LC",NA
"64","Galliformes","Cracidae","Penelope barbata","NT",NA
"65","Galliformes","Cracidae","Penelope ortoni","EN",NA
"66","Galliformes","Cracidae","Penelope montagnii","LC",NA
"67","Galliformes","Cracidae","Penelope marail","LC",NA
"68","Galliformes","Cracidae","Penelope superciliaris","NT",NA
"69","Galliformes","Cracidae","Penelope dabbenei","LC",NA
"70","Galliformes","Cracidae","Penelope purpurascens","NT",NA
"71","Galliformes","Cracidae","Penelope perspicax","VU",NA
"72","Galliformes","Cracidae","Penelope albipennis","EN",NA
"73","Galliformes","Cracidae","Penelope jacquacu","LC",NA
"74","Galliformes","Cracidae","Penelope obscura","LC",NA
"75","Galliformes","Cracidae","Penelope pileata","VU",NA
"76","Galliformes","Cracidae","Penelope ochrogaster","VU",NA
"77","Galliformes","Cracidae","Penelope jacucaca","VU",NA
"78","Galliformes","Cracidae","Pipile pipile","CR",NA
"79","Galliformes","Cracidae","Pipile cujubi","VU","Aburria cujubi"
"80","Galliformes","Cracidae","Pipile jacutinga","EN","Penelope jacutinga"
"81","Galliformes","Cracidae","Aburria aburri","NT",NA
"82","Galliformes","Cracidae","Chamaepetes unicolor","LC",NA
"83","Galliformes","Cracidae","Chamaepetes goudotii","LC",NA
"84","Galliformes","Cracidae","Penelopina nigra","VU",NA
"85","Galliformes","Cracidae","Oreophasis derbianus","EN",NA
"86","Galliformes","Cracidae","Nothocrax urumutum","LC",NA
"87","Galliformes","Cracidae","Mitu tomentosum","NT","Mitu tomentosa; Crax tomentosa"
"88","Galliformes","Cracidae","Mitu salvini","LC","Crax salvini"
"89","Galliformes","Cracidae","Mitu tuberosum","NT","Mitu tuberosa; Crax tuberosa"
"90","Galliformes","Cracidae","Mitu mitu","EW",NA
"91","Galliformes","Cracidae","Pauxi pauxi","EN",NA
"92","Galliformes","Cracidae","Crax rubra","VU",NA
"93","Galliformes","Cracidae","Crax alberti","CR",NA
"94","Galliformes","Cracidae","Crax daubentoni","NT",NA
"95","Galliformes","Cracidae","Crax alector","LC",NA
"96","Galliformes","Cracidae","Crax globulosa","EN",NA
"97","Galliformes","Cracidae","Crax blumenbachii","EN",NA
"98","Galliformes","Megapodiidae","Alectura lathami","LC",NA
"99","Galliformes","Megapodiidae","Aepypodius arfakianus","LC",NA
"100","Galliformes","Megapodiidae","Aepypodius bruijnii","EN",NA
"101","Galliformes","Megapodiidae","Talegalla cuvieri","LC",NA
"102","Galliformes","Megapodiidae","Talegalla fuscirostris","LC",NA
"103","Galliformes","Megapodiidae","Talegalla jobiensis","LC",NA
"104","Galliformes","Megapodiidae","Macrocephalon maleo","CR",NA
"105","Galliformes","Megapodiidae","Megapodius nicobariensis","VU",NA
"106","Galliformes","Megapodiidae","Megapodius cumingii","LC",NA
"107","Galliformes","Megapodiidae","Megapodius bernsteinii","VU",NA
"108","Galliformes","Megapodiidae","Megapodius freycinet","LC",NA
"109","Galliformes","Megapodiidae","Megapodius decollatus","LC",NA
"110","Galliformes","Megapodiidae","Megapodius eremita","LC",NA
"111","Galliformes","Megapodiidae","Megapodius layardi","VU",NA
"112","Galliformes","Megapodiidae","Megapodius laperouse","NT",NA
"113","Galliformes","Megapodiidae","Megapodius pritchardii","VU",NA
"114","Galliformes","Megapodiidae","Eulipoa wallacei","VU",NA
"115","Galliformes","Megapodiidae","Leipoa ocellata","VU",NA
"116","Galliformes","Phasianidae","Lerwa lerwa","LC",NA
"117","Galliformes","Phasianidae","Ammoperdix griseogularis","LC",NA
"118","Galliformes","Phasianidae","Ammoperdix heyi","LC",NA
"119","Galliformes","Phasianidae","Tetraogallus caucasicus","LC",NA
"120","Galliformes","Phasianidae","Tetraogallus caspius","LC",NA
"121","Galliformes","Phasianidae","Tetraogallus tibetanus","LC",NA
"122","Galliformes","Phasianidae","Tetraogallus altaicus","LC",NA
"123","Galliformes","Phasianidae","Tetraogallus himalayensis","LC",NA
"124","Galliformes","Phasianidae","Tetraophasis obscurus","LC",NA
"125","Galliformes","Phasianidae","Tetraophasis szechenyii","LC",NA
"126","Galliformes","Phasianidae","Alectoris graeca","NT",NA
"127","Galliformes","Phasianidae","Alectoris chukar","LC",NA
"128","Galliformes","Phasianidae","Alectoris philbyi","LC",NA
"129","Galliformes","Phasianidae","Alectoris magna","LC",NA
"130","Galliformes","Phasianidae","Alectoris barbara","LC",NA
"131","Galliformes","Phasianidae","Alectoris rufa","NT",NA
"132","Galliformes","Phasianidae","Alectoris melanocephala","LC",NA
"133","Galliformes","Phasianidae","Francolinus francolinus","LC",NA
"134","Galliformes","Phasianidae","Francolinus pictus","LC",NA
"135","Galliformes","Phasianidae","Francolinus pintadeanus","LC",NA
"136","Galliformes","Phasianidae","Ortygornis pondicerianus","LC",NA
"137","Galliformes","Phasianidae","Ortygornis gularis","VU",NA
"138","Galliformes","Phasianidae","Campocolinus coqui","LC","Francolinus coqui"
"139","Galliformes","Phasianidae","Campocolinus albogularis","LC","Francolinus albogularis"
"140","Galliformes","Phasianidae","Campocolinus schlegelii","LC","Francolinus schlegelii"
"141","Galliformes","Phasianidae","Peliperdix lathami","LC","Francolinus lathami"
"142","Galliformes","Phasianidae","Ortygornis sephaena","LC","Francolinus sephaena"
"143","Galliformes","Phasianidae","Scleroptila streptophora","NT","Francolinus streptophorus"
"144","Galliformes","Phasianidae","Scleroptila finschi","LC","Francolinus finschi"
"145","Galliformes","Phasianidae","Scleroptila afra","LC","Francolinus africanus; Perdix afra; Scleroptila africanus"
"146","Galliformes","Phasianidae","Scleroptila levaillantii","LC","Francolinus levaillantii"
"147","Galliformes","Phasianidae","Scleroptila gutturalis","LC","Francolinus gutturalis; Francolinus levaillantoides"
"148","Galliformes","Odontophoridae","Ptilopachus nahani","VU","Francolinus nahani"
"149","Galliformes","Phasianidae","Pternistis hartlaubi","LC","Francolinus hartlaubi"
"150","Galliformes","Phasianidae","Pternistis bicalcaratus","LC","Francolinus bicalcaratus"
"151","Galliformes","Phasianidae","Pternistis clappertoni","LC","Francolinus clappertoni"
"152","Galliformes","Phasianidae","Pternistis icterorhynchus","LC","Francolinus icterorhynchus"
"153","Galliformes","Phasianidae","Pternistis harwoodi","NT","Francolinus harwoodi"
"154","Galliformes","Phasianidae","Pternistis adspersus","LC","Francolinus adspersus"
"155","Galliformes","Phasianidae","Pternistis capensis","LC","Francolinus capensis"
"156","Galliformes","Phasianidae","Pternistis hildebrandti","LC","Francolinus hildebrandti"
"157","Galliformes","Phasianidae","Pternistis natalensis","LC","Francolinus natalensis"
"158","Galliformes","Phasianidae","Pternistis ahantensis","LC","Francolinus ahantensis"
"159","Galliformes","Phasianidae","Pternistis squamatus","LC","Francolinus squamatus"
"160","Galliformes","Phasianidae","Pternistis griseostriatus","LC","Francolinus griseostriatus"
"161","Galliformes","Phasianidae","Pternistis leucoscepus","LC","Francolinus leucoscepus"
"162","Galliformes","Phasianidae","Pternistis rufopictus","LC","Francolinus rufopictus"
"163","Galliformes","Phasianidae","Pternistis afer","LC","Francolinus afer"
"164","Galliformes","Phasianidae","Pternistis swainsonii","LC","Francolinus swainsonii"
"165","Galliformes","Phasianidae","Pternistis erckelii","LC","Francolinus erckelii"
"166","Galliformes","Phasianidae","Pternistis ochropectus","CR","Francolinus ochropectus"
"167","Galliformes","Phasianidae","Pternistis nobilis","LC","Francolinus nobilis"
"168","Galliformes","Phasianidae","Pternistis jacksoni","LC","Francolinus jacksoni"
"169","Galliformes","Phasianidae","Pternistis camerunensis","EN","Francolinus camerunensis"
"170","Galliformes","Phasianidae","Pternistis swierstrai","EN","Francolinus swierstrai"
"171","Galliformes","Phasianidae","Xenoperdix udzungwensis","EN",NA
"172","Galliformes","Phasianidae","Perdix perdix","LC",NA
"173","Galliformes","Phasianidae","Perdix dauurica","LC",NA
"174","Galliformes","Phasianidae","Perdix hodgsoniae","LC",NA
"175","Galliformes","Phasianidae","Margaroperdix madagarensis","LC","Margaroperdix madagarensis"
"176","Galliformes","Phasianidae","Melanoperdix niger","VU","Melanoperdix nigra"
"177","Galliformes","Phasianidae","Coturnix coturnix","LC",NA
"178","Galliformes","Phasianidae","Coturnix japonica","NT",NA
"179","Galliformes","Phasianidae","Coturnix pectoralis","LC",NA
"180","Galliformes","Phasianidae","Coturnix novaezelandiae","EX",NA
"181","Galliformes","Phasianidae","Coturnix coromandelica","LC",NA
"182","Galliformes","Phasianidae","Coturnix delegorguei","LC",NA
"183","Galliformes","Phasianidae","Synoicus ypsilophorus","LC","Coturnix ypsilophora"
"184","Galliformes","Phasianidae","Synoicus adansonii","LC","Coturnix adansonii_old"
"185","Galliformes","Phasianidae","Synoicus chinensis","LC","Coturnix chinensis_old"
"186","Galliformes","Phasianidae","Anurophasis monorthonyx","NT",NA
"187","Galliformes","Phasianidae","Perdicula asiatica","LC",NA
"188","Galliformes","Phasianidae","Perdicula argoondah","LC",NA
"189","Galliformes","Phasianidae","Perdicula erythrorhyncha","LC",NA
"190","Galliformes","Phasianidae","Perdicula manipurensis","EN",NA
"191","Galliformes","Phasianidae","Arborophila torqueola","LC",NA
"192","Galliformes","Phasianidae","Arborophila rufogularis","LC",NA
"193","Galliformes","Phasianidae","Arborophila atrogularis","NT",NA
"194","Galliformes","Phasianidae","Arborophila crudigularis","LC",NA
"195","Galliformes","Phasianidae","Arborophila mandellii","NT",NA
"196","Galliformes","Phasianidae","Arborophila brunneopectus","LC",NA
"197","Galliformes","Phasianidae","Arborophila rufipectus","EN",NA
"198","Galliformes","Phasianidae","Arborophila orientalis","VU",NA
"199","Galliformes","Phasianidae","Arborophila javanica","LC",NA
"200","Galliformes","Phasianidae","Arborophila hyperythra","LC",NA
"201","Galliformes","Phasianidae","Arborophila gingica","NT",NA
"202","Galliformes","Phasianidae","Arborophila davidi","NT",NA
"203","Galliformes","Phasianidae","Arborophila cambodiana","LC",NA
"204","Galliformes","Phasianidae","Arborophila rubrirostris","LC",NA
"205","Galliformes","Phasianidae","Arborophila ardens","VU",NA
"206","Galliformes","Phasianidae","Caloperdix oculeus","NT","Caloperdix oculea"
"207","Galliformes","Phasianidae","Haematortyx sanguiniceps","LC",NA
"208","Galliformes","Phasianidae","Rollulus rouloul","VU",NA
"209","Galliformes","Odontophoridae","Ptilopachus petrosus","LC",NA
"210","Galliformes","Phasianidae","Bambusicola fytchii","LC",NA
"211","Galliformes","Phasianidae","Galloperdix spadicea","LC",NA
"212","Galliformes","Phasianidae","Galloperdix lunulata","LC",NA
"213","Galliformes","Phasianidae","Galloperdix bicalcarata","LC",NA
"214","Galliformes","Phasianidae","Ophrysia superciliosa","CR",NA
"215","Galliformes","Phasianidae","Ithaginis cruentus","LC",NA
"216","Galliformes","Phasianidae","Tragopan melanocephalus","VU",NA
"217","Galliformes","Phasianidae","Tragopan satyra","NT",NA
"218","Galliformes","Phasianidae","Tragopan blythii","VU",NA
"219","Galliformes","Phasianidae","Tragopan temminckii","LC",NA
"220","Galliformes","Phasianidae","Tragopan caboti","VU",NA
"221","Galliformes","Phasianidae","Pucrasia macrolopha","LC",NA
"222","Galliformes","Phasianidae","Lophophorus impejanus","LC",NA
"223","Galliformes","Phasianidae","Lophophorus sclateri","VU",NA
"224","Galliformes","Phasianidae","Lophophorus lhuysii","VU",NA
"225","Galliformes","Phasianidae","Gallus gallus","LC",NA
"226","Galliformes","Phasianidae","Gallus sonneratii","LC",NA
"227","Galliformes","Phasianidae","Gallus lafayettii","LC",NA
"228","Galliformes","Phasianidae","Gallus varius","LC",NA
"229","Galliformes","Phasianidae","Lophura leucomelanos","LC",NA
"230","Galliformes","Phasianidae","Lophura nycthemera","LC",NA
"231","Galliformes","Phasianidae","Lophura swinhoii","NT",NA
"232","Galliformes","Phasianidae","Lophura diardi","LC",NA
"233","Galliformes","Phasianidae","Lophura bulweri","VU","Lobiophasis bulweri"
"234","Galliformes","Phasianidae","Crossoptilon harmani","NT",NA
"235","Galliformes","Phasianidae","Crossoptilon crossoptilon","NT",NA
"236","Galliformes","Phasianidae","Crossoptilon mantchuricum","VU",NA
"237","Galliformes","Phasianidae","Crossoptilon auritum","LC",NA
"238","Galliformes","Phasianidae","Catreus wallichii","VU","Catreus wallichi"
"239","Galliformes","Phasianidae","Syrmaticus ellioti","NT",NA
"240","Galliformes","Phasianidae","Syrmaticus humiae","NT",NA
"241","Galliformes","Phasianidae","Syrmaticus mikado","NT",NA
"242","Galliformes","Phasianidae","Syrmaticus soemmerringii","NT","Syrmaticus soemmerringi"
"243","Galliformes","Phasianidae","Syrmaticus reevesii","VU",NA
"244","Galliformes","Phasianidae","Chrysolophus pictus","LC",NA
"245","Galliformes","Phasianidae","Chrysolophus amherstiae","LC",NA
"246","Galliformes","Phasianidae","Polyplectron chalcurum","LC",NA
"247","Galliformes","Phasianidae","Polyplectron inopinatum","VU",NA
"248","Galliformes","Phasianidae","Polyplectron germaini","NT",NA
"249","Galliformes","Phasianidae","Polyplectron malacense","EN",NA
"250","Galliformes","Phasianidae","Polyplectron schleiermacheri","EN",NA
"251","Galliformes","Phasianidae","Polyplectron napoleonis","VU","Polyplectron emphanum"
"252","Galliformes","Phasianidae","Afropavo congensis","NT",NA
"253","Galliformes","Phasianidae","Pavo cristatus","LC",NA
"254","Galliformes","Phasianidae","Pavo muticus","EN",NA
"255","Galliformes","Phasianidae","Falcipennis falcipennis","NT","Dendragapus falcipennis"
"256","Galliformes","Phasianidae","Lagopus lagopus","LC",NA
"257","Galliformes","Phasianidae","Lagopus muta","LC","Lagopus mutus"
"258","Galliformes","Phasianidae","Lagopus leucura","LC","Lagopus leucurus"
"259","Galliformes","Phasianidae","Lyrurus tetrix","LC","Tetrao tetrix"
"260","Galliformes","Phasianidae","Lyrurus mlokosiewiczi","NT","Tetrao mlokosiewiczi"
"261","Galliformes","Phasianidae","Tetrao urogallus","LC",NA
"262","Galliformes","Phasianidae","Tetrao urogalloides","LC",NA
"263","Galliformes","Phasianidae","Tetrastes bonasia","LC",NA
"264","Galliformes","Phasianidae","Tetrastes sewerzowi","NT",NA
"265","Galliformes","Phasianidae","Bonasa umbellus","LC",NA
"266","Galliformes","Phasianidae","Centrocercus urophasianus","NT",NA
"267","Galliformes","Phasianidae","Tympanuchus phasianellus","LC",NA
"268","Galliformes","Phasianidae","Tympanuchus cupido","NT",NA
"269","Galliformes","Phasianidae","Tympanuchus pallidicinctus","VU",NA
"270","Galliformes","Phasianidae","Meleagris gallopavo","LC",NA
"271","Galliformes","Phasianidae","Meleagris ocellata","NT","Agriocharis ocellata"
"272","Galliformes","Numididae","Agelastes meleagrides","VU",NA
"273","Galliformes","Numididae","Agelastes niger","LC",NA
"274","Galliformes","Numididae","Numida meleagris","LC",NA
"275","Galliformes","Numididae","Guttera plumifera","LC",NA
"276","Galliformes","Numididae","Acryllium vulturinum","LC",NA
"277","Galliformes","Odontophoridae","Dendrortyx barbatus","VU",NA
"278","Galliformes","Odontophoridae","Dendrortyx macroura","LC",NA
"279","Galliformes","Odontophoridae","Dendrortyx leucophrys","LC",NA
"280","Galliformes","Odontophoridae","Oreortyx pictus","LC",NA
"281","Galliformes","Odontophoridae","Callipepla squamata","LC",NA
"282","Galliformes","Odontophoridae","Callipepla douglasii","LC","Lophortyx douglasii"
"283","Galliformes","Odontophoridae","Callipepla californica","LC","Lophortyx californica"
"284","Galliformes","Odontophoridae","Callipepla gambelii","LC","Lophortyx gambelii"
"285","Galliformes","Odontophoridae","Philortyx fasciatus","LC",NA
"286","Galliformes","Odontophoridae","Colinus nigrogularis","LC",NA
"287","Galliformes","Odontophoridae","Odontophorus gujanensis","LC",NA
"288","Galliformes","Odontophoridae","Odontophorus capueira","LC",NA
"289","Galliformes","Odontophoridae","Odontophorus melanotis","NT",NA
"290","Galliformes","Odontophoridae","Odontophorus erythrops","LC",NA
"291","Galliformes","Odontophoridae","Odontophorus atrifrons","VU",NA
"292","Galliformes","Odontophoridae","Odontophorus hyperythrus","LC","Odontophorus hyperthyrus"
"293","Galliformes","Odontophoridae","Odontophorus melanonotus","VU",NA
"294","Galliformes","Odontophoridae","Odontophorus speciosus","LC",NA
"295","Galliformes","Odontophoridae","Odontophorus dialeucos","LC",NA
"296","Galliformes","Odontophoridae","Odontophorus strophium","VU",NA
"297","Galliformes","Odontophoridae","Odontophorus columbianus","NT",NA
"298","Galliformes","Odontophoridae","Odontophorus leucolaemus","LC",NA
"299","Galliformes","Odontophoridae","Odontophorus balliviani","LC",NA
"300","Galliformes","Odontophoridae","Odontophorus stellatus","LC",NA
"301","Galliformes","Odontophoridae","Odontophorus guttatus","LC",NA
"302","Galliformes","Odontophoridae","Dactylortyx thoracicus","LC",NA
"303","Galliformes","Odontophoridae","Cyrtonyx ocellatus","VU",NA
"304","Galliformes","Odontophoridae","Rhynchortyx cinctus","NT",NA
"305","Anseriformes","Anhimidae","Anhima cornuta","LC",NA
"306","Anseriformes","Anhimidae","Chauna chavaria","NT",NA
"307","Anseriformes","Anhimidae","Chauna torquata","LC",NA
"308","Anseriformes","Anseranatidae","Anseranas semipalmata","LC",NA
"309","Anseriformes","Anatidae","Dendrocygna guttata","LC",NA
"310","Anseriformes","Anatidae","Dendrocygna eytoni","LC",NA
"311","Anseriformes","Anatidae","Dendrocygna bicolor","LC",NA
"312","Anseriformes","Anatidae","Dendrocygna arcuata","LC",NA
"313","Anseriformes","Anatidae","Dendrocygna javanica","LC",NA
"314","Anseriformes","Anatidae","Dendrocygna viduata","LC",NA
"315","Anseriformes","Anatidae","Dendrocygna arborea","NT",NA
"316","Anseriformes","Anatidae","Dendrocygna autumnalis","LC",NA
"317","Anseriformes","Anatidae","Thalassornis leuconotus","LC",NA
"318","Anseriformes","Anatidae","Nomonyx dominicus","LC","Oxyura dominica"
"319","Anseriformes","Anatidae","Oxyura leucocephala","EN",NA
"320","Anseriformes","Anatidae","Oxyura maccoa","EN",NA
"321","Anseriformes","Anatidae","Oxyura vittata","LC",NA
"322","Anseriformes","Anatidae","Oxyura australis","LC",NA
"323","Anseriformes","Anatidae","Biziura lobata","LC",NA
"324","Anseriformes","Anatidae","Heteronetta atricapilla","LC",NA
"325","Anseriformes","Anatidae","Stictonetta naevosa","LC",NA
"326","Anseriformes","Anatidae","Cygnus olor","LC",NA
"327","Anseriformes","Anatidae","Cygnus atratus","LC",NA
"328","Anseriformes","Anatidae","Cygnus melancoryphus","LC","Cygnus melanocorypha; Cygnus melanocoryphus"
"329","Anseriformes","Anatidae","Cygnus cygnus","LC",NA
"330","Anseriformes","Anatidae","Cygnus buccinator","LC",NA
"331","Anseriformes","Anatidae","Cygnus columbianus","LC",NA
"332","Anseriformes","Anatidae","Coscoroba coscoroba","LC",NA
"333","Anseriformes","Anatidae","Anser cygnoid","VU","Anser cygnoides"
"334","Anseriformes","Anatidae","Anser brachyrhynchus","LC",NA
"335","Anseriformes","Anatidae","Anser fabalis","LC",NA
"336","Anseriformes","Anatidae","Anser albifrons","LC",NA
"337","Anseriformes","Anatidae","Anser erythropus","VU",NA
"338","Anseriformes","Anatidae","Anser anser","LC",NA
"339","Anseriformes","Anatidae","Anser indicus","LC",NA
"340","Anseriformes","Anatidae","Anser caerulescens","LC","Anser caerulescens; Chen caerulescens"
"341","Anseriformes","Anatidae","Anser rossii","LC","Anser rossi; Anser rossii; Chen rossii"
"342","Anseriformes","Anatidae","Anser canagicus","NT","Anser canagica; Anas canagica; Chen canagicus; Chen canagica"
"343","Anseriformes","Anatidae","Branta sandvicensis","NT",NA
"344","Anseriformes","Anatidae","Branta canadensis","LC",NA
"345","Anseriformes","Anatidae","Branta leucopsis","LC",NA
"346","Anseriformes","Anatidae","Branta bernicla","LC",NA
"347","Anseriformes","Anatidae","Branta ruficollis","VU",NA
"348","Anseriformes","Anatidae","Cereopsis novaehollandiae","LC",NA
"349","Anseriformes","Anatidae","Cyanochen cyanoptera","NT","Cyanochen cyanopterus"
"350","Anseriformes","Anatidae","Chloephaga melanoptera","LC",NA
"351","Anseriformes","Anatidae","Chloephaga picta","LC",NA
"352","Anseriformes","Anatidae","Chloephaga hybrida","LC",NA
"353","Anseriformes","Anatidae","Chloephaga poliocephala","LC",NA
"354","Anseriformes","Anatidae","Chloephaga rubidiceps","LC",NA
"355","Anseriformes","Anatidae","Neochen jubata","NT","Neochen jubatus"
"356","Anseriformes","Anatidae","Alopochen aegyptiaca","LC","Alopochen aegyptiacus"
"357","Anseriformes","Anatidae","Tadorna ferruginea","LC",NA
"358","Anseriformes","Anatidae","Tadorna cana","LC",NA
"359","Anseriformes","Anatidae","Tadorna tadornoides","LC",NA
"360","Anseriformes","Anatidae","Tadorna variegata","LC","Tadorna variegate"
"361","Anseriformes","Anatidae","Tadorna cristata","CR",NA
"362","Anseriformes","Anatidae","Tadorna tadorna","LC",NA
"363","Anseriformes","Anatidae","Radjah radjah","LC","Tadorna radjah"
"364","Anseriformes","Anatidae","Tachyeres pteneres","LC",NA
"365","Anseriformes","Anatidae","Tachyeres leucocephalus","VU",NA
"366","Anseriformes","Anatidae","Tachyeres brachypterus","LC",NA
"367","Anseriformes","Anatidae","Tachyeres patachonicus","LC",NA
"368","Anseriformes","Anatidae","Plectropterus gambensis","LC",NA
"369","Anseriformes","Anatidae","Cairina moschata","LC",NA
"370","Anseriformes","Anatidae","Asarcornis scutulata","EN","Cairina scutulata"
"371","Anseriformes","Anatidae","Pteronetta hartlaubii","LC","Pteronetta hartlaubi"
"372","Anseriformes","Anatidae","Nettapus pulchellus","LC",NA
"373","Anseriformes","Anatidae","Nettapus coromandelianus","LC",NA
"374","Anseriformes","Anatidae","Nettapus auritus","LC",NA
"375","Anseriformes","Anatidae","Callonetta leucophrys","LC",NA
"376","Anseriformes","Anatidae","Aix sponsa","LC",NA
"377","Anseriformes","Anatidae","Aix galericulata","LC",NA
"378","Anseriformes","Anatidae","Chenonetta jubata","LC",NA
"379","Anseriformes","Anatidae","Amazonetta brasiliensis","LC",NA
"380","Anseriformes","Anatidae","Merganetta armata","LC",NA
"381","Anseriformes","Anatidae","Hymenolaimus malacorhynchos","EN",NA
"382","Anseriformes","Anatidae","Salvadorina waigiuensis","LC",NA
"383","Anseriformes","Anatidae","Lophonetta specularioides","LC","Anas specularioides"
"384","Anseriformes","Anatidae","Speculanas specularis","NT","Anas specularis"
"385","Anseriformes","Anatidae","Anas capensis","LC",NA
"386","Anseriformes","Anatidae","Mareca strepera","LC","Anas strepera"
"387","Anseriformes","Anatidae","Mareca falcata","NT","Anas falcata"
"388","Anseriformes","Anatidae","Mareca penelope","LC","Anas penelope"
"389","Anseriformes","Anatidae","Mareca americana","LC","Anas americana"
"390","Anseriformes","Anatidae","Mareca sibilatrix","LC","Anas sibilatrix"
"391","Anseriformes","Anatidae","Anas sparsa","LC",NA
"392","Anseriformes","Anatidae","Anas rubripes","LC",NA
"393","Anseriformes","Anatidae","Anas fulvigula","LC",NA
"394","Anseriformes","Anatidae","Anas platyrhynchos","LC",NA
"395","Anseriformes","Anatidae","Anas wyvilliana","EN",NA
"396","Anseriformes","Anatidae","Anas laysanensis","CR",NA
"397","Anseriformes","Anatidae","Anas luzonica","VU",NA
"398","Anseriformes","Anatidae","Anas superciliosa","LC",NA
"399","Anseriformes","Anatidae","Anas undulata","LC",NA
"400","Anseriformes","Anatidae","Anas melleri","EN",NA
"401","Anseriformes","Anatidae","Spatula discors","LC","Anas discors"
"402","Anseriformes","Anatidae","Spatula cyanoptera","LC","Anas cyanoptera"
"403","Anseriformes","Anatidae","Spatula smithii","LC","Anas smithii"
