"","verbatim_name","tp","cell_grouping","Total_area","Total_Ncells","occupancy_Ncells","AOO","relative_occupancy_Ncells","dataset"
"252","Poecile montanus",1,1,448951.020447356,1095,216,87859.8551790502,0.2,"Birds_atlas_Japan"
"253","Muscicapa dauurica",2,1,450221.445308138,1098,174,68663.5532987335,0.16,"Birds_atlas_Japan"
"254","Strix uralensis",2,1,450221.445308138,1098,55,22975.7891785142,0.05,"Birds_atlas_Japan"
"255","Anas crecca",1,1,448951.020447356,1095,15,6053.14201320538,0.01,"Birds_atlas_Japan"
"256","Nisaetus nipalensis",2,1,450221.445308138,1098,31,12671.7082548686,0.03,"Birds_atlas_Japan"
"257","Delichon dasypus",2,1,450221.445308138,1098,214,87290.8151670829,0.19,"Birds_atlas_Japan"
"258","Gorsachius goisagi",2,1,450221.445308138,1098,7,2928.3510445468,0.01,"Birds_atlas_Japan"
"259","Turdus cardis",2,1,450221.445308138,1098,487,196340.914696242,0.44,"Birds_atlas_Japan"
"260","Charadrius placidus",1,1,448951.020447356,1095,37,15433.5974570446,0.03,"Birds_atlas_Japan"
"261","Poecile montanus",2,1,450221.445308138,1098,245,99356.130706971,0.22,"Birds_atlas_Japan"
"262","Caprimulgus indicus",2,1,450221.445308138,1098,39,16091.7304432372,0.04,"Birds_atlas_Japan"
"263","Cuculus canorus",2,1,450221.445308138,1098,351,139174.608543409,0.32,"Birds_atlas_Japan"
"264","Nisaetus nipalensis",1,1,448951.020447356,1095,31,12636.2785681404,0.03,"Birds_atlas_Japan"
"265","Pitta nympha",1,1,448951.020447356,1095,9,3865.95088217044,0.01,"Birds_atlas_Japan"
"266","Emberiza fucata",2,1,450221.445308138,1098,98,37983.4188342922,0.09,"Birds_atlas_Japan"
"267","Emberiza fucata",1,1,448951.020447356,1095,90,35280.7649861987,0.08,"Birds_atlas_Japan"
"268","Caprimulgus indicus",1,1,448951.020447356,1095,18,7346.38867309905,0.02,"Birds_atlas_Japan"
"269","Phylloscopus examinandus",2,1,450221.445308138,1098,98,38934.6353837658,0.09,"Birds_atlas_Japan"
"270","Gorsachius goisagi",1,1,448951.020447356,1095,4,1683.03948709637,0,"Birds_atlas_Japan"
"271","Pica pica",2,1,450221.445308138,1098,7,2958.14950809062,0.01,"Birds_atlas_Japan"
"272","Vanellus cinereus",2,1,450221.445308138,1098,40,16877.9901068625,0.04,"Birds_atlas_Japan"
"273","Aythya ferina",2,1,450221.445308138,1098,5,2042.34635535854,0,"Birds_atlas_Japan"
"274","Phylloscopus xanthodryas",2,1,450221.445308138,1098,77,31652.3398379114,0.07,"Birds_atlas_Japan"
"275","Turdus cardis",1,1,448951.020447356,1095,371,148764.343718371,0.34,"Birds_atlas_Japan"
"276","Rallus aquaticus",2,1,450221.445308138,1098,4,1584.0248175372,0,"Birds_atlas_Japan"
"277","Ixobrychus sinensis",1,1,448951.020447356,1095,8,3318.11367166364,0.01,"Birds_atlas_Japan"
"278","Emberiza spodocephala",1,1,448951.020447356,1095,375,145132.479639091,0.34,"Birds_atlas_Japan"
"279","Garrulax canorus",1,1,448951.020447356,1095,11,4613.85142745454,0.01,"Birds_atlas_Japan"
"280","Passer rutilans",1,1,448951.020447356,1095,137,52121.7176021154,0.13,"Birds_atlas_Japan"
"281","Phalacrocorax carbo",1,1,448951.020447356,1095,80,33560.4043745205,0.07,"Birds_atlas_Japan"
"282","Accipiter nisus",1,1,448951.020447356,1095,46,18240.8067000747,0.04,"Birds_atlas_Japan"
"283","Luscinia cyane",2,1,450221.445308138,1098,262,101993.329084923,0.24,"Birds_atlas_Japan"
"284","Cuculus micropterus",2,1,450221.445308138,1098,8,3358.64001120731,0.01,"Birds_atlas_Japan"
"285","Anas falcata",1,1,448951.020447356,1095,6,2391.98444738119,0.01,"Birds_atlas_Japan"
"286","Luscinia cyane",1,1,448951.020447356,1095,294,115261.383890592,0.27,"Birds_atlas_Japan"
"287","Cuculus micropterus",1,1,448951.020447356,1095,1,433.043735723709,0,"Birds_atlas_Japan"
"288","Garrulax cineraceus",2,1,450221.445308138,1098,7,3010.42689574672,0.01,"Birds_atlas_Japan"
"289","Turdus pallidus",2,1,450221.445308138,1098,8,3353.00415182202,0.01,"Birds_atlas_Japan"
"290","Urocissa erythrorhyncha",2,1,450221.445308138,1098,1,432.249613392319,0,"Birds_atlas_Japan"
"291","Anthus hodgsoni",1,1,448951.020447356,1095,138,53960.8480751952,0.13,"Birds_atlas_Japan"
"292","Agropsar philippensis",1,1,448951.020447356,1095,83,32106.1753159849,0.08,"Birds_atlas_Japan"
"293","Dendrocopos minor",1,1,448951.020447356,1095,7,2682.49828446535,0.01,"Birds_atlas_Japan"
"294","Regulus regulus",2,1,450221.445308138,1098,84,33045.1145004603,0.08,"Birds_atlas_Japan"
"295","Lanius tigrinus",1,1,448951.020447356,1095,4,1660.29932448457,0,"Birds_atlas_Japan"
"296","Accipiter nisus",2,1,450221.445308138,1098,19,7650.18248847656,0.02,"Birds_atlas_Japan"
"297","Podiceps cristatus",2,1,450221.445308138,1098,17,6831.66441223901,0.02,"Birds_atlas_Japan"
"298","Emberiza spodocephala",2,1,450221.445308138,1098,329,126321.251431991,0.3,"Birds_atlas_Japan"
"299","Pernis ptilorhynchus",2,1,450221.445308138,1098,32,13012.2672686964,0.03,"Birds_atlas_Japan"
"300","Emberiza variabilis",1,1,448951.020447356,1095,77,30531.7250248074,0.07,"Birds_atlas_Japan"
"301","Prunella rubida",1,1,448951.020447356,1095,23,9310.19646015854,0.02,"Birds_atlas_Japan"
"302","Tarsiger cyanurus",1,1,448951.020447356,1095,74,29380.1994763054,0.07,"Birds_atlas_Japan"
"303","Emberiza variabilis",2,1,450221.445308138,1098,120,47423.3062367688,0.11,"Birds_atlas_Japan"
"304","Phylloscopus borealoides",1,1,448951.020447356,1095,157,60598.8193256607,0.14,"Birds_atlas_Japan"
"305","Tarsiger cyanurus",2,1,450221.445308138,1098,71,28102.924788738,0.06,"Birds_atlas_Japan"
"306","Nucifraga caryocatactes",1,1,448951.020447356,1095,21,8442.27767920587,0.02,"Birds_atlas_Japan"
"307","Certhia familiaris",2,1,450221.445308138,1098,77,30116.1060805439,0.07,"Birds_atlas_Japan"
"308","Turdus chrysolaus",2,1,450221.445308138,1098,218,83966.8602160682,0.2,"Birds_atlas_Japan"
"309","Mergus merganser",2,1,450221.445308138,1098,23,8812.7638465946,0.02,"Birds_atlas_Japan"
"310","Phylloscopus borealoides",2,1,450221.445308138,1098,204,78633.7487161278,0.19,"Birds_atlas_Japan"
"311","Certhia familiaris",1,1,448951.020447356,1095,30,11738.0854601631,0.03,"Birds_atlas_Japan"
"312","Locustella pleskei",1,1,448951.020447356,1095,3,1284.61586242984,0,"Birds_atlas_Japan"
"313","Emberiza sulphurata",2,1,450221.445308138,1098,89,35828.816136618,0.08,"Birds_atlas_Japan"
"314","Phalacrocorax capillatus",1,1,448951.020447356,1095,35,13695.289179591,0.03,"Birds_atlas_Japan"
"315","Passer rutilans",2,1,450221.445308138,1098,127,48182.4546206868,0.12,"Birds_atlas_Japan"
"316","Turdus hortulorum",2,1,450221.445308138,1098,1,424.081263942673,0,"Birds_atlas_Japan"
"317","Emberiza elegans",2,1,450221.445308138,1098,4,1696.28636555087,0,"Birds_atlas_Japan"
"318","Zoothera sibirica",2,1,450221.445308138,1098,43,16867.278719565,0.04,"Birds_atlas_Japan"
"319","Dendrocopos major",2,1,450221.445308138,1098,435,171880.709782013,0.4,"Birds_atlas_Japan"
"320","Eurystomus orientalis",2,1,450221.445308138,1098,7,2933.77570889386,0.01,"Birds_atlas_Japan"
"321","Aix galericulata",1,1,448951.020447356,1095,55,21901.1722060933,0.05,"Birds_atlas_Japan"
"322","Accipiter gentilis",2,1,450221.445308138,1098,52,21088.8431078114,0.05,"Birds_atlas_Japan"
"323","Vanellus cinereus",1,1,448951.020447356,1095,46,19318.7291055849,0.04,"Birds_atlas_Japan"
"324","Vanellus vanellus",1,1,448951.020447356,1095,2,832.407779448776,0,"Birds_atlas_Japan"
"325","Fulica atra",1,1,448951.020447356,1095,17,6891.10960051256,0.02,"Birds_atlas_Japan"
"326","Acridotheres cristatellus",2,1,450221.445308138,1098,5,2112.83024270268,0,"Birds_atlas_Japan"
"327","Aythya ferina",1,1,448951.020447356,1095,13,5265.20191140126,0.01,"Birds_atlas_Japan"
"328","Anas clypeata",1,1,448951.020447356,1095,6,2440.63660882007,0.01,"Birds_atlas_Japan"
"329","Muscicapa sibirica",1,1,448951.020447356,1095,12,4664.30452697952,0.01,"Birds_atlas_Japan"
"330","Coccothraustes coccothraustes",2,1,450221.445308138,1098,84,31959.7957751526,0.08,"Birds_atlas_Japan"
"331","Locustella ochotensis",2,1,450221.445308138,1098,31,11693.65778316,0.03,"Birds_atlas_Japan"
"332","Prunella rubida",2,1,450221.445308138,1098,15,6004.83750523749,0.01,"Birds_atlas_Japan"
"333","Anas clypeata",2,1,450221.445308138,1098,3,1213.72277041919,0,"Birds_atlas_Japan"
"334","Calonectris leucomelas",1,1,448951.020447356,1095,4,1685.30364576213,0,"Birds_atlas_Japan"
"335","Locustella pleskei",2,1,450221.445308138,1098,1,426.570001920135,0,"Birds_atlas_Japan"
"336","Otus sunia",1,1,448951.020447356,1095,8,3208.52598956255,0.01,"Birds_atlas_Japan"
"337","Zoothera sibirica",1,1,448951.020447356,1095,51,20325.351410304,0.05,"Birds_atlas_Japan"
"338","Riparia riparia",1,1,448951.020447356,1095,34,12885.2217421009,0.03,"Birds_atlas_Japan"
"339","Melopsittacus undulatus",1,1,448951.020447356,1095,1,423.241907236832,0,"Birds_atlas_Japan"
"340","Coccothraustes coccothraustes",1,1,448951.020447356,1095,90,34321.6705417969,0.08,"Birds_atlas_Japan"
"341","Falco tinnunculus",2,1,450221.445308138,1098,20,8252.23611382429,0.02,"Birds_atlas_Japan"
"342","Aythya fuligula",1,1,448951.020447356,1095,16,6414.42026836427,0.01,"Birds_atlas_Japan"
"343","Botaurus stellaris",1,1,448951.020447356,1095,2,838.85528765036,0,"Birds_atlas_Japan"
"344","Anas falcata",2,1,450221.445308138,1098,9,3534.11443655156,0.01,"Birds_atlas_Japan"
"345","Podiceps cristatus",1,1,448951.020447356,1095,7,2862.2874778528,0.01,"Birds_atlas_Japan"
"346","Circus spilonotus",1,1,448951.020447356,1095,12,4557.42173507066,0.01,"Birds_atlas_Japan"
"347","Ciconia boyciana",2,1,450221.445308138,1098,2,843.103051319809,0,"Birds_atlas_Japan"
"348","Regulus regulus",1,1,448951.020447356,1095,76,29723.2448800029,0.07,"Birds_atlas_Japan"
"349","Mergus merganser",1,1,448951.020447356,1095,22,8332.8922542005,0.02,"Birds_atlas_Japan"
"350","Rostratula benghalensis",1,1,448951.020447356,1095,1,423.241907236832,0,"Birds_atlas_Japan"
"351","Himantopus himantopus",1,1,448951.020447356,1095,2,795.084897282867,0,"Birds_atlas_Japan"
"352","Pyrrhula pyrrhula",1,1,448951.020447356,1095,78,30619.3593896636,0.07,"Birds_atlas_Japan"
"353","Falco tinnunculus",1,1,448951.020447356,1095,19,7797.56721675128,0.02,"Birds_atlas_Japan"
"354","Cyanopica cyanus",2,1,450221.445308138,1098,34,13979.8497203292,0.03,"Birds_atlas_Japan"
"355","Cyanopica cyanus",1,1,448951.020447356,1095,54,22307.7861469262,0.05,"Birds_atlas_Japan"
"356","Phalacrocorax capillatus",2,1,450221.445308138,1098,30,11757.533826426,0.03,"Birds_atlas_Japan"
"357","Phalacrocorax pelagicus",2,1,450221.445308138,1098,4,1541.15482643033,0,"Birds_atlas_Japan"
"358","Saxicola torquatus",1,1,448951.020447356,1095,128,48423.071498275,0.12,"Birds_atlas_Japan"
"359","Pyrrhula pyrrhula",2,1,450221.445308138,1098,69,26715.6979871401,0.06,"Birds_atlas_Japan"
"360","Locustella fasciolata",1,1,448951.020447356,1095,91,34254.396245598,0.08,"Birds_atlas_Japan"
"361","Acrocephalus bistrigiceps",2,1,450221.445308138,1098,56,21298.4617078384,0.05,"Birds_atlas_Japan"
"362","Loxia curvirostra",1,1,448951.020447356,1095,15,5890.58890613202,0.01,"Birds_atlas_Japan"
"363","Anas strepera",2,1,450221.445308138,1098,3,1208.12462066223,0,"Birds_atlas_Japan"
"364","Emberiza sulphurata",1,1,448951.020447356,1095,71,28625.4517816918,0.06,"Birds_atlas_Japan"
"365","Muscicapa sibirica",2,1,450221.445308138,1098,5,1954.35362074963,0,"Birds_atlas_Japan"
"366","Nucifraga caryocatactes",2,1,450221.445308138,1098,18,7268.07624480835,0.02,"Birds_atlas_Japan"
"367","Gallinago hardwickii",1,1,448951.020447356,1095,122,46024.7852148436,0.11,"Birds_atlas_Japan"
"368","Prunella collaris",1,1,448951.020447356,1095,7,2882.86252128093,0.01,"Birds_atlas_Japan"
"369","Prunella collaris",2,1,450221.445308138,1098,7,2900.87589814203,0.01,"Birds_atlas_Japan"
"370","Streptopelia decaocto",1,1,448951.020447356,1095,2,833.706493620224,0,"Birds_atlas_Japan"
"371","Psittacula krameri",2,1,450221.445308138,1098,3,1255.2972405097,0,"Birds_atlas_Japan"
"372","Charadrius alexandrinus",2,1,450221.445308138,1098,9,3660.4358438192,0.01,"Birds_atlas_Japan"
"373","Emberiza yessoensis",2,1,450221.445308138,1098,4,1641.65696936749,0,"Birds_atlas_Japan"
"374","Emberiza yessoensis",1,1,448951.020447356,1095,6,2398.55848047624,0.01,"Birds_atlas_Japan"
"375","Locustella pryeri",2,1,450221.445308138,1098,5,2002.22605901022,0,"Birds_atlas_Japan"
"376","Circus spilonotus",2,1,450221.445308138,1098,10,3855.18776493924,0.01,"Birds_atlas_Japan"
"377","Locustella pryeri",1,1,448951.020447356,1095,4,1586.67714308455,0,"Birds_atlas_Japan"
"378","Lanius tigrinus",2,1,450221.445308138,1098,2,817.587884804336,0,"Birds_atlas_Japan"
"379","Phoenicurus auroreus",1,1,448951.020447356,1095,1,416.420486533218,0,"Birds_atlas_Japan"
"380","Lagopus muta",2,1,450221.445308138,1098,3,1244.90186502139,0,"Birds_atlas_Japan"
"381","Lagopus muta",1,1,448951.020447356,1095,2,830.223086058121,0,"Birds_atlas_Japan"
"382","Phoenicurus auroreus",2,1,450221.445308138,1098,5,1982.50664122078,0,"Birds_atlas_Japan"
"383","Loxia curvirostra",2,1,450221.445308138,1098,8,3087.09547469545,0.01,"Birds_atlas_Japan"
"384","Garrulax sannio",2,1,450221.445308138,1098,5,2073.38180986443,0,"Birds_atlas_Japan"
"385","Saxicola torquatus",2,1,450221.445308138,1098,141,53223.6562483706,0.13,"Birds_atlas_Japan"
"386","Ixobrychus sinensis",2,1,450221.445308138,1098,4,1629.30620623499,0,"Birds_atlas_Japan"
"387","Larus schistisagus",2,1,450221.445308138,1098,65,24800.5629441822,0.06,"Birds_atlas_Japan"
"388","Sterna hirundo",1,1,448951.020447356,1095,3,1163.83766845679,0,"Birds_atlas_Japan"
"389","Rostratula benghalensis",2,1,450221.445308138,1098,1,412.920405089249,0,"Birds_atlas_Japan"
"390","Hirundapus caudacutus",2,1,450221.445308138,1098,23,8844.63185946269,0.02,"Birds_atlas_Japan"
"391","Carduelis spinus",1,1,448951.020447356,1095,24,9050.58632925626,0.02,"Birds_atlas_Japan"
"392","Larus schistisagus",1,1,448951.020447356,1095,62,23701.438816279,0.06,"Birds_atlas_Japan"
"393","Nipponia nippon",2,1,450221.445308138,1098,3,1219.99291973654,0,"Birds_atlas_Japan"
"394","Locustella ochotensis",1,1,448951.020447356,1095,29,10967.8520114052,0.03,"Birds_atlas_Japan"
"395","Asio otus",2,1,450221.445308138,1098,1,406.666285062073,0,"Birds_atlas_Japan"
"396","Scolopax rusticola",2,1,450221.445308138,1098,13,4894.03234726503,0.01,"Birds_atlas_Japan"
"397","Otus lempiji",2,1,450221.445308138,1098,1,408.471419414963,0,"Birds_atlas_Japan"
"398","Falco subbuteo",2,1,450221.445308138,1098,9,3427.79634671371,0.01,"Birds_atlas_Japan"
"399","Synthliboramphus antiquus",2,1,450221.445308138,1098,1,407.568153830307,0,"Birds_atlas_Japan"
"400","Asio otus",1,1,448951.020447356,1095,2,798.527773254517,0,"Birds_atlas_Japan"
"401","Jynx torquilla",2,1,450221.445308138,1098,38,14362.7537410109,0.03,"Birds_atlas_Japan"
"402","Otus sunia",2,1,450221.445308138,1098,1,399.304395221588,0,"Birds_atlas_Japan"
"403","Luscinia calliope",2,1,450221.445308138,1098,45,16854.8369496299,0.04,"Birds_atlas_Japan"
"404","Histrionicus histrionicus",2,1,450221.445308138,1098,3,1162.37390296985,0,"Birds_atlas_Japan"
"405","Emberiza schoeniclus",1,1,448951.020447356,1095,33,12394.4579527658,0.03,"Birds_atlas_Japan"
"406","Histrionicus histrionicus",1,1,448951.020447356,1095,3,1163.36473854846,0,"Birds_atlas_Japan"
"407","Gallinago hardwickii",2,1,450221.445308138,1098,107,40153.1041157754,0.1,"Birds_atlas_Japan"
"408","Riparia riparia",2,1,450221.445308138,1098,17,6370.71550499271,0.02,"Birds_atlas_Japan"
"409","Emberiza schoeniclus",2,1,450221.445308138,1098,23,8617.61204997795,0.02,"Birds_atlas_Japan"
"410","Falco subbuteo",1,1,448951.020447356,1095,13,4923.79585976382,0.01,"Birds_atlas_Japan"
"411","Luscinia calliope",1,1,448951.020447356,1095,57,21393.0117030451,0.05,"Birds_atlas_Japan"
"412","Poecile palustris",2,1,450221.445308138,1098,124,46489.9250953984,0.11,"Birds_atlas_Japan"
"413","Poecile palustris",1,1,448951.020447356,1095,163,61168.1751712893,0.15,"Birds_atlas_Japan"
"414","Picus canus",2,1,450221.445308138,1098,67,25168.6576697157,0.06,"Birds_atlas_Japan"
"415","Tetrastes bonasia",1,1,448951.020447356,1095,24,8985.45966044531,0.02,"Birds_atlas_Japan"
"416","Jynx torquilla",1,1,448951.020447356,1095,28,10572.8548377607,0.03,"Birds_atlas_Japan"
"417","Tetrastes bonasia",2,1,450221.445308138,1098,27,10152.0534000937,0.02,"Birds_atlas_Japan"
"418","Dryocopus martius",1,1,448951.020447356,1095,31,11661.4900131149,0.03,"Birds_atlas_Japan"
"419","Dryocopus martius",2,1,450221.445308138,1098,55,20636.2209205604,0.05,"Birds_atlas_Japan"
"420","Picus canus",1,1,448951.020447356,1095,33,12403.5726363233,0.03,"Birds_atlas_Japan"
"421","Uragus sibiricus",1,1,448951.020447356,1095,126,47103.4320587378,0.12,"Birds_atlas_Japan"
"422","Uragus sibiricus",2,1,450221.445308138,1098,111,41495.4173802287,0.1,"Birds_atlas_Japan"
"423","Rallus aquaticus",1,1,448951.020447356,1095,4,1499.53453456284,0,"Birds_atlas_Japan"
"424","Locustella lanceolata",1,1,448951.020447356,1095,12,4503.68946498338,0.01,"Birds_atlas_Japan"
"425","Locustella lanceolata",2,1,450221.445308138,1098,12,4506.88177685786,0.01,"Birds_atlas_Japan"
"426","Scolopax rusticola",1,1,448951.020447356,1095,14,5239.12201997449,0.01,"Birds_atlas_Japan"
"427","Grus japonensis",2,1,450221.445308138,1098,19,7146.46003059717,0.02,"Birds_atlas_Japan"
"428","Haliaeetus albicilla",1,1,448951.020447356,1095,13,4850.87933510841,0.01,"Birds_atlas_Japan"
"429","Grus japonensis",1,1,448951.020447356,1095,9,3389.34417212393,0.01,"Birds_atlas_Japan"
"430","Haliaeetus albicilla",2,1,450221.445308138,1098,26,9685.63375858186,0.02,"Birds_atlas_Japan"
"431","Emberiza aureola",1,1,448951.020447356,1095,5,1869.31155477074,0,"Birds_atlas_Japan"
"432","Eophona migratoria",2,1,450221.445308138,1098,1,378.950186015564,0,"Birds_atlas_Japan"
"433","Oceanodroma leucorhoa",2,1,450221.445308138,1098,1,377.946594887024,0,"Birds_atlas_Japan"
"434","Tringa totanus",1,1,448951.020447356,1095,3,1125.73610682117,0,"Birds_atlas_Japan"
"435","Phalacrocorax pelagicus",1,1,448951.020447356,1095,5,1880.6311793568,0,"Birds_atlas_Japan"
"436","Uria aalge",1,1,448951.020447356,1095,1,376.937456463486,0,"Birds_atlas_Japan"
"437","Cepphus carbo",1,1,448951.020447356,1095,1,376.937456463486,0,"Birds_atlas_Japan"
"438","Cepphus carbo",2,1,450221.445308138,1098,2,747.751848334885,0,"Birds_atlas_Japan"
"439","Cerorhinca monocerata",1,1,448951.020447356,1095,3,1121.62722384019,0,"Birds_atlas_Japan"
"440","Phalacrocorax urile",1,1,448951.020447356,1095,1,376.937456463486,0,"Birds_atlas_Japan"
"441","Pinicola enucleator",1,1,448951.020447356,1095,3,1111.3034507338,0,"Birds_atlas_Japan"
"442","Podiceps grisegena",1,1,448951.020447356,1095,2,737.466327770538,0,"Birds_atlas_Japan"
"443","Pinicola enucleator",2,1,450221.445308138,1098,2,737.412949316437,0,"Birds_atlas_Japan"
"444","Dendrocopos minor",2,1,450221.445308138,1098,4,1482.21933635791,0,"Birds_atlas_Japan"
"445","Anas strepera",1,1,448951.020447356,1095,1,371.842990046036,0,"Birds_atlas_Japan"
"446","Tringa totanus",2,1,450221.445308138,1098,1,373.890501417358,0,"Birds_atlas_Japan"
"447","Cerorhinca monocerata",2,1,450221.445308138,1098,1,369.780362393539,0,"Birds_atlas_Japan"
"448","Motacilla flava",1,1,448951.020447356,1095,3,1097.87837579771,0,"Birds_atlas_Japan"
"449","Accipiter gentilis",1,2,448951.020447356,372,52,74499.1731015017,0.14,"Birds_atlas_Japan"
"450","Chalcophaps indica",2,2,450221.445308138,372,6,4208.43783432304,0.02,"Birds_atlas_Japan"
"451","Cisticola juncidis",1,2,448951.020447356,372,114,140935.97503854,0.31,"Birds_atlas_Japan"
"452","Hirundo tahitica",2,2,450221.445308138,372,17,13342.6839750601,0.05,"Birds_atlas_Japan"
"453","Passer montanus",1,2,448951.020447356,372,330,408678.523393921,0.89,"Birds_atlas_Japan"
"454","Amaurornis phoenicurus",1,2,448951.020447356,372,9,8798.53839788385,0.02,"Birds_atlas_Japan"
"455","Anas zonorhyncha",1,2,448951.020447356,372,192,254113.140442151,0.52,"Birds_atlas_Japan"
"456","Ardea alba",1,2,448951.020447356,372,101,136008.361986666,0.27,"Birds_atlas_Japan"
"457","Pycnonotus sinensis",1,2,448951.020447356,372,6,6019.08720310028,0.02,"Birds_atlas_Japan"
"458","Hypsipetes amaurotis",2,2,450221.445308138,372,360,442301.730832815,0.97,"Birds_atlas_Japan"
"459","Streptopelia orientalis",1,2,448951.020447356,372,352,438351.429915293,0.95,"Birds_atlas_Japan"
"460","Ardea cinerea",1,2,448951.020447356,372,246,322090.903780018,0.66,"Birds_atlas_Japan"
"461","Bubulcus ibis",1,2,448951.020447356,372,79,104683.791760727,0.21,"Birds_atlas_Japan"
"462","Chalcophaps indica",1,2,448951.020447356,372,4,2807.85634195619,0.01,"Birds_atlas_Japan"
"463","Terpsiphone atrocaudata",1,2,448951.020447356,372,127,159589.04246186,0.34,"Birds_atlas_Japan"
"464","Pandion haliaetus",2,2,450221.445308138,372,99,128409.487190669,0.27,"Birds_atlas_Japan"
"465","Acridotheres tristis",2,2,450221.445308138,372,1,468.079359121307,0,"Birds_atlas_Japan"
"466","Pycnonotus sinensis",2,2,450221.445308138,372,7,7396.12609427908,0.02,"Birds_atlas_Japan"
"467","Egretta garzetta",2,2,450221.445308138,372,63,88243.1148346293,0.17,"Birds_atlas_Japan"
