"","verbatim_name","global_moran","p_value","tp","dataset","neighbor_method","mean_area","mean_area_cropped"
"1004","Pitta nympha",0.0915216075077575,3.75686003570093e-08,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1005","Emberiza fucata",0.219814868904012,2.18571676234605e-34,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1006","Caprimulgus indicus",0.0867988413572608,3.7058740623241e-07,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1007","Gorsachius goisagi",-0.00330570408543363,0.560096357242779,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1008","Turdus cardis",0.285657371893779,4.09681622161642e-56,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1009","Ixobrychus sinensis",0.115536060472128,4.25797049365461e-12,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1010","Emberiza spodocephala",0.66342602739726,9.41056244374366e-292,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1011","Garrulax canorus",0.197504357615627,1.76300852886533e-30,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1012","Accipiter nisus",0.0812606546771108,2.60213382356282e-06,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1013","Passer rutilans",0.441180547915981,4.42680392218753e-131,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1014","Phalacrocorax carbo",0.443154730775163,6.49211310444197e-133,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1015","Anas falcata",-0.00549785646298722,0.608399875579199,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1016","Luscinia cyane",0.391192048976215,3.21257449343182e-103,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1017","Cuculus micropterus",-0.00108097181924534,NA,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1018","Anthus hodgsoni",0.23578303136281,4.26900486190834e-39,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1019","Agropsar philippensis",0.2073041887156,7.60101769445788e-31,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1020","Dendrocopos minor",-0.00614997925540079,0.621687991092062,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1021","Lanius tigrinus",-0.00366797548345205,0.569136065409398,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1022","Emberiza variabilis",0.142724558476061,1.10767547410212e-15,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1023","Prunella rubida",0.0639920710145774,0.000136399875199901,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1024","Phylloscopus borealoides",0.381566925273665,1.35647647294337e-98,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1025","Tarsiger cyanurus",0.18367335551452,1.08089818824266e-24,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1026","Nucifraga caryocatactes",-0.00683856678305617,0.630282715664684,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1027","Certhia familiaris",0.0339010776990711,0.0260561613483893,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1028","Locustella pleskei",-0.000378411814321795,0.48547129776549,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1029","Phalacrocorax capillatus",0.1010671581892,6.95581968071866e-09,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1030","Aix galericulata",0.0808992291954621,2.97607618002075e-06,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1031","Vanellus cinereus",0.411794984917683,3.48172918312536e-116,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1032","Anas clypeata",0.0372893226878283,0.0108224666702106,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1033","Aythya ferina",0.0342875502859551,0.0222214926927947,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1034","Fulica atra",0.0877267861423167,2.70243970983079e-07,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1035","Muscicapa sibirica",0.0548416673743961,0.000700497535335345,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1036","Calonectris leucomelas",-0.00308310358785605,0.554525945456043,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1037","Otus sunia",-0.00789302022178734,0.658706809695244,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1038","Zoothera sibirica",0.0688835716410114,5.53346252300899e-05,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1039","Riparia riparia",0.111108529502721,2.24625039445788e-10,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1040","Coccothraustes coccothraustes",0.282485444596976,2.34266140752556e-55,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1041","Aythya fuligula",0.0235987435365427,0.0824441489833525,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1042","Podiceps cristatus",-0.00720696454951844,0.645258772696972,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1043","Circus spilonotus",0.0757827261617152,5.56143943783535e-06,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1044","Regulus regulus",0.168748181039462,3.77118260240056e-21,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1045","Mergus merganser",0.13245310848641,3.53711124455853e-14,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1046","Himantopus himantopus",-0.00184479123211279,0.528676712809876,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1047","Rostratula benghalensis",-0.000860069930153324,NA,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1048","Pyrrhula pyrrhula",0.209455912392632,1.81175326069775e-31,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1049","Falco tinnunculus",0.0401664872830342,0.0103054923701934,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1050","Cyanopica cyanus",0.333125739721084,1.24001012231561e-76,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1051","Saxicola torquatus",0.466343253753935,3.14021855709277e-146,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1052","Locustella fasciolata",0.41321092089496,1.02008196243186e-115,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1053","Loxia curvirostra",0.159945383658283,3.35067075705701e-20,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1054","Emberiza sulphurata",0.266838392342138,8.81693499212999e-50,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1055","Gallinago hardwickii",0.412358473464495,6.19046604136878e-115,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1056","Prunella collaris",0.0293706352403975,0.0363314982473073,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1057","Emberiza yessoensis",0.0840720853796819,1.62461303106339e-07,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1058","Locustella pryeri",0.130531753904178,3.98449031074608e-17,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1059","Phoenicurus auroreus",-0.000968888594730672,NA,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1060","Lagopus muta",-0.00185786141901647,0.529081274543181,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1061","Carduelis spinus",0.14003865244728,1.4339009552577e-15,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1062","Larus schistisagus",0.379820163605908,1.16631017950977e-98,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1063","Locustella ochotensis",0.35102438351269,3.37977125448039e-86,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1064","Asio otus",-0.00203539812445802,0.534573426354574,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1065","Emberiza schoeniclus",0.220407845579078,3.30025900656197e-35,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1066","Histrionicus histrionicus",0.0863780856564614,2.15431809829578e-09,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1067","Falco subbuteo",0.0618935471849279,0.000168003947054311,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1068","Luscinia calliope",0.357121394427553,1.25831133454791e-87,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1069","Poecile palustris",0.700555602387951,0,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1070","Tetrastes bonasia",0.106957781209896,7.5482108434768e-10,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1071","Jynx torquilla",0.207371780637638,1.41265626283833e-31,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1072","Dryocopus martius",0.128121194462389,3.15814746405507e-13,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1073","Picus canus",0.132878190676542,4.62857616526319e-14,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1074","Uragus sibiricus",0.647549127397494,1.82643173662636e-279,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1075","Rallus aquaticus",0.0881361797258361,8.27949935691801e-09,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1076","Locustella lanceolata",0.0966501359141666,1.13829549078003e-08,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1077","Scolopax rusticola",0.0998955762528802,4.7877336175935e-09,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1078","Grus japonensis",0.321599218662717,7.3273778536497e-79,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1079","Haliaeetus albicilla",0.115370607709123,1.58262342954945e-11,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1080","Tringa totanus",-0.00285420982583409,0.551757253692145,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1081","Phalacrocorax pelagicus",0.30099732490709,6.65586827935459e-77,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1082","Cepphus carbo",-0.000745810332347108,NA,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1083","Cerorhinca monocerata",-0.00181417842865984,0.523980788066508,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1084","Pinicola enucleator",-0.00278770886647599,0.549987305907553,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1085","Anas strepera",-0.000983035021125727,NA,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1086","Motacilla flava",-0.00220991364582363,0.534570970577878,1,"Birds_atlas_Japan","contiguity",410.000931915394,320.808358692415
"1087","Ardea alba",0.225653343954384,4.47329834122605e-36,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1088","Chalcophaps indica",0.812453209338079,0,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1089","Cisticola juncidis",0.399621583743493,1.81952057672187e-108,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1090","Egretta garzetta",0.147330590305369,1.19572543769186e-16,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1091","Egretta intermedia",0.186232477041958,1.6734207774479e-25,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1092","Falco peregrinus",0.00747543678988887,0.320176747405896,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1093","Halcyon coromanda",0.299685063206607,6.41914828318485e-62,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1094","Hirundo tahitica",0.680884890909053,0,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1095","Hypsipetes amaurotis",0.283793500551405,3.90492680669844e-56,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1096","Nycticorax nycticorax",0.164878147291265,2.3220189864289e-20,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1097","Otus elegans",0.422969264383951,1.99136153850276e-137,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1098","Pandion haliaetus",0.0934416591975791,9.4996602967954e-08,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1099","Passer montanus",0.199686088000663,1.1581913503808e-28,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1100","Pycnonotus sinensis",0.77274649083216,0,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1101","Streptopelia orientalis",0.171758419056737,7.30393404588334e-22,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1102","Turnix suscitator",-1.16336271655165e-05,0.471838004651915,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1103","Zosterops japonicus",0.410769080702648,4.59007384782879e-114,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1104","Amaurornis phoenicurus",0.773086498629805,0,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1105","Corvus macrorhynchos",0.142715798584618,1.04737568940956e-15,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1106","Ficedula narcissina",0.340102644949698,4.40093615691957e-79,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1107","Parus minor",0.249778203265424,7.36142782987042e-44,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1108","Pericrocotus divaricatus",0.455750079341874,7.5189733395162e-140,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1109","Accipiter gularis",0.181235171664294,2.72172272756128e-25,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1110","Anas zonorhyncha",0.191921125987026,1.23262722931317e-26,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1111","Ixobrychus cinnamomeus",-0.00198851927193437,0.53328999150904,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1112","Spilornis cheela",0.331801018440961,8.77380579601598e-149,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1113","Terpsiphone atrocaudata",0.288734477693012,1.38122700863074e-57,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1114","Treron formosae",0.722011631781051,0,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1115","Ardea cinerea",0.164385935227958,4.48840834904691e-20,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1116","Ardea purpurea",-0.00122124754878764,NA,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1117","Bubulcus ibis",0.138042071683488,4.8501924914779e-15,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1118","Phasianus colchicus",0.279507941906554,4.28609122017652e-54,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1119","Sterna sumatrana",-0.00122124754878764,NA,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1120","Gallinula chloropus",0.0430432788516045,0.00719945079515267,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1121","Ninox scutulata",0.0274478766903866,0.0557074323044173,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1122","Poecile varius",0.438415702929366,1.30275715681469e-129,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1123","Rallina eurizonoides",-0.00198851927193437,0.53328999150904,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1124","Glareola maldivarum",-0.00138024676585165,0.514398163398136,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1125","Monticola solitarius",0.282457653650522,2.33736877775054e-55,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1126","Actitis hypoleucos",0.0230015736441894,0.0926916509110324,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1127","Columba janthina",0.324669688328102,1.17371787966604e-75,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1128","Hirundo rustica",0.42756563732166,2.44531010838387e-123,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1129","Locustella fasciolata",0.412274741919551,1.05232063029022e-115,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1130","Agropsar philippensis",0.20938037769829,1.4805291199564e-31,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1131","Anous stolidus",-0.000917388539368006,NA,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1132","Cettia diphone",0.286662877698223,8.38171565080561e-58,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1133","Cuculus poliocephalus",0.326830788023288,4.38076106166398e-73,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1134","Hirundo daurica",0.0944415235307767,5.71397628150754e-08,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1135","Lanius cristatus",-0.00270826872556044,0.548065884492609,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1136","Lonchura punctulata",0.650834976691907,0,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1137","Motacilla flava",-0.00243973208716079,0.540885909976266,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1138","Alcedo atthis",0.135541844831906,2.69828220197774e-14,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1139","Columba livia",0.249914378864743,7.89324341200432e-44,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1140","Dendrocopos kizuki",0.180220887991415,9.41759188203844e-24,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1141","Sterna dougallii",0.19819396247989,1.08203761885529e-54,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1142","Spodiopsar cineraceus",0.182373052858906,2.91430923010254e-24,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1143","Egretta sacra",-0.00797607757369307,0.659749070367105,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1144","Sterna albifrons",0.079605892066952,2.28633500040475e-06,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1145","Luscinia komadori",0.775620163229981,0,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1146","Sapheopipo noguchii",0.664571449502669,0,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1147","Apalopteron familiare",0.999988366372835,0,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1148","Zoothera dauma",0.17611374687773,8.85241535989993e-23,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1149","Gallirallus okinawae",0.575994710182898,0,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1150","Anas crecca",-0.0095821957983447,0.690653484161949,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1151","Buteo buteo",0.211909076669413,3.71026010694587e-32,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1152","Fulica atra",0.071942571446637,2.25406669048621e-05,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1153","Aythya fuligula",0.0203561792711505,0.109898062260966,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1154","Butastur indicus",0.156619881872558,1.6674947667908e-18,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1155","Tachybaptus ruficollis",0.101135729530538,8.63513392006068e-09,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1156","Garrulus lidthi",0.93238925635398,0,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1157","Dendrocopos leucotos",0.0767424647488066,9.0699209312325e-06,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1158","Phylloscopus ijimae",0.00272225965017342,0.403048112028345,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1159","Turdus celaenops",0.00272225965017342,0.403048112028345,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1160","Emberiza cioides",0.352076489209221,1.28387185944445e-84,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1161","Periparus ater",0.375809678778979,7.47880275308777e-96,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1162","Picus awokera",0.426612131972227,8.42532934513946e-123,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1163","Urosphena squameiceps",0.231941028038538,6.27695798979996e-38,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1164","Bambusicola thoracicus",0.401167071086771,4.91641820598811e-109,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1165","Milvus migrans",0.112821539706025,1.90255729365348e-10,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1166","Porzana fusca",0.0868425998207419,4.38329007384988e-07,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1167","Apus nipalensis",0.114044773718715,1.66635264297422e-11,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1168","Charadrius dubius",0.154149006354153,5.24174372679757e-18,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1169","Garrulus glandarius",0.349259633357368,4.04718322831274e-83,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1170","Luscinia akahige",0.270165348638904,5.01914788694401e-51,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1171","Troglodytes troglodytes",0.30912333016525,1.20245650504883e-65,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1172","Aegithalos caudatus",0.202155634914319,2.54428459962103e-29,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1173","Chloris sinica",0.217453229728124,1.21408843238294e-33,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1174","Corvus corone",0.163467328623741,6.88838907552302e-20,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1175","Acrocephalus orientalis",0.213295606492858,1.89291105677267e-32,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1176","Alauda arvensis",0.218226375945839,7.81901038195007e-34,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1177","Anthus hodgsoni",0.215290137956554,3.05574191125016e-33,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1178","Apus pacificus",0.0972108763438153,2.80609747172687e-08,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1179","Himantopus himantopus",-0.00496098108774904,0.598221014391402,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1180","Lanius bucephalus",0.177583125400865,4.27826809066703e-23,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1181","Phalacrocorax carbo",0.275669342691195,9.72942605104935e-53,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1182","Cinclus pallasii",0.149240586697506,6.46836854610533e-17,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1183","Cyanoptila cyanomelana",0.28142602763486,8.44394725734902e-55,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1184","Eophona personata",0.275633785728394,1.19668007710682e-52,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1185","Leiothrix lutea",0.450637153835572,3.03631785855626e-137,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1186","Phylloscopus coronatus",0.393128498872836,1.17103763445079e-104,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1187","Treron sieboldii",0.313166161129345,2.71160130424115e-67,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1188","Sula leucogaster",-0.00160400415201779,0.521353674018231,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1189","Pitta nympha",0.169985892926582,6.01449071603361e-22,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1190","Syrmaticus soemmerringii",0.139821302975244,3.97308847457645e-15,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1191","Calonectris leucomelas",-0.00235601823632365,0.538644776869027,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1192","Larus crassirostris",0.21834714067292,3.70570837223879e-34,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1193","Anas platyrhynchos",0.193060939372415,4.11155598589484e-27,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1194","Cuculus optatus",0.411688046771452,1.5619612877083e-114,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1195","Hierococcyx hyperythrus",0.0906746645804585,2.16178853115904e-07,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1196","Motacilla cinerea",0.266301738536682,2.71764464731503e-49,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1197","Motacilla grandis",0.205690383361231,2.55789274893814e-30,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1198","Megaceryle lugubris",0.0196750430506806,0.126316958588774,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1199","Cygnus olor",0.0391619695643541,0.00969099327256206,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1200","Charadrius placidus",0.069932194033848,4.02683913814916e-05,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1201","Motacilla alba",0.207810329511679,7.12116039164337e-31,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1202","Aix galericulata",0.0826715819984083,1.84426607445213e-06,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1203","Carduelis spinus",0.242410237809051,9.71785983305201e-44,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1204","Sitta europaea",0.184669331460288,7.6408645309681e-25,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1205","Butorides striata",0.0857358978807066,4.71596590086685e-07,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1206","Garrulax canorus",0.650657071948416,2.15743461824528e-283,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1207","Muscicapa dauurica",0.171283858328092,1.09386290300476e-21,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1208","Strix uralensis",0.0667393953183683,8.69258800651234e-05,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1209","Nisaetus nipalensis",0.0859620719476411,5.98796949391955e-07,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1210","Delichon dasypus",0.116080991732077,5.65596372190112e-11,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1211","Gorsachius goisagi",0.0356253695399614,0.01495839372943,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1212","Turdus cardis",0.26834268666255,5.10546465323002e-50,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1213","Poecile montanus",0.251214541740913,3.53056341741086e-44,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
"1214","Caprimulgus indicus",0.110302493370343,2.90950449693292e-10,2,"Birds_atlas_Japan","contiguity",410.037746182275,320.828642117996
