"","verbatim_name","dataset","log_R2_1"
"432","Emberiza schoeniclus","Birds_atlas_EBBA",-0.000461972033143481
"433","Emberiza schoeniclus","Birds_atlas_Japan",-0.363441411478016
"434","Emberiza spodocephala","Birds_atlas_Japan",-0.138818701239386
"435","Emberiza sulphurata","Birds_atlas_Japan",0.224456245133146
"436","Emberiza variabilis","Birds_atlas_Japan",0.440347492853955
"437","Emberiza yessoensis","Birds_atlas_Japan",-0.379161844812431
"438","Empidonax alnorum","Birds_Atlas_New_York",0.374407987369751
"439","Empidonax flaviventris","Birds_Atlas_New_York",0.351971741718225
"440","Empidonax minimus","Birds_Atlas_New_York",-0.0392413595175069
"441","Empidonax traillii","Birds_Atlas_New_York",0.304289169625872
"442","Empidonax virescens","Birds_Atlas_New_York",0.388655694942882
"443","Eophona personata","Birds_atlas_Japan",0.149282140892571
"444","Eremophila alpestris","Birds_atlas_EBBA",-0.00748532585937819
"445","Eremophila alpestris","Birds_Atlas_New_York",-0.459387440822243
"446","Erithacus rubecula","Birds_Atlas_Czechia",0.00634015116393221
"447","Erithacus rubecula","Birds_atlas_EBBA",0
"448","Estrilda astrild","Birds_atlas_EBBA",0
"449","Estrilda melpoda","Birds_atlas_EBBA",0
"450","Eudromias morinellus","Birds_atlas_EBBA",-0.00530976929728827
"451","Euphagus carolinus","Birds_Atlas_New_York",-0.255105289037338
"452","Eurystomus orientalis","Birds_atlas_Japan",-0.36037762065788
"453","Falcipennis canadensis","Birds_Atlas_New_York",-0.300082784296557
"454","Falco biarmicus","Birds_atlas_EBBA",0.0120594775692254
"455","Falco cherrug","Birds_Atlas_Czechia",0.200893432376797
"456","Falco cherrug","Birds_atlas_EBBA",0
"457","Falco columbarius","Birds_atlas_EBBA",0
"458","Falco eleonorae","Birds_atlas_EBBA",0.0177127966276099
"459","Falco naumanni","Birds_atlas_EBBA",0.00291813959377381
"460","Falco peregrinus","Birds_Atlas_Czechia",0.623255055506527
"461","Falco peregrinus","Birds_atlas_EBBA",-0.0256625498670537
"462","Falco peregrinus","Birds_atlas_Japan",0.34570642359133
"463","Falco peregrinus","Birds_Atlas_New_York",1.86716753485768
"464","Falco rusticolus","Birds_atlas_EBBA",-0.0651827031192743
"465","Falco sparverius","Birds_Atlas_New_York",-0.153230648754947
"466","Falco subbuteo","Birds_Atlas_Czechia",0.238967065975603
"467","Falco subbuteo","Birds_atlas_EBBA",0
"468","Falco subbuteo","Birds_atlas_Japan",-0.3621621590566
"469","Falco tinnunculus","Birds_Atlas_Czechia",0.0145585064682357
"470","Falco tinnunculus","Birds_atlas_EBBA",0.000709504432499446
"471","Falco tinnunculus","Birds_atlas_Japan",0.0566724179628907
"472","Falco vespertinus","Birds_atlas_EBBA",0
"473","Ficedula albicollis","Birds_Atlas_Czechia",0.0953859308378372
"474","Ficedula albicollis","Birds_atlas_EBBA",0
"475","Ficedula hypoleuca","Birds_Atlas_Czechia",0.0448822262688532
"476","Ficedula hypoleuca","Birds_atlas_EBBA",0
"477","Ficedula narcissina","Birds_atlas_Japan",0.374220810012793
"478","Ficedula parva","Birds_Atlas_Czechia",0.162676281253862
"479","Ficedula parva","Birds_atlas_EBBA",0
"480","Ficedula semitorquata","Birds_atlas_EBBA",0
"481","Francolinus francolinus","Birds_atlas_EBBA",0
"482","Fratercula arctica","Birds_atlas_EBBA",0
"483","Fringilla coelebs","Birds_Atlas_Czechia",0.00156399325812381
"484","Fringilla coelebs","Birds_atlas_EBBA",0
"485","Fringilla montifringilla","Birds_atlas_EBBA",-0.00160117394521219
"486","Fulica americana","Birds_Atlas_New_York",0.0925431595510979
"487","Fulica atra","Birds_Atlas_Czechia",-0.00163500132359836
"488","Fulica atra","Birds_atlas_EBBA",0
"489","Fulica atra","Birds_atlas_Japan",0.52302733464043
"490","Fulica cristata","Birds_atlas_EBBA",0
"491","Fulmarus glacialis","Birds_atlas_EBBA",0
"492","Galerida cristata","Birds_Atlas_Czechia",-0.840244429956622
"493","Galerida cristata","Birds_atlas_EBBA",0.00122770237624914
"494","Galerida theklae","Birds_atlas_EBBA",0
"495","Gallinago delicata","Birds_Atlas_New_York",0.0225505199675666
"496","Gallinago gallinago","Birds_Atlas_Czechia",-0.246289648315094
"497","Gallinago gallinago","Birds_atlas_EBBA",-0.000562178960933555
"498","Gallinago hardwickii","Birds_atlas_Japan",-0.136480310026954
"499","Gallinago media","Birds_atlas_EBBA",-0.0330289560318582
"500","Gallinago stenura","Birds_atlas_EBBA",-0.311534973135621
"501","Gallinula chloropus","Birds_Atlas_Czechia",0.0146892213984427
"502","Gallinula chloropus","Birds_atlas_EBBA",0
"503","Gallinula chloropus","Birds_atlas_Japan",-0.671092418027855
"504","Gallinula chloropus","Birds_Atlas_New_York",-0.40538369326559
"505","Gallirallus okinawae","Birds_atlas_Japan",0.404987303042233
"506","Garrulax canorus","Birds_atlas_Japan",2.54394819544894
"507","Garrulus glandarius","Birds_Atlas_Czechia",0.0161100838951752
"508","Garrulus glandarius","Birds_atlas_EBBA",0
"509","Garrulus glandarius","Birds_atlas_Japan",-0.138066833426688
"510","Garrulus lidthi","Birds_atlas_Japan",0
"511","Gavia adamsii","Birds_atlas_EBBA",0
"512","Gavia arctica","Birds_atlas_EBBA",-0.00175352978074041
"513","Gavia immer","Birds_atlas_EBBA",0
"514","Gavia immer","Birds_Atlas_New_York",0.358275518109947
"515","Gavia stellata","Birds_atlas_EBBA",-0.00456810380139974
"516","Gelochelidon nilotica","Birds_atlas_EBBA",0
"517","Gelochelidon nilotica","Birds_Atlas_New_York",0.510853416747302
"518","Geothlypis trichas","Birds_Atlas_New_York",-0.00116306336317438
"519","Glareola maldivarum","Birds_atlas_Japan",0
"520","Glareola nordmanni","Birds_atlas_EBBA",-0.0233243594240135
"521","Glareola pratincola","Birds_atlas_EBBA",0
"522","Glaucidium passerinum","Birds_Atlas_Czechia",0.656393855113067
"523","Glaucidium passerinum","Birds_atlas_EBBA",0
"524","Gorsachius goisagi","Birds_atlas_Japan",0.55383810391536
"525","Grus grus","Birds_Atlas_Czechia",1.74649132862373
"526","Grus grus","Birds_atlas_EBBA",0
"527","Grus japonensis","Birds_atlas_Japan",0.745980690361173
"528","Gulosus aristotelis","Birds_atlas_EBBA",0
"529","Gypaetus barbatus","Birds_atlas_EBBA",0
"530","Gyps fulvus","Birds_atlas_EBBA",0
"531","Haematopus ostralegus","Birds_atlas_EBBA",-0.00216208858530024
"532","Haematopus palliatus","Birds_Atlas_New_York",0.413037434411492
"533","Halcyon coromanda","Birds_atlas_Japan",0.567701569085675
"534","Haliaeetus albicilla","Birds_Atlas_Czechia",1.58470090276221
"535","Haliaeetus albicilla","Birds_atlas_EBBA",-0.0308532518364913
"536","Haliaeetus albicilla","Birds_atlas_Japan",0.691483737122425
"537","Haliaeetus leucocephalus","Birds_Atlas_New_York",2.54272720525203
"538","Helmitheros vermivorum","Birds_Atlas_New_York",-0.00894508834611703
"539","Hieraaetus pennatus","Birds_atlas_EBBA",0
"540","Hierococcyx hyperythrus","Birds_atlas_Japan",-0.0421649270770957
"541","Himantopus himantopus","Birds_Atlas_Czechia",0.230396369818082
"542","Himantopus himantopus","Birds_atlas_EBBA",-0.0023591494197156
"543","Himantopus himantopus","Birds_atlas_Japan",0.962823770853767
"544","Hippolais icterina","Birds_Atlas_Czechia",0.00719554215629404
"545","Hippolais icterina","Birds_atlas_EBBA",0
"546","Hippolais olivetorum","Birds_atlas_EBBA",0
"547","Hippolais polyglotta","Birds_atlas_EBBA",0
"548","Hirundapus caudacutus","Birds_atlas_Japan",-0.587848254644394
"549","Hirundo daurica","Birds_atlas_Japan",-0.381341814737973
"550","Hirundo rustica","Birds_Atlas_Czechia",-0.00156069419369335
"551","Hirundo rustica","Birds_atlas_EBBA",0.000348042476300145
"552","Hirundo rustica","Birds_atlas_Japan",-0.0912354697994719
"553","Hirundo rustica","Birds_Atlas_New_York",-0.0603835204283002
"554","Hirundo tahitica","Birds_atlas_Japan",0.0840809052235257
"555","Histrionicus histrionicus","Birds_atlas_EBBA",0
"556","Histrionicus histrionicus","Birds_atlas_Japan",-0.000852061036327562
"557","Hydrobates castro","Birds_atlas_EBBA",0
"558","Hydrobates leucorhous","Birds_atlas_EBBA",0
"559","Hydrobates pelagicus","Birds_atlas_EBBA",0
"560","Hydrocoloeus minutus","Birds_atlas_EBBA",-0.00622934121851706
"561","Hydropogne caspia","Birds_Atlas_New_York",0.51016152781822
"562","Hydroprogne caspia","Birds_atlas_EBBA",0
"563","Hylocichla mustelina","Birds_Atlas_New_York",-0.0731703406415802
"564","Hypsipetes amaurotis","Birds_atlas_Japan",0.0170586119790826
"565","Icteria virens","Birds_Atlas_New_York",-1.50835361581694
"566","Icterus galbula","Birds_Atlas_New_York",-0.0344920243293043
"567","Icterus spurius","Birds_Atlas_New_York",0.556415285565379
"568","Iduna caligata","Birds_atlas_EBBA",0
"569","Iduna opaca","Birds_atlas_EBBA",0
"570","Iduna pallida","Birds_atlas_EBBA",0.00418779869074573
"571","Ixobrychus cinnamomeus","Birds_atlas_Japan",0.691843749921012
"572","Ixobrychus exilis","Birds_Atlas_New_York",-0.0961107365160545
"573","Ixobrychus minutus","Birds_Atlas_Czechia",0.0787273499989376
"574","Ixobrychus minutus","Birds_atlas_EBBA",0
"575","Ixobrychus sinensis","Birds_atlas_Japan",-0.711242166410861
"576","Junco hyemalis","Birds_Atlas_New_York",0.208770211344926
"577","Jynx torquilla","Birds_Atlas_Czechia",0.0548543552134068
"578","Jynx torquilla","Birds_atlas_EBBA",0
"579","Jynx torquilla","Birds_atlas_Japan",0.306348457796094
"580","Lagopus lagopus","Birds_atlas_EBBA",-0.00174329458836557
"581","Lagopus muta","Birds_atlas_EBBA",0
"582","Lagopus muta","Birds_atlas_Japan",0.405117539456618
"583","Lanius bucephalus","Birds_atlas_Japan",-0.0416729549469101
"584","Lanius collurio","Birds_Atlas_Czechia",0.00646464003404813
"585","Lanius collurio","Birds_atlas_EBBA",-0.000468602895760319
"586","Lanius cristatus","Birds_atlas_Japan",-1.45342769865031
"587","Lanius excubitor","Birds_Atlas_Czechia",0.0271930914549603
"588","Lanius excubitor","Birds_atlas_EBBA",0
"589","Lanius ludovicianus","Birds_Atlas_New_York",-1.79220673665308
"590","Lanius meridionalis","Birds_atlas_EBBA",0
"591","Lanius minor","Birds_atlas_EBBA",0
"592","Lanius nubicus","Birds_atlas_EBBA",0
"593","Lanius senator","Birds_atlas_EBBA",0.00257702225702852
"594","Lanius tigrinus","Birds_atlas_Japan",-0.708394779709141
"595","Larus argentatus","Birds_atlas_EBBA",-0.000769760945411428
"596","Larus argentatus","Birds_Atlas_New_York",-0.135069766370174
"597","Larus armenicus","Birds_atlas_EBBA",0
"598","Larus audouinii","Birds_atlas_EBBA",0
"599","Larus cachinnans","Birds_Atlas_Czechia",-0.217215422699192
"600","Larus cachinnans","Birds_atlas_EBBA",0
"601","Larus canus","Birds_Atlas_Czechia",0.584350770793919
"602","Larus canus","Birds_atlas_EBBA",-0.00697058320081785
"603","Larus crassirostris","Birds_atlas_Japan",-0.148010351601791
"604","Larus delawarensis","Birds_Atlas_New_York",-0.20401004440412
"605","Larus fuscus","Birds_atlas_EBBA",-0.00290793410608625
"606","Larus genei","Birds_atlas_EBBA",0
"607","Larus glaucoides","Birds_atlas_EBBA",-0.338715804314073
"608","Larus hyperboreus","Birds_atlas_EBBA",-0.0294247649118206
"609","Larus ichthyaetus","Birds_atlas_EBBA",0
"610","Larus marinus","Birds_atlas_EBBA",-0.00128546178560915
"611","Larus marinus","Birds_Atlas_New_York",-0.0578425588543858
"612","Larus melanocephalus","Birds_Atlas_Czechia",1.24918059972042
"613","Larus melanocephalus","Birds_atlas_EBBA",0
"614","Larus michahellis","Birds_atlas_EBBA",0.0027270064415745
"615","Larus ridibundus","Birds_Atlas_Czechia",-0.144063281351746
"616","Larus ridibundus","Birds_atlas_EBBA",-0.000993780108088896
"617","Larus schistisagus","Birds_atlas_Japan",0.0453305964295238
"618","Laterallus jamaicensis","Birds_Atlas_New_York",0
"619","Leiopicus medius","Birds_atlas_EBBA",0
"620","Leiothrix lutea","Birds_atlas_Japan",1.35648063357544
"621","Leucophaeus atricilla","Birds_Atlas_New_York",-1.67389578910284
"622","Limosa lapponica","Birds_atlas_EBBA",-0.118231948678242
"623","Limosa limosa","Birds_Atlas_Czechia",-0.608251311710953
"624","Limosa limosa","Birds_atlas_EBBA",-0.00311364648823359
"625","Linaria cannabina","Birds_atlas_EBBA",0.000405332178195552
"626","Linaria flavirostris","Birds_atlas_EBBA",0
"627","Locustella fasciolata","Birds_atlas_Japan",0.0920245490520789
"628","Locustella fluviatilis","Birds_Atlas_Czechia",0.157511375099023
"629","Locustella fluviatilis","Birds_atlas_EBBA",0
"630","Locustella lanceolata","Birds_atlas_EBBA",0
"631","Locustella lanceolata","Birds_atlas_Japan",0.000708570394121527
"632","Locustella luscinioides","Birds_Atlas_Czechia",0.525452535295154
"633","Locustella luscinioides","Birds_atlas_EBBA",0
"634","Locustella naevia","Birds_Atlas_Czechia",0.102490392021476
"635","Locustella naevia","Birds_atlas_EBBA",0
"636","Locustella ochotensis","Birds_atlas_Japan",0.0640781756066718
"637","Locustella pleskei","Birds_atlas_Japan",-1.10243852831688
"638","Locustella pryeri","Birds_atlas_Japan",0.232617608769154
"639","Lonchura punctulata","Birds_atlas_Japan",0.812414201866361
"640","Lophodytes cucullatus","Birds_Atlas_New_York",0.746279451716404
"641","Lophophanes cristatus","Birds_atlas_EBBA",0
"642","Loxia curvirostra","Birds_Atlas_Czechia",0.121404619154238
"643","Loxia curvirostra","Birds_atlas_EBBA",0
"644","Loxia curvirostra","Birds_atlas_Japan",-0.646125303699957
"645","Loxia curvirostra","Birds_Atlas_New_York",-1.02455466937929
"646","Loxia leucoptera","Birds_atlas_EBBA",0
"647","Loxia leucoptera","Birds_Atlas_New_York",0.129926614424005
"648","Loxia pytyopsittacus","Birds_atlas_EBBA",0
"649","Loxia scotica","Birds_atlas_EBBA",0
"650","Lullula arborea","Birds_Atlas_Czechia",0.174052782547645
"651","Lullula arborea","Birds_atlas_EBBA",0.000574274026618551
"652","Luscinia akahige","Birds_atlas_Japan",-0.287642675075382
"653","Luscinia calliope","Birds_atlas_Japan",-0.238426637834394
"654","Luscinia cyane","Birds_atlas_Japan",-0.122295042604801
"655","Luscinia komadori","Birds_atlas_Japan",-0.0762000179334124
"656","Luscinia luscinia","Birds_Atlas_Czechia",0.536364955438208
"657","Luscinia luscinia","Birds_atlas_EBBA",0
"658","Luscinia megarhynchos","Birds_Atlas_Czechia",0.218358501150247
"659","Luscinia megarhynchos","Birds_atlas_EBBA",0.000701329814758379
"660","Luscinia svecica","Birds_Atlas_Czechia",1.03534395432088
"661","Lymnocryptes minimus","Birds_atlas_EBBA",-0.00499180065029803
"662","Lyrurus mlokosiewiczi","Birds_atlas_EBBA",-0.0202729936981495
"663","Lyrurus tetrix","Birds_atlas_EBBA",0
"664","Mareca penelope","Birds_atlas_EBBA",-0.0752981446267828
"665","Mareca strepera","Birds_atlas_EBBA",0
"666","Marmaronetta angustirostris","Birds_atlas_EBBA",0
"667","Megaceryle alcyon","Birds_Atlas_New_York",-0.0591299300030807
"668","Megaceryle lugubris","Birds_atlas_Japan",-0.474835576978958
"669","Megascops asio","Birds_Atlas_New_York",0.0105133580621631
"670","Melanerpes carolinus","Birds_Atlas_New_York",0.802520005750582
"671","Melanerpes erythrocephalus","Birds_Atlas_New_York",-1.42026628463824
"672","Melanitta fusca","Birds_atlas_EBBA",-0.12844222473271
"673","Melanitta nigra","Birds_atlas_EBBA",-0.192678119000776
"674","Melanocorypha calandra","Birds_atlas_EBBA",0
"675","Meleagris gallopavo","Birds_atlas_EBBA",0
"676","Meleagris gallopavo","Birds_Atlas_New_York",0.845874712118347
"677","Melospiza georgiana","Birds_Atlas_New_York",0.0580352058505215
"678","Melospiza lincolnii","Birds_Atlas_New_York",-0.143387938536629
"679","Melospiza melodia","Birds_Atlas_New_York",-0.00521243479909079
"680","Mergellus albellus","Birds_atlas_EBBA",0
"681","Mergus merganser","Birds_Atlas_Czechia",1.04586033612698
"682","Mergus merganser","Birds_atlas_EBBA",0
"683","Mergus merganser","Birds_atlas_Japan",0.0559905024259612
"684","Mergus merganser","Birds_Atlas_New_York",0.853839406029525
"685","Mergus serrator","Birds_atlas_EBBA",-0.001268131481128
"686","Mergus serrator","Birds_Atlas_New_York",0.357079241429322
"687","Merops apiaster","Birds_Atlas_Czechia",0.620492038678533
"688","Merops apiaster","Birds_atlas_EBBA",-0.00101669418309813
"689","Merops persicus","Birds_atlas_EBBA",0
"690","Microcarbo pygmaeus","Birds_atlas_EBBA",0
"691","Miliaria calandra","Birds_Atlas_Czechia",0.718643917426217
"692","Milvus migrans","Birds_Atlas_Czechia",0.320147936822654
"693","Milvus migrans","Birds_atlas_EBBA",0
"694","Milvus migrans","Birds_atlas_Japan",-0.187196672275349
"695","Milvus milvus","Birds_Atlas_Czechia",0.534932616697684
"696","Milvus milvus","Birds_atlas_EBBA",0
"697","Mimus polyglottos","Birds_Atlas_New_York",0.0927394709511916
"698","Mniotilta varia","Birds_Atlas_New_York",-0.00685904536269
"699","Molothrus ater","Birds_Atlas_New_York",-0.0710945771979663
"700","Monticola saxatilis","Birds_atlas_EBBA",0
"701","Monticola solitarius","Birds_atlas_EBBA",0.00385418078777768
"702","Monticola solitarius","Birds_atlas_Japan",0.296134661560283
"703","Montifringilla nivalis","Birds_atlas_EBBA",0
"704","Morus bassanus","Birds_atlas_EBBA",0
"705","Motacilla alba","Birds_Atlas_Czechia",0.00314032283829591
"706","Motacilla alba","Birds_atlas_EBBA",-5.49967466143272e-07
"707","Motacilla alba","Birds_atlas_Japan",0.183059078452174
"708","Motacilla cinerea","Birds_Atlas_Czechia",0.0540372669547086
"709","Motacilla cinerea","Birds_atlas_EBBA",0
"710","Motacilla cinerea","Birds_atlas_Japan",-0.0884857727495069
"711","Motacilla citreola","Birds_atlas_EBBA",0
"712","Motacilla flava","Birds_Atlas_Czechia",0.076676244961959
"713","Motacilla flava","Birds_atlas_EBBA",-0.000420757395162526
"714","Motacilla flava","Birds_atlas_Japan",0.0899546956964488
"715","Motacilla grandis","Birds_atlas_Japan",-0.282197793877629
"716","Muscicapa dauurica","Birds_atlas_Japan",0.458836946509444
"717","Muscicapa sibirica","Birds_atlas_Japan",-0.869879230013334
"718","Muscicapa striata","Birds_Atlas_Czechia",0.0476989447534392
"719","Muscicapa striata","Birds_atlas_EBBA",0.000377061901908189
"720","Myiarchus crinitus","Birds_Atlas_New_York",-0.0321160687486962
"721","Myiopsitta monachus","Birds_atlas_EBBA",0
"722","Myiopsitta monachus","Birds_Atlas_New_York",1.60955877411169
"723","Neophron percnopterus","Birds_atlas_EBBA",0
"724","Netta rufina","Birds_Atlas_Czechia",0.77999825292782
"725","Netta rufina","Birds_atlas_EBBA",0
"726","Ninox scutulata","Birds_atlas_Japan",0.215743615377865
"727","Nisaetus nipalensis","Birds_atlas_Japan",0.00279988369849197
"728","Nucifraga caryocatactes","Birds_Atlas_Czechia",0.0692672475792105
"729","Nucifraga caryocatactes","Birds_atlas_EBBA",0
"730","Nucifraga caryocatactes","Birds_atlas_Japan",-0.149760498445889
"731","Numenius arquata","Birds_Atlas_Czechia",-0.274920038879829
"732","Numenius arquata","Birds_atlas_EBBA",-0.00239877495460881
"733","Numenius phaeopus","Birds_atlas_EBBA",0
"734","Nyctanassa violacea","Birds_Atlas_New_York",-0.321601153281194
"735","Nycticorax nycticorax","Birds_Atlas_Czechia",0.772443060712719
"736","Nycticorax nycticorax","Birds_atlas_EBBA",0
"737","Nycticorax nycticorax","Birds_atlas_Japan",-0.833233475065232
"738","Nycticorax nycticorax","Birds_Atlas_New_York",0.00942525933903184
"739","Oenanthe deserti","Birds_atlas_EBBA",0
"740","Oenanthe finschii","Birds_atlas_EBBA",0
"741","Oenanthe hispanica","Birds_atlas_EBBA",0.00403522720836294
"742","Oenanthe isabellina","Birds_atlas_EBBA",0
"743","Oenanthe leucura","Birds_atlas_EBBA",0
"744","Oenanthe oenanthe","Birds_Atlas_Czechia",-0.438647003813823
"745","Oenanthe oenanthe","Birds_atlas_EBBA",0.000394710635527975
"746","Oenanthe pleschanka","Birds_atlas_EBBA",0
"747","Oenanthe xanthoprymna","Birds_atlas_EBBA",0
"748","Onychoprion fuscatus","Birds_atlas_EBBA",0
"749","Oporornis formosus","Birds_Atlas_New_York",-1.26560857113119
"750","Oporornis philadelphia","Birds_Atlas_New_York",0.0433816964729871
"751","Oriolus oriolus","Birds_Atlas_Czechia",0.0604102849077379
"752","Oriolus oriolus","Birds_atlas_EBBA",0.000491879124965559
"753","Otis tarda","Birds_atlas_EBBA",0
"754","Otus elegans","Birds_atlas_Japan",-0.222626184534485
"755","Otus lempiji","Birds_atlas_Japan",-0.117134311000027
"756","Otus scops","Birds_Atlas_Czechia",0.689196126279886
"757","Otus scops","Birds_atlas_EBBA",0.00217398620331796
"758","Otus sunia","Birds_atlas_Japan",-2.08384289605447
"759","Oxyura jamaicensis","Birds_atlas_EBBA",0
"760","Oxyura jamaicensis","Birds_Atlas_New_York",0.943968461689883
"761","Oxyura leucocephala","Birds_atlas_EBBA",0
"762","Pagophila eburnea","Birds_atlas_EBBA",0
"763","Pandion haliaetus","Birds_atlas_EBBA",-0.0171247366939343
"764","Pandion haliaetus","Birds_atlas_Japan",0.351964823275194
"765","Pandion haliaetus","Birds_Atlas_New_York",0.902443244895041
"766","Panurus biarmicus","Birds_Atlas_Czechia",0.197554399254567
"767","Panurus biarmicus","Birds_atlas_EBBA",0
"768","Parula americana","Birds_Atlas_New_York",0.409291389464446
"769","Parus ater","Birds_Atlas_Czechia",0.0187993561894196
"770","Parus caeruleus","Birds_Atlas_Czechia",0.00475320780099926
"771","Parus cristatus","Birds_Atlas_Czechia",-0.00361387284320549
"772","Parus major","Birds_Atlas_Czechia",0.00157057255039276
"773","Parus major","Birds_atlas_EBBA",0.000482384034057375
"774","Parus minor","Birds_atlas_Japan",0.0542970540682827
"775","Parus montanus","Birds_Atlas_Czechia",0.145883171410748
"776","Parus palustris","Birds_Atlas_Czechia",0.0428199354805451
"777","Passer domesticus","Birds_Atlas_Czechia",-0.00331075295707338
"778","Passer domesticus","Birds_atlas_EBBA",-0.000622102815450238
"779","Passer domesticus","Birds_Atlas_New_York",-0.0642503861770313
"780","Passer hispaniolensis","Birds_atlas_EBBA",0.00319266141371066
"781","Passer italiae","Birds_atlas_EBBA",0
"782","Passer montanus","Birds_Atlas_Czechia",-0.0218122769246639
"783","Passer montanus","Birds_atlas_EBBA",-0.000728711600843523
"784","Passer montanus","Birds_atlas_Japan",-0.104388809235013
"785","Passer rutilans","Birds_atlas_Japan",-0.0785867637049623
"786","Passerculus sandwichensis","Birds_Atlas_New_York",0.0214303167249445
"787","Passerina caerulea","Birds_Atlas_New_York",0.810336659885971
"788","Passerina cyanea","Birds_Atlas_New_York",-0.00871422797860594
"789","Pastor roseus","Birds_atlas_EBBA",0
"790","Pelagodroma marina","Birds_atlas_EBBA",0
"791","Pelecanus crispus","Birds_atlas_EBBA",0
"792","Pelecanus onocrotalus","Birds_atlas_EBBA",0
"793","Perdix perdix","Birds_Atlas_Czechia",-0.0741163534295406
"794","Perdix perdix","Birds_atlas_EBBA",0
"795","Perdix perdix","Birds_Atlas_New_York",-1.63768121718035
"796","Pericrocotus divaricatus","Birds_atlas_Japan",0.848430434294803
"797","Periparus ater","Birds_atlas_EBBA",0
"798","Periparus ater","Birds_atlas_Japan",0.1401050675407
"799","Perisoreus canadensis","Birds_Atlas_New_York",0.182316458379162
"800","Perisoreus infaustus","Birds_atlas_EBBA",0
"801","Pernis apivorus","Birds_Atlas_Czechia",0.157033427870405
"802","Pernis apivorus","Birds_atlas_EBBA",0
"803","Pernis ptilorhynchus","Birds_atlas_Japan",-0.416872878134731
"804","Petrochelidon pyrrhonota","Birds_Atlas_New_York",-0.123442890665824
"805","Petronia petronia","Birds_atlas_EBBA",0
"806","Phaethon aethereus","Birds_atlas_EBBA",0
"807","Phalacrocorax auritus","Birds_Atlas_New_York",2.09642477627934
"808","Phalacrocorax capillatus","Birds_atlas_Japan",-0.152557706356611
"809","Phalacrocorax carbo","Birds_Atlas_Czechia",1.07383217144537
"810","Phalacrocorax carbo","Birds_atlas_EBBA",-0.00239475555024997
"811","Phalacrocorax carbo","Birds_atlas_Japan",1.13188191459515
"812","Phalacrocorax pelagicus","Birds_atlas_Japan",-0.199075431503368
"813","Phalaropus fulicarius","Birds_atlas_EBBA",0
"814","Phalaropus lobatus","Birds_atlas_EBBA",-0.003155649834237
"815","Phasianus colchicus","Birds_Atlas_Czechia",-0.0439933360973992
"816","Phasianus colchicus","Birds_atlas_EBBA",0
"817","Phasianus colchicus","Birds_atlas_Japan",-0.0220654482389361
"818","Phasianus colchicus","Birds_Atlas_New_York",-0.463434685183517
"819","Pheucticus ludovicianus","Birds_Atlas_New_York",-0.063683835891785
"820","Phoenicopterus roseus","Birds_atlas_EBBA",0
"821","Phoenicurus auroreus","Birds_atlas_Japan",1.56042176872784
"822","Phoenicurus ochruros","Birds_Atlas_Czechia",-0.001628906734238
"823","Phoenicurus ochruros","Birds_atlas_EBBA",0
"824","Phoenicurus phoenicurus","Birds_Atlas_Czechia",0.056874968002376
"825","Phoenicurus phoenicurus","Birds_atlas_EBBA",-0.000768782073366297
"826","Phylloscopus bonelli","Birds_atlas_EBBA",0
"827","Phylloscopus borealis","Birds_atlas_EBBA",-0.0510982409887987
"828","Phylloscopus borealoides","Birds_atlas_Japan",0.260525570449121
"829","Phylloscopus collybita","Birds_Atlas_Czechia",0.00172503158157466
"830","Phylloscopus collybita","Birds_atlas_EBBA",0
"831","Phylloscopus coronatus","Birds_atlas_Japan",0.163902069264958
"832","Phylloscopus ibericus","Birds_atlas_EBBA",0
"833","Phylloscopus ijimae","Birds_atlas_Japan",-0.280808250006253
"834","Phylloscopus inornatus","Birds_atlas_EBBA",-0.181072014777305
"835","Phylloscopus nitidus","Birds_atlas_EBBA",0
"836","Phylloscopus orientalis","Birds_atlas_EBBA",0
"837","Phylloscopus sibilatrix","Birds_Atlas_Czechia",0.0403365428554466
"838","Phylloscopus sibilatrix","Birds_atlas_EBBA",0
"839","Phylloscopus sindianus","Birds_atlas_EBBA",0
"840","Phylloscopus trochiloides","Birds_Atlas_Czechia",-0.144627373822034
"841","Phylloscopus trochiloides","Birds_atlas_EBBA",0
"842","Phylloscopus trochilus","Birds_Atlas_Czechia",0.00342508675001489
"843","Phylloscopus trochilus","Birds_atlas_EBBA",-0.000530313687542133
"844","Phylloscopus xanthodryas","Birds_atlas_Japan",-0.752116349543433
"845","Pica pica","Birds_Atlas_Czechia",0.02480547134715
"846","Pica pica","Birds_atlas_EBBA",-0.00060563837027385
"847","Pica pica","Birds_atlas_Japan",-0.377032617822763
"848","Picoides arcticus","Birds_Atlas_New_York",0.107976686897537
"849","Picoides dorsalis","Birds_Atlas_New_York",-0.382980259484208
"850","Picoides pubescens","Birds_Atlas_New_York",0.0261629438718177
"851","Picoides tridactylus","Birds_Atlas_Czechia",-0.143018131507445
"852","Picoides tridactylus","Birds_atlas_EBBA",0
"853","Picoides villosus","Birds_Atlas_New_York",0.0831719062622299
"854","Picus awokera","Birds_atlas_Japan",0.233177913778726
"855","Picus canus","Birds_Atlas_Czechia",0.0113612625882379
"856","Picus canus","Birds_atlas_EBBA",0
"857","Picus canus","Birds_atlas_Japan",0.707614930215439
"858","Picus sharpei","Birds_atlas_EBBA",0
"859","Picus viridis","Birds_Atlas_Czechia",0.0417579428063639
"860","Picus viridis","Birds_atlas_EBBA",0
