"","verbatim_name","tp","cell_grouping","Total_area","Total_Ncells","occupancy_Ncells","AOO","relative_occupancy_Ncells","scale"
"3714","Streptopelia decaocto",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3715","Motacilla alba",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3716","Motacilla citreola",3,"32",89635.9803373288,2,1,76899.6179706071,0.5,0.5
"3717","Columba livia",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3718","Anas acuta",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3719","Tetrastes bonasia",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3720","Picus canus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3721","Muscicapa striata",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3722","Tadorna tadorna",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3723","Serinus serinus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3724","Larus canus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3725","Dendrocopos leucotos",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3726","Carpodacus erythrinus",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3727","Luscinia megarhynchos",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3728","Tringa ochropus",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3729","Podiceps nigricollis",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3730","Carduelis chloris",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3731","Larus melanocephalus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3732","Tyto alba",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3733","Tetrao urogallus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3734","Upupa epops",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3735","Parus cristatus",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3736","Emberiza citrinella",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3737","Parus major",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3738","Parus montanus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3739","Anas strepera",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3740","Acrocephalus scirpaceus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3741","Delichon urbica",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3742","Dendrocopos medius",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3743","Porzana porzana",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3744","Aquila chrysaetos",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3745","Pica pica",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3746","Hirundo rustica",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3747","Locustella luscinioides",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3748","Corvus monedula",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3749","Miliaria calandra",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3750","Delichon urbica",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3751","Jynx torquilla",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3752","Bucephala clangula",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3753","Carduelis flammea",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3754","Saxicola torquata",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3755","Anthus trivialis",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3756","Carduelis cannabina",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3757","Acrocephalus schoenobaenus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3758","Anthus spinoletta",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3759","Dendrocopos minor",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3760","Prunella collaris",2,"32",83907.5085275841,2,1,71971.62564313,0.5,0.5
"3761","Motacilla cinerea",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3762","Carduelis cannabina",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3763","Picoides tridactylus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3764","Carduelis carduelis",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3765","Falco tinnunculus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3766","Aix galericulata",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3767","Anthus pratensis",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3768","Carduelis flammea",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3769","Anthus campestris",3,"32",89635.9803373288,2,1,76899.6179706071,0.5,0.5
"3770","Garrulus glandarius",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3771","Parus cristatus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3772","Carduelis spinus",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3773","Tadorna tadorna",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3774","Jynx torquilla",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3775","Phylloscopus trochiloides",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3776","Larus cachinnans",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3777","Saxicola rubetra",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3778","Cinclus cinclus",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3779","Sylvia communis",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3780","Remiz pendulinus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3781","Turdus merula",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3782","Corvus corax",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3783","Lullula arborea",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3784","Limosa limosa",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3785","Streptopelia turtur",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3786","Corvus frugilegus",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3787","Columba palumbus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3788","Aythya nyroca",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3789","Passer domesticus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3790","Botaurus stellaris",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3791","Sylvia curruca",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3792","Emberiza citrinella",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3793","Netta rufina",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3794","Emberiza hortulana",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3795","Circus cyaneus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3796","Locustella fluviatilis",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3797","Anthus spinoletta",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3798","Erithacus rubecula",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3799","Locustella naevia",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3800","Ficedula albicollis",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3801","Tachybaptus ruficollis",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3802","Acrocephalus paludicola",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3803","Turdus torquatus",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3804","Phalacrocorax carbo",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3805","Nycticorax nycticorax",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3806","Dryocopus martius",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3807","Fringilla coelebs",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3808","Lanius senator",3,"32",89635.9803373288,2,1,76899.6179706071,0.5,0.5
"3809","Phasianus colchicus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3810","Phylloscopus collybita",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3811","Parus caeruleus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3812","Aix sponsa",3,"32",89635.9803373288,2,1,76899.6179706071,0.5,0.5
"3813","Oriolus oriolus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3814","Hirundo rustica",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3815","Parus major",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3816","Lanius collurio",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3817","Corvus monedula",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3818","Lanius excubitor",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3819","Luscinia svecica",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3820","Merops apiaster",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3821","Himantopus himantopus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3822","Fulica atra",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3823","Riparia riparia",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3824","Locustella naevia",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3825","Larus ridibundus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3826","Cinclus cinclus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3827","Muscicapa striata",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3828","Falco peregrinus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3829","Phoenicurus phoenicurus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3830","Sylvia borin",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3831","Ciconia nigra",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3832","Ficedula hypoleuca",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3833","Recurvirostra avosetta",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3834","Miliaria calandra",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3835","Burhinus oedicnemus",3,"32",89635.9803373288,2,1,76899.6179706071,0.5,0.5
"3836","Regulus ignicapillus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3837","Oenanthe oenanthe",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3838","Motacilla cinerea",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3839","Anas querquedula",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3840","Motacilla flava",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3841","Larus cachinnans",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3842","Milvus migrans",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3843","Bubulcus ibis",3,"32",89635.9803373288,2,1,76899.6179706071,0.5,0.5
"3844","Vanellus vanellus",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3845","Circus aeruginosus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3846","Acrocephalus paludicola",2,"32",83907.5085275841,2,1,71971.62564313,0.5,0.5
"3847","Tachybaptus ruficollis",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3848","Aythya ferina",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3849","Sterna hirundo",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3850","Columba livia",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3851","Syrmaticus reevesii",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3852","Tringa totanus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3853","Aythya fuligula",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3854","Acrocephalus dumetorum",3,"32",89635.9803373288,2,1,76899.6179706071,0.5,0.5
"3855","Circus pygargus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3856","Podiceps cristatus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3857","Myiopsitta monachus",3,"32",89635.9803373288,2,1,76899.6179706071,0.5,0.5
"3858","Crex crex",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3859","Anas crecca",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3860","Egretta garzetta",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3861","Asio flammeus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3862","Pica pica",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3863","Carpodacus erythrinus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3864","Ficedula albicollis",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3865","Otis tarda",3,"32",89635.9803373288,2,1,76899.6179706071,0.5,0.5
"3866","Falco cherrug",3,"32",89635.9803373288,2,1,76899.6179706071,0.5,0.5
"3867","Grus grus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3868","Porzana parva",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3869","Locustella luscinioides",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3870","Sturnus vulgaris",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3871","Certhia familiaris",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3872","Branta leucopsis",3,"32",89635.9803373288,2,1,76899.6179706071,0.5,0.5
"3873","Loxia curvirostra",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3874","Numenius arquata",3,"32",89635.9803373288,2,1,76899.6179706071,0.5,0.5
"3875","Scolopax rusticola",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3876","Corvus corone",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3877","Falco vespertinus",3,"32",89635.9803373288,2,1,76899.6179706071,0.5,0.5
"3878","Certhia brachydactyla",2,"32",83907.5085275841,2,2,83907.5085275841,1,0.5
"3879","Anas penelope",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3880","Ixobrychus minutus",3,"32",89635.9803373288,2,2,89635.9803373288,1,0.5
"3881","Larus cachinnans",1,"32",83907.5085275841,2,1,11935.8828844541,0.5,0.5
"3882","Cygnus cygnus",3,"32",89635.9803373288,2,1,12736.3623667217,0.5,0.5
"3883","Podiceps grisegena",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3884","Nycticorax nycticorax",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3885","Egretta garzetta",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3886","Podiceps nigricollis",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3887","Ardea cinerea",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3888","Ardea purpurea",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3889","Ciconia nigra",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3890","Ciconia ciconia",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3891","Platalea leucorodia",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3892","Cygnus olor",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3893","Anser anser",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3894","Anas strepera",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3895","Anas crecca",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3896","Anas platyrhynchos",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3897","Anas acuta",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3898","Anas querquedula",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3899","Anas clypeata",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3900","Netta rufina",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3901","Aythya ferina",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3902","Aythya fuligula",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3903","Bucephala clangula",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3904","Mergus merganser",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3905","Pernis apivorus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3906","Milvus migrans",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3907","Milvus milvus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3908","Haliaeetus albicilla",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3909","Circus aeruginosus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3910","Circus cyaneus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3911","Circus pygargus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3912","Accipiter gentilis",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3913","Accipiter nisus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3914","Buteo buteo",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3915","Falco tinnunculus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3916","Falco subbuteo",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3917","Falco cherrug",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3918","Falco peregrinus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3919","Bonasa bonasia",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3920","Tetrao tetrix",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3921","Tetrao urogallus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3922","Perdix perdix",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3923","Coturnix coturnix",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3924","Phasianus colchicus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3925","Rallus aquaticus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3926","Porzana porzana",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3927","Porzana parva",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3928","Crex crex",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3929","Gallinula chloropus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3930","Fulica atra",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3931","Grus grus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3932","Himantopus himantopus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3933","Recurvirostra avosetta",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3934","Charadrius dubius",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3935","Charadrius morinellus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3936","Vanellus vanellus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3937","Gallinago gallinago",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3938","Scolopax rusticola",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3939","Limosa limosa",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3940","Numenius arquata",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3941","Tringa totanus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3942","Tringa ochropus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3943","Actitis hypoleucos",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3944","Larus melanocephalus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3945","Larus ridibundus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3946","Larus canus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3947","Larus cachinnans",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3948","Sterna hirundo",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3949","Chlidonias niger",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3950","Columba livia",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3951","Columba oenas",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3952","Columba palumbus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3953","Streptopelia decaocto",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3954","Streptopelia turtur",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3955","Tachybaptus ruficollis",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3956","Phalacrocorax carbo",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3957","Cuculus canorus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3958","Tyto alba",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3959","Bubo bubo",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3960","Glaucidium passerinum",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3961","Athene noctua",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3962","Strix aluco",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3963","Strix uralensis",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3964","Asio otus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3965","Asio flammeus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3966","Aegolius funereus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3967","Caprimulgus europaeus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3968","Apus apus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3969","Alcedo atthis",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3970","Merops apiaster",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3971","Upupa epops",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3972","Jynx torquilla",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3973","Picus canus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3974","Picus viridis",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3975","Dryocopus martius",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3976","Dendrocopos major",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3977","Dendrocopos syriacus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3978","Dendrocopos medius",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3979","Dendrocopos leucotos",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3980","Dendrocopos minor",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3981","Picoides tridactylus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3982","Podiceps cristatus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3983","Botaurus stellaris",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3984","Ixobrychus minutus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3985","Delichon urbica",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3986","Anthus campestris",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3987","Anthus trivialis",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3988","Anthus pratensis",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3989","Anthus spinoletta",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3990","Motacilla flava",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3991","Motacilla cinerea",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3992","Motacilla alba",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3993","Cinclus cinclus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3994","Troglodytes troglodytes",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3995","Prunella modularis",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3996","Prunella collaris",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3997","Erithacus rubecula",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3998","Luscinia megarhynchos",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"3999","Luscinia svecica",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4000","Phoenicurus ochruros",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4001","Phoenicurus phoenicurus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4002","Saxicola rubetra",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4003","Saxicola torquata",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4004","Oenanthe oenanthe",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4005","Turdus torquatus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4006","Turdus merula",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4007","Turdus pilaris",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4008","Turdus philomelos",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4009","Turdus iliacus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4010","Turdus viscivorus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4011","Locustella naevia",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4012","Locustella fluviatilis",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4013","Locustella luscinioides",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4014","Acrocephalus schoenobaenus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4015","Acrocephalus palustris",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4016","Acrocephalus scirpaceus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4017","Acrocephalus arundinaceus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4018","Hippolais icterina",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4019","Sylvia nisoria",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4020","Sylvia curruca",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4021","Sylvia communis",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4022","Sylvia borin",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4023","Sylvia atricapilla",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4024","Phylloscopus trochiloides",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4025","Phylloscopus sibilatrix",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4026","Phylloscopus collybita",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4027","Phylloscopus trochilus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4028","Regulus regulus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4029","Regulus ignicapillus",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4030","Muscicapa striata",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4031","Ficedula parva",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4032","Ficedula albicollis",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
"4033","Ficedula hypoleuca",1,"64",83907.5085275841,1,1,83907.5085275841,1,1
